ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.0131953,0.0111842,0.00747105
ENSG00000188976,-0.0341411,0.0282895,0.000983002
ENSG00000187961,0.052448,0.0242348,0.00134056
ENSG00000187583,0.0386949,0.0382264,0.000538114
ENSG00000187642,0.0304988,0.0364292,0.000592397
ENSG00000188290,-0.0399849,0.051193,0.000299739
ENSG00000187608,0.00138204,0.0781346,0.000128628
ENSG00000188157,0.021245,0.049111,0.000325701
ENSG00000237330,-0.132912,0.0620251,0.000204153
ENSG00000131591,0.0416366,0.0419839,0.000446068
ENSG00000162571,-0.0131207,0.011531,0.00594522
ENSG00000186891,0.0218885,0.0340549,0.000678543
ENSG00000186827,-0.0323753,0.0609771,0.000211233
ENSG00000078808,0.0516334,0.0828266,0.000112107
ENSG00000176022,-0.102673,0.0569821,0.000241915
ENSG00000184163,0.0372736,0.0310217,0.000818972
ENSG00000160087,0.395291,0.308275,8.26052e-06
ENSG00000162572,0.00179085,0.0256364,0.00119778
ENSG00000131584,0.159104,0.0694415,0.00016285
ENSG00000169972,-0.00112724,0.0256632,0.00119542
ENSG00000127054,0.0355933,0.0192713,0.00212295
ENSG00000224051,0.0492195,0.060638,0.000213594
ENSG00000169962,-0.0412916,0.0386017,0.000527493
ENSG00000107404,0.00301668,0.0567053,0.000244275
ENSG00000162576,0.0626295,0.0578489,0.000234835
ENSG00000175756,0.0570763,0.0855142,0.000107387
ENSG00000221978,0.0639686,0.0989193,8.02451e-05
ENSG00000242485,-0.0497504,0.0625682,0.000200613
ENSG00000235098,-0.0318948,0.0384723,0.000531034
ENSG00000205116,-0.0234278,0.0508963,0.000303279
ENSG00000179403,0.0222057,0.0230602,0.00147863
ENSG00000215915,-0.0423517,0.0407508,0.00046849
ENSG00000160072,0.00773013,0.0113921,0.00609155
ENSG00000197785,-0.0170778,0.0456861,0.000376444
ENSG00000205090,0.0092116,0.0968031,8.37853e-05
ENSG00000160075,0.138852,0.0935752,8.96857e-05
ENSG00000228594,0.088351,0.118978,5.54635e-05
ENSG00000197530,-0.0141055,0.0234469,0.00143497
ENSG00000189409,0.0627444,0.0935661,8.96857e-05
ENSG00000248333,0.134847,0.0807699,0.000120368
ENSG00000189339,-0.138008,0.0640971,0.000188812
ENSG00000008128,-0.0229589,0.0223339,0.0015577
ENSG00000215790,-0.0013391,0.0429486,0.000426007
ENSG00000008130,-0.00218282,0.0479136,0.000342222
ENSG00000078369,-0.177224,0.159967,3.06819e-05
ENSG00000169885,-0.00870691,0.0744677,0.000141609
ENSG00000178821,0.0206118,0.0694438,0.00016285
ENSG00000142609,-0.00940883,0.0161053,0.00303633
ENSG00000187730,0.0425108,0.0879598,0.000101486
ENSG00000067606,0.0874518,0.0575454,0.000237195
ENSG00000162585,0.167556,0.0792321,0.000125088
ENSG00000157933,0.0168095,0.148915,3.54022e-05
ENSG00000116151,0.0498558,0.0512958,0.000298559
ENSG00000157916,-0.12676,0.15697,3.1862e-05
ENSG00000157911,-0.0960652,0.0430077,0.000424827
ENSG00000149527,-0.0511499,0.0287741,0.00094996
ENSG00000157881,0.00985178,0.0613208,0.000208873
ENSG00000197921,0.0255728,0.166495,2.83218e-05
ENSG00000157873,0.126526,0.0687152,0.000166391
ENSG00000157870,0.113592,0.0555413,0.000252536
ENSG00000142606,0.0126241,0.0282903,0.000980642
ENSG00000215912,0.0854262,0.0476771,0.000345762
ENSG00000169717,-0.0493546,0.125861,4.95631e-05
ENSG00000142611,-0.127525,0.148914,3.54022e-05
ENSG00000130762,0.00165063,0.0404007,0.00048147
ENSG00000162591,0.00413925,0.0209542,0.00179253
ENSG00000158109,0.0158352,0.0175685,0.00254778
ENSG00000116213,0.00217453,0.0579818,0.000233655
ENSG00000078900,0.129354,0.0941899,8.85056e-05
ENSG00000162592,0.0136734,0.0160947,0.00305049
ENSG00000235169,0.371696,0.170073,2.71417e-05
ENSG00000130764,-0.188647,0.0884759,0.000100306
ENSG00000116198,-0.0236304,0.0190234,0.00218196
ENSG00000169598,-0.00532331,0.0841351,0.000110927
ENSG00000198912,0.0641819,0.0744668,0.000141609
ENSG00000196581,0.185394,0.235451,1.41609e-05
ENSG00000131697,-0.0105545,0.0288669,0.00094406
ENSG00000069424,-0.0139192,0.0360739,0.000604198
ENSG00000116254,-0.159887,0.0770784,0.000132168
ENSG00000116251,0.0500747,0.120271,5.42834e-05
ENSG00000158286,-0.0425721,0.0380113,0.000544014
ENSG00000116237,0.41765,0.203955,1.88812e-05
ENSG00000173673,-0.0512681,0.114218,6.01838e-05
ENSG00000158292,0.0253371,0.0516023,0.000295019
