ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.0201438,0.0310774,0.00761294
ENSG00000188976,-0.103465,0.0801256,0.000924079
ENSG00000187961,0.0738616,0.0764248,0.00101587
ENSG00000187583,0.103697,0.106179,0.000526296
ENSG00000187642,-0.0203613,0.102633,0.000563015
ENSG00000188290,-0.0410528,0.139112,0.000305986
ENSG00000187608,-0.0382912,0.171232,0.000201951
ENSG00000188157,0.279727,0.130323,0.000348824
ENSG00000237330,-0.404058,0.153633,0.000250909
ENSG00000131591,0.116709,0.106798,0.000520177
ENSG00000162571,-0.025603,0.032095,0.00575254
ENSG00000186891,-0.320238,0.108708,0.000501818
ENSG00000186827,-0.0588427,0.182664,0.000177472
ENSG00000078808,0.272634,0.219972,0.000122395
ENSG00000176022,0.258141,0.171239,0.000201951
ENSG00000184163,0.144714,0.0791814,0.000948558
ENSG00000162572,-0.0947164,0.0699975,0.00121171
ENSG00000131584,0.00592464,0.214629,0.000128514
ENSG00000169972,0.00109296,0.0714675,0.00116275
ENSG00000127054,0.0308327,0.0530632,0.00211131
ENSG00000224051,0.319317,0.196711,0.000152993
ENSG00000169962,-0.048445,0.108022,0.000507937
ENSG00000107404,-0.0635707,0.157517,0.000238669
ENSG00000162576,0.16508,0.171329,0.000201951
ENSG00000175756,-0.167543,0.214649,0.000128514
ENSG00000221978,0.0564575,0.231942,0.000110155
ENSG00000242485,-0.152644,0.155534,0.000244789
ENSG00000235098,-0.0314779,0.0934132,0.00067929
ENSG00000205116,-0.0562307,0.150022,0.000263148
ENSG00000179403,-0.0837841,0.0678033,0.00129126
ENSG00000215915,-0.0661974,0.113611,0.000458979
ENSG00000160072,0.0193765,0.0303935,0.00645631
ENSG00000197785,0.225159,0.143496,0.000287627
ENSG00000205090,-0.124059,0.283904,7.34367e-05
ENSG00000160075,0.0982898,0.238607,0.000104035
ENSG00000228594,-0.293585,0.371739,4.28381e-05
ENSG00000197530,0.0639547,0.0619827,0.00155441
ENSG00000189409,-0.0212745,0.296541,6.7317e-05
ENSG00000248333,0.211483,0.262858,8.56762e-05
ENSG00000189339,-0.0708717,0.189297,0.000165233
ENSG00000008128,-0.000212154,0.0656533,0.00135246
ENSG00000215790,-0.252578,0.115956,0.00044062
ENSG00000008130,0.0066308,0.136451,0.000318226
ENSG00000169885,-0.100519,0.176687,0.000189712
ENSG00000178821,0.119933,0.182664,0.000177472
ENSG00000142609,0.027376,0.0451676,0.00291911
ENSG00000187730,-0.157019,0.20511,0.000140754
ENSG00000067606,0.0438251,0.192903,0.000159113
ENSG00000162585,-0.233299,0.196721,0.000152993
ENSG00000116151,0.0588757,0.131475,0.000342705
ENSG00000157911,-0.268399,0.141992,0.000293747
ENSG00000149527,-0.010896,0.0790716,0.000948558
ENSG00000157881,-0.0537546,0.161719,0.00022643
ENSG00000197921,-0.64833,0.43986,3.05986e-05
ENSG00000157873,0.144147,0.231834,0.000110155
ENSG00000157870,-0.0452798,0.153783,0.000250909
ENSG00000142606,-0.112221,0.0798603,0.000930198
ENSG00000215912,0.116254,0.128129,0.000361064
ENSG00000169717,-0.194493,0.371686,4.28381e-05
ENSG00000130762,-0.00811273,0.118474,0.000422261
ENSG00000162591,0.000741225,0.0572736,0.00181144
ENSG00000158109,-0.135094,0.0457905,0.00281507
ENSG00000116213,0.276897,0.136438,0.000318226
ENSG00000078900,-0.0496468,0.245905,9.79156e-05
ENSG00000162592,-0.0898062,0.0473538,0.00265596
ENSG00000130764,0.0571327,0.205119,0.000140754
ENSG00000116198,0.0172541,0.0410935,0.0035372
ENSG00000169598,0.0984095,0.225697,0.000116275
ENSG00000198912,-0.131091,0.231833,0.000110155
ENSG00000131697,-0.0343167,0.0771371,0.000997515
ENSG00000069424,0.0377364,0.0964997,0.000636452
ENSG00000116254,0.0215958,0.253949,9.17959e-05
ENSG00000116251,0.0734681,0.296841,6.7317e-05
ENSG00000158286,0.19084,0.0969862,0.000630332
ENSG00000173673,0.268115,0.371722,4.28381e-05
ENSG00000158292,0.0275636,0.114389,0.00045286
ENSG00000097021,-0.132174,0.0890985,0.000966917
ENSG00000069812,-0.228613,0.401492,3.67184e-05
ENSG00000187017,0.0255393,0.063721,0.00146261
ENSG00000215788,0.581433,0.26316,8.56762e-05
ENSG00000171680,-0.0222261,0.0634814,0.00147485
ENSG00000162408,-0.0199886,0.153627,0.000250909
ENSG00000173662,0.026526,0.0443464,0.00302926
ENSG00000204859,0.0678844,0.23182,0.000110155
ENSG00000162413,0.0162625,0.125978,0.000373303
ENSG00000041988,0.547035,0.214665,0.000128514
ENSG00000007923,-0.306057,0.17123,0.000201951
ENSG00000171735,0.00718737,0.031932,0.0058933
ENSG00000049245,-0.154231,0.327854,5.50775e-05
ENSG00000049246,0.0213007,0.0746435,0.00105259
ENSG00000049247,0.137249,0.121122,0.000403902
ENSG00000049249,-0.0534379,0.245876,9.79156e-05
ENSG00000116288,-0.583098,0.327808,5.50775e-05
ENSG00000116285,-0.120996,0.143492,0.000287627
ENSG00000162426,0.0447435,0.099436,0.000599733
ENSG00000142599,0.0175948,0.03417,0.00512221
ENSG00000074800,0.266742,0.26291,8.56762e-05
ENSG00000131686,0.328129,0.200813,0.000146873
ENSG00000197241,0.0570799,0.150096,0.000263148
ENSG00000142583,-0.130981,0.118455,0.000422261
ENSG00000180758,-0.00298281,0.17963,0.000183592
ENSG00000049239,-0.058113,0.104898,0.000538536
ENSG00000171621,0.129154,0.439829,3.05986e-05
ENSG00000171612,0.640055,0.327894,5.50775e-05
ENSG00000188807,0.250223,0.254046,9.17959e-05
ENSG00000171608,0.569236,0.225632,0.000116275
ENSG00000171603,0.249052,0.245919,9.79156e-05
ENSG00000178585,-0.378638,0.29657,6.7317e-05
ENSG00000162441,0.309964,0.214632,0.000128514
ENSG00000173614,-0.0471133,0.168694,0.000208071
ENSG00000162444,-0.0961025,0.19672,0.000152993
ENSG00000130939,-0.0210219,0.0629357,0.00149933
ENSG00000054523,-0.065325,0.135173,0.000324345
ENSG00000142657,0.0920715,0.231823,0.000110155
ENSG00000175279,-0.0255118,0.119316,0.000416141
ENSG00000251503,-0.0941165,0.112863,0.000465099
ENSG00000241563,-0.565157,0.272795,7.95564e-05
ENSG00000160049,-0.101263,0.13788,0.000312106
ENSG00000142655,0.651002,0.347705,4.89578e-05
ENSG00000130940,0.167637,0.140538,0.000299867
ENSG00000175262,0.0445024,0.0652243,0.0013953
ENSG00000120948,-0.388362,0.347798,4.89578e-05
ENSG00000009724,0.0714579,0.093834,0.00067317
ENSG00000116649,0.817077,0.371719,4.28381e-05
ENSG00000171824,0.0321548,0.142008,0.000293747
ENSG00000198793,-0.137174,0.166265,0.00021419
ENSG00000171819,-0.0655911,0.115154,0.00044674
ENSG00000120942,-0.331106,0.347707,4.89578e-05
ENSG00000204624,-0.0165426,0.0989122,0.000605853
ENSG00000116661,-0.250399,0.173888,0.000195831
ENSG00000132879,-0.174069,0.148301,0.000269268
ENSG00000116663,0.0471041,0.189289,0.000165233
ENSG00000116670,-0.135196,0.238677,0.000104035
ENSG00000162490,0.0301761,0.109348,0.000495698
ENSG00000177674,-0.0166268,0.135388,0.000324345
ENSG00000215910,0.039049,0.0488178,0.00249685
ENSG00000177000,-0.0360172,0.171239,0.000201951
ENSG00000011021,0.136369,0.196721,0.000152993
ENSG00000175206,-0.220968,0.114382,0.00045286
ENSG00000120937,-0.0275778,0.18588,0.000171352
ENSG00000116685,0.0236866,0.185885,0.000171352
ENSG00000083444,0.073386,0.0790857,0.000948558
ENSG00000116688,0.271907,0.238577,0.000104035
ENSG00000116691,-0.141325,0.122237,0.000397782
ENSG00000120949,-0.373424,0.347712,4.89578e-05
ENSG00000028137,-0.796812,0.310998,6.11973e-05
ENSG00000048707,-0.0851475,0.118446,0.000422261
ENSG00000204518,-0.210779,0.254067,9.17959e-05
ENSG00000188984,-0.0506765,0.179627,0.000183592
ENSG00000157330,0.0377046,0.166536,0.00021419
