ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.0261548,0.0273798,0.00781635
ENSG00000188976,0.0336543,0.0710946,0.000949971
ENSG00000187961,0.0129069,0.0635117,0.00119116
ENSG00000187583,0.0306291,0.0968754,0.000511902
ENSG00000187642,-0.250271,0.0933053,0.000551279
ENSG00000188290,-0.158795,0.122421,0.000319939
ENSG00000187608,0.0863661,0.166806,0.000172275
ENSG00000188157,-0.167336,0.114747,0.000364238
ENSG00000237330,-0.103864,0.145514,0.000226418
ENSG00000131591,0.157132,0.0973289,0.00050698
ENSG00000162571,0.0246439,0.0289175,0.00573921
ENSG00000186891,-0.141233,0.0863051,0.000644799
ENSG00000186827,-0.0980772,0.164483,0.000177197
ENSG00000078808,-0.200334,0.193573,0.000127975
ENSG00000176022,0.113768,0.150519,0.000211652
ENSG00000184163,-0.00241134,0.0721272,0.000925361
ENSG00000162572,-0.0120244,0.0609342,0.00129452
ENSG00000131584,0.140588,0.177238,0.000152586
ENSG00000169972,-0.0572006,0.064191,0.00116655
ENSG00000127054,-0.0442303,0.0473584,0.00214605
ENSG00000224051,0.079097,0.180161,0.000147664
ENSG00000169962,-0.0163205,0.098234,0.000497135
ENSG00000107404,0.12668,0.143952,0.00023134
ENSG00000162576,-0.1498,0.152379,0.00020673
ENSG00000175756,0.0744894,0.201457,0.000118131
ENSG00000221978,0.0232758,0.21539,0.000103365
ENSG00000242485,0.178432,0.138199,0.000251029
ENSG00000235098,0.119182,0.0834479,0.000689098
ENSG00000205116,0.248575,0.136868,0.000255951
ENSG00000179403,0.0449959,0.0594816,0.00135851
ENSG00000215915,-0.0773784,0.101815,0.00046268
ENSG00000160072,0.0411345,0.0278624,0.00621173
ENSG00000197785,0.0850293,0.129623,0.000285484
ENSG00000205090,-0.221169,0.263708,6.89098e-05
ENSG00000160075,0.114902,0.20578,0.000113209
ENSG00000228594,0.0139573,0.297516,5.41435e-05
ENSG00000197530,-0.0440429,0.0557829,0.00155539
ENSG00000189409,-0.741736,0.263712,6.89098e-05
ENSG00000248333,0.116281,0.226372,9.35205e-05
ENSG00000189339,-0.0622654,0.171785,0.00016243
ENSG00000008128,-0.00423523,0.0579197,0.00141265
ENSG00000215790,0.0393478,0.104071,0.000442992
ENSG00000008130,-0.198756,0.116335,0.000354393
ENSG00000169885,0.0454629,0.174463,0.000157508
ENSG00000178821,0.237183,0.162243,0.000182119
ENSG00000142609,0.0555098,0.0400413,0.00300742
ENSG00000187730,0.253238,0.180171,0.000147664
ENSG00000067606,0.0671107,0.156039,0.000196885
ENSG00000162585,-0.103414,0.1865,0.00013782
ENSG00000157933,-0.471354,0.441236,2.46107e-05
ENSG00000116151,0.173429,0.115546,0.000359316
ENSG00000157916,-0.191082,0.441251,2.46107e-05
ENSG00000157911,0.383438,0.122422,0.000319939
ENSG00000149527,-0.0739627,0.0718355,0.000930283
ENSG00000157881,0.0245524,0.148783,0.000216574
ENSG00000197921,-0.953984,0.441279,2.46107e-05
ENSG00000157873,0.31088,0.190029,0.000132898
ENSG00000157870,0.183389,0.144041,0.00023134
ENSG00000142606,-0.0288994,0.0693312,0.000999193
ENSG00000215912,0.265808,0.122452,0.000319939
ENSG00000169717,0.286198,0.312019,4.92213e-05
ENSG00000130762,-0.168449,0.102375,0.000457758
ENSG00000162591,-0.0901587,0.051051,0.0018458
ENSG00000158109,0.0485127,0.042153,0.00269241
ENSG00000116213,-0.0519657,0.13687,0.000255951
ENSG00000078900,0.109672,0.232594,8.85984e-05
ENSG00000162592,0.00776184,0.0416843,0.00277608
ENSG00000130764,-0.531665,0.215349,0.000103365
ENSG00000116198,0.0641532,0.0393478,0.00312063
ENSG00000169598,0.0910242,0.183256,0.000142742
ENSG00000198912,0.215633,0.197353,0.000123053
ENSG00000131697,0.0325342,0.0711,0.000949971
ENSG00000069424,-0.0282541,0.0897535,0.000595578
ENSG00000116254,-0.389249,0.201418,0.000118131
ENSG00000116251,-0.309654,0.273855,6.39877e-05
ENSG00000158286,-0.0462393,0.0876215,0.000625111
ENSG00000173673,-0.440703,0.372939,3.44549e-05
ENSG00000158292,-0.118543,0.105842,0.000428225
ENSG00000097021,0.0287442,0.0857826,0.000812152
ENSG00000069812,-0.0224269,0.328887,4.42992e-05
ENSG00000187017,-0.0548621,0.0561307,0.00152586
ENSG00000215788,0.0225677,0.232736,8.85984e-05
ENSG00000171680,0.0221685,0.0576609,0.00144711
ENSG00000162408,-0.0185784,0.130737,0.000280562
ENSG00000173662,-0.0435804,0.0400089,0.0030025
ENSG00000204859,-0.068348,0.197357,0.000123053
ENSG00000162413,-0.0224718,0.112489,0.000379004
ENSG00000041988,0.443066,0.186496,0.00013782
ENSG00000007923,-0.0170245,0.148774,0.000216574
ENSG00000171735,0.0132034,0.0274619,0.00645291
ENSG00000049245,-0.256534,0.328919,4.42992e-05
ENSG00000049246,-0.0970544,0.0672112,0.00105334
ENSG00000049247,-0.245215,0.115546,0.000359316
ENSG00000049249,-0.0205343,0.220648,9.84426e-05
ENSG00000116288,0.22267,0.312021,4.92213e-05
ENSG00000116285,-0.0681358,0.13431,0.000265795
ENSG00000162426,-0.150844,0.0869381,0.000634955
ENSG00000142599,0.00415265,0.0302696,0.00528637
ENSG00000074800,0.199268,0.239334,8.36762e-05
