ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.00473442,0.0258217,0.00778274
ENSG00000188976,-0.0186299,0.0688026,0.000895198
ENSG00000187961,0.01377,0.0608166,0.0011464
ENSG00000187583,-0.0230237,0.0914428,0.000506974
ENSG00000187642,-0.0706582,0.0875504,0.000552648
ENSG00000188290,0.0526872,0.114234,0.000324281
ENSG00000187608,-0.157655,0.1604,0.000164424
ENSG00000188157,0.0645909,0.104422,0.000388224
ENSG00000237330,-0.0946913,0.134777,0.000232934
ENSG00000131591,-0.0804648,0.0931195,0.000488705
ENSG00000162571,0.0271594,0.0272455,0.00570917
ENSG00000186891,-0.0820547,0.0817058,0.00063486
ENSG00000186827,0.101658,0.156132,0.000173559
ENSG00000078808,0.195674,0.178742,0.000132453
ENSG00000176022,0.055404,0.141927,0.000210097
ENSG00000184163,0.0294067,0.0673761,0.000936304
ENSG00000162572,-0.024362,0.057594,0.00127885
ENSG00000131584,0.087823,0.167553,0.000150722
ENSG00000169972,-0.0196824,0.0593187,0.00120578
ENSG00000127054,-0.0425602,0.0449147,0.00210554
ENSG00000224051,-0.0661249,0.165042,0.000155289
ENSG00000169962,-0.0856175,0.0918028,0.000502407
ENSG00000107404,-0.11058,0.136115,0.000228367
ENSG00000162576,-0.0659277,0.13758,0.000223799
ENSG00000175756,0.344681,0.188756,0.000118751
ENSG00000221978,-0.014095,0.205223,0.000100481
ENSG00000242485,-0.0612208,0.129788,0.000251203
ENSG00000235098,-0.0869983,0.0796915,0.000666831
ENSG00000205116,0.00972176,0.127495,0.000260338
ENSG00000179403,-0.0858423,0.0553682,0.0013839
ENSG00000215915,-0.0901298,0.0962692,0.000456734
ENSG00000160072,0.000889904,0.0260788,0.00626182
ENSG00000197785,-0.12651,0.117617,0.000306012
ENSG00000205090,-0.24542,0.240577,7.30774e-05
ENSG00000160075,-0.274165,0.196459,0.000109616
ENSG00000228594,0.303995,0.277803,5.4808e-05
ENSG00000197530,-0.0279516,0.0524547,0.00155289
ENSG00000189409,0.0936895,0.257186,6.39427e-05
ENSG00000248333,0.286701,0.215178,9.13467e-05
ENSG00000189339,0.0455884,0.162676,0.000159857
ENSG00000008128,0.0360207,0.0550836,0.00137934
ENSG00000215790,0.0499732,0.0977635,0.000443032
ENSG00000008130,0.0415518,0.11043,0.000347118
ENSG00000169885,-0.0624823,0.165064,0.000155289
ENSG00000178821,0.239734,0.154116,0.000178126
ENSG00000142609,-0.0223282,0.0377732,0.00298247
ENSG00000187730,-0.0157072,0.172855,0.000141587
ENSG00000067606,-0.145838,0.146773,0.000196395
ENSG00000162585,-0.112431,0.17872,0.000132453
ENSG00000157933,-0.148154,0.39283,2.7404e-05
ENSG00000116151,-0.0407934,0.110438,0.000347118
ENSG00000157916,0.949519,0.392842,2.7404e-05
ENSG00000157911,-0.103474,0.113441,0.000328848
ENSG00000149527,0.0165919,0.0663086,0.000963708
ENSG00000157881,0.166095,0.141911,0.000210097
ENSG00000197921,0.00358545,0.430359,2.28367e-05
ENSG00000157873,-0.133786,0.181981,0.000127885
ENSG00000157870,0.00855217,0.132295,0.000242069
ENSG00000142606,0.0222184,0.0649514,0.00100481
ENSG00000215912,0.0910382,0.111933,0.000337983
ENSG00000169717,-0.806612,0.304298,4.56734e-05
ENSG00000130762,-0.0750177,0.0953344,0.000465868
ENSG00000162591,-0.00143743,0.0477927,0.00185891
ENSG00000158109,0.177314,0.0393324,0.00273127
ENSG00000116213,-0.221649,0.126391,0.000264906
ENSG00000078900,-0.159759,0.220787,8.67794e-05
ENSG00000162592,-0.00468411,0.0392201,0.00276781
ENSG00000130764,0.0533322,0.188748,0.000118751
