ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.000233917,0.00774595,0.00747062
ENSG00000188976,-0.0272555,0.0195833,0.000983878
ENSG00000187961,0.0197994,0.0167838,0.00134058
ENSG00000187583,0.0446679,0.026462,0.000538593
ENSG00000187642,0.0151615,0.025243,0.000591744
ENSG00000188290,-0.0653728,0.035438,0.000300006
ENSG00000187608,0.0331214,0.0540882,0.000128743
ENSG00000188157,-0.0266012,0.0339968,0.000325991
ENSG00000237330,-0.100262,0.0429365,0.000204335
ENSG00000131591,0.022605,0.0290631,0.000446465
ENSG00000162571,-0.000862542,0.00798462,0.00594697
ENSG00000186891,0.0159066,0.0235948,0.000677966
ENSG00000186827,-0.00278066,0.042211,0.000211421
ENSG00000078808,-0.00672107,0.0573362,0.000112207
ENSG00000176022,-0.0583939,0.0394455,0.000242131
ENSG00000184163,0.0103836,0.0214746,0.000819701
ENSG00000160087,0.139188,0.213402,8.26788e-06
ENSG00000162572,-0.0160055,0.0177554,0.00119766
ENSG00000131584,0.0594922,0.0480705,0.000162995
ENSG00000169972,0.0199116,0.0177739,0.0011953
ENSG00000127054,0.0057904,0.0133442,0.00212366
ENSG00000224051,0.0683999,0.0419763,0.000213784
ENSG00000169962,-0.0103568,0.0267817,0.000525601
ENSG00000107404,-0.0308708,0.0392539,0.000244493
ENSG00000162576,0.0502746,0.0401465,0.000233863
ENSG00000175756,0.0339104,0.0591966,0.000107482
ENSG00000221978,0.0664877,0.0684763,8.03165e-05
ENSG00000242485,-0.024956,0.0433125,0.000200791
ENSG00000235098,0.0160258,0.0266618,0.000530325
ENSG00000205116,-0.020846,0.0352326,0.000303549
ENSG00000179403,0.0145683,0.0159633,0.00147995
ENSG00000215915,-0.0302043,0.0282447,0.000467726
ENSG00000160072,0.00561888,0.00788841,0.00609343
ENSG00000197785,0.0328794,0.0316756,0.000375598
ENSG00000205090,-0.0198139,0.0670113,8.38599e-05
ENSG00000160075,0.0193797,0.0647769,8.97655e-05
ENSG00000228594,0.0518565,0.0823619,5.55129e-05
ENSG00000197530,0.00985781,0.0162311,0.00143625
ENSG00000189409,-0.00888652,0.0647705,8.97655e-05
ENSG00000248333,0.0955701,0.0559125,0.000120475
ENSG00000189339,-0.0849846,0.0443708,0.00018898
ENSG00000008128,-0.01704,0.0154662,0.0015579
ENSG00000215790,0.0241815,0.0297309,0.000426386
ENSG00000008130,-0.0145877,0.0331679,0.000342526
ENSG00000078369,0.118089,0.110736,3.07093e-05
ENSG00000169885,-0.0113582,0.0515498,0.000141735
ENSG00000178821,-0.00850528,0.048247,0.000161814
ENSG00000142609,-0.0118542,0.011151,0.00303786
ENSG00000187730,-0.0399601,0.0608896,0.000101577
ENSG00000067606,0.00421904,0.0398355,0.000237406
ENSG00000162585,0.119371,0.0548479,0.000125199
ENSG00000157933,0.0441524,0.103086,3.54338e-05
ENSG00000116151,0.0339257,0.0355092,0.000298825
ENSG00000157916,-0.249995,0.108661,3.18904e-05
ENSG00000157911,-0.0797083,0.0297718,0.000425205
ENSG00000149527,-0.0300708,0.019931,0.000949625
ENSG00000157881,0.029823,0.0424489,0.000209059
ENSG00000197921,0.0918831,0.115255,2.8347e-05
ENSG00000157873,0.0859318,0.0475676,0.000166539
ENSG00000157870,0.00369893,0.0384481,0.000252761
ENSG00000142606,0.0340723,0.0195955,0.000980334
ENSG00000215912,0.0620817,0.0331174,0.000343708
ENSG00000169717,-0.0268317,0.0871263,4.96073e-05
ENSG00000142611,-0.0512525,0.103085,3.54338e-05
ENSG00000130762,-0.00850857,0.0279671,0.000481899
ENSG00000162591,-0.00089465,0.0145245,0.00178941
ENSG00000158109,-0.0166015,0.0121645,0.00254887
ENSG00000116213,-0.0280452,0.0402393,0.000232682
ENSG00000078900,0.138756,0.0652024,8.85844e-05
ENSG00000162592,0.0113535,0.0111436,0.00305203
ENSG00000235169,0.254057,0.117732,2.71659e-05
ENSG00000130764,-0.17477,0.0612469,0.000100396
ENSG00000116198,-0.00213581,0.0131724,0.00218272
ENSG00000169598,-0.0273291,0.058242,0.000111026
ENSG00000198912,-0.0339983,0.0515492,0.000141735
ENSG00000196581,-0.0191667,0.162989,1.41735e-05
ENSG00000131697,-0.0356868,0.0199829,0.0009449
ENSG00000069424,0.00565216,0.0249963,0.000603555
ENSG00000116254,-0.0137745,0.053357,0.000132286
ENSG00000116251,0.0915111,0.0832566,5.43318e-05
ENSG00000158286,-0.00169273,0.0263131,0.000544499
ENSG00000116237,0.0825878,0.141186,1.8898e-05
ENSG00000173673,0.0354427,0.0790664,6.02374e-05
ENSG00000158292,0.0118112,0.0357214,0.000295281
ENSG00000097021,0.0415379,0.0257289,0.000676785
ENSG00000069812,-0.023694,0.112924,2.95281e-05
ENSG00000187017,0.0218936,0.015478,0.0015768
ENSG00000215788,0.0121256,0.06276,9.56712e-05
ENSG00000171680,-0.00910305,0.0171299,0.00128743
ENSG00000162408,0.0211082,0.0310485,0.000390953
ENSG00000173662,0.0147225,0.0108719,0.00319967
ENSG00000204859,-0.0756701,0.0631317,9.449e-05
ENSG00000162413,0.00169244,0.0309559,0.000393315
ENSG00000041988,0.0794965,0.0487839,0.000158271
ENSG00000007923,-0.00109062,0.041298,0.00022087
ENSG00000171735,0.00845672,0.00692341,0.0079915
ENSG00000049245,0.0883096,0.0871242,4.96073e-05
ENSG00000049246,-0.0245219,0.0195007,0.000989783
ENSG00000049247,-0.00158414,0.0303709,0.000408669
ENSG00000049249,-0.119372,0.0582484,0.000111026
ENSG00000116288,-0.0714699,0.0722954,7.20487e-05
ENSG00000116285,0.0543296,0.0397376,0.000238587
ENSG00000162426,0.00744891,0.0224604,0.000747653
ENSG00000142599,-0.00177009,0.00828018,0.00555483
ENSG00000074800,-0.0758209,0.0700372,7.67732e-05
ENSG00000131686,0.0619025,0.0495349,0.000153546
ENSG00000197241,0.0365671,0.0335193,0.00033544
ENSG00000142583,0.0479637,0.029406,0.000435835
ENSG00000180758,-0.0139043,0.0509179,0.000145278
ENSG00000049239,0.010773,0.0268099,0.00052442
ENSG00000171621,0.0437415,0.145786,1.77169e-05
ENSG00000171612,0.0478967,0.0841727,5.31507e-05
ENSG00000188807,0.0458892,0.0488005,0.000158271
ENSG00000171608,0.0108858,0.0493382,0.000154727
ENSG00000171603,-0.0917897,0.0695057,7.79543e-05
ENSG00000178585,0.0492624,0.067992,8.14977e-05
ENSG00000162441,-0.0669508,0.0526603,0.000135829
ENSG00000173614,0.0846076,0.0442324,0.000192523
ENSG00000162444,-0.00210286,0.0567519,0.000116931
ENSG00000130939,0.0261595,0.0163987,0.001402
ENSG00000054523,0.0132689,0.028096,0.000478356
ENSG00000142657,-0.105985,0.0612466,0.000100396
ENSG00000175279,0.0375935,0.0316263,0.000376779
ENSG00000251503,0.0191703,0.0286412,0.000459458
ENSG00000241563,-0.00261733,0.0559127,0.000120475
ENSG00000160049,-0.0153504,0.0323075,0.000359062
ENSG00000142655,0.0339012,0.106703,3.30715e-05
