ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.00340258,0.0214984,0.00757662
ENSG00000188976,-0.0472133,0.05536,0.000955752
ENSG00000187961,-0.00244059,0.0462224,0.00137212
ENSG00000187583,0.0809823,0.0745515,0.000526767
ENSG00000187642,0.0789081,0.0676093,0.000640322
ENSG00000188290,0.0148135,0.100938,0.000287041
ENSG00000187608,-0.205222,0.160442,0.000113555
ENSG00000188157,0.0957307,0.0958028,0.000318584
ENSG00000237330,0.0763613,0.111168,0.000236572
ENSG00000131591,0.159795,0.0861597,0.000394287
ENSG00000162571,0.018353,0.0223252,0.00589853
ENSG00000186891,0.0503569,0.0678003,0.000637168
ENSG00000186827,0.0446374,0.114258,0.000223955
ENSG00000078808,0.0598879,0.160458,0.000113555
ENSG00000176022,-0.0583052,0.102641,0.000277578
ENSG00000184163,-0.014575,0.0606783,0.000798037
ENSG00000162572,0.00866541,0.0493776,0.00120179
ENSG00000131584,0.0277127,0.145127,0.000138789
ENSG00000169972,-0.0667719,0.0502434,0.00116078
ENSG00000127054,0.0316962,0.0375453,0.00208184
ENSG00000224051,-0.17243,0.128643,0.000176641
ENSG00000169962,0.161465,0.0724026,0.00055831
ENSG00000107404,-0.151666,0.112683,0.000230264
ENSG00000162576,-0.0499841,0.127561,0.000179795
ENSG00000175756,0.174662,0.19253,7.88574e-05
ENSG00000221978,-0.352908,0.200739,7.25488e-05
ENSG00000242485,0.0209711,0.118505,0.000208184
ENSG00000235098,-0.0227753,0.0743083,0.000529922
ENSG00000205116,-0.0902476,0.0993098,0.000296504
ENSG00000179403,-0.0146917,0.0443754,0.00148252
ENSG00000215915,-0.0671915,0.0791649,0.000460527
ENSG00000160072,-0.0405428,0.021891,0.00612564
ENSG00000197785,-0.0863736,0.0875421,0.00038167
ENSG00000205090,0.0934477,0.185249,8.5166e-05
ENSG00000160075,0.232308,0.17879,9.14746e-05
ENSG00000228594,-0.251136,0.240645,5.04687e-05
ENSG00000197530,0.011472,0.0460096,0.0013942
ENSG00000189409,0.02898,0.158251,0.000116709
ENSG00000248333,0.275765,0.185256,8.5166e-05
ENSG00000189339,0.0261641,0.133513,0.000164023
ENSG00000008128,-0.0294952,0.0424889,0.00161185
ENSG00000215790,0.0647183,0.081689,0.000438447
ENSG00000008130,-0.0213821,0.0897954,0.000362744
ENSG00000078369,0.192438,0.29023,3.46973e-05
ENSG00000169885,0.0290987,0.150348,0.000129326
ENSG00000178821,0.0526159,0.13895,0.000151406
ENSG00000142609,-0.00445255,0.0306164,0.00313852
ENSG00000187730,0.264882,0.167578,0.000104092
ENSG00000067606,0.0941928,0.111926,0.000233418
ENSG00000162585,-0.18809,0.141939,0.000145098
ENSG00000157933,-0.354685,0.277867,3.78515e-05
ENSG00000116151,-0.0354113,0.102061,0.000280732
ENSG00000157916,-0.60874,0.392954,1.89258e-05
ENSG00000157911,-0.0228451,0.0813868,0.000441601
ENSG00000149527,0.0853987,0.0560004,0.000933671
ENSG00000157881,0.103354,0.120345,0.000201875
ENSG00000197921,0.222456,0.430457,1.57715e-05
ENSG00000157873,-0.247632,0.140421,0.000148252
ENSG00000157870,0.223681,0.111219,0.000236572
ENSG00000142606,-0.00267298,0.0535385,0.00102199
ENSG00000215912,-0.0323383,0.0944529,0.000328047
ENSG00000169717,0.24761,0.257261,4.41601e-05
ENSG00000142611,-0.0184484,0.363796,2.20801e-05
ENSG00000130762,0.0770237,0.079158,0.000466836
ENSG00000162591,-0.00219622,0.0414561,0.00170017
ENSG00000158109,0.0105199,0.0336434,0.00258968
ENSG00000116213,0.101047,0.112696,0.000230264
ENSG00000078900,0.423282,0.181938,8.83203e-05
ENSG00000162592,0.0257015,0.031775,0.00291457
ENSG00000235169,-0.415426,0.266979,4.10058e-05
ENSG00000130764,0.117466,0.178756,9.14746e-05
ENSG00000116198,0.042677,0.0358801,0.00228371
ENSG00000169598,-0.0563539,0.140417,0.000148252
ENSG00000198912,0.300188,0.148548,0.00013248
ENSG00000131697,-0.0418304,0.0561967,0.000927363
ENSG00000069424,0.140587,0.0710089,0.00058039
ENSG00000116254,-0.0688317,0.162709,0.0001104
ENSG00000116251,0.0124143,0.226993,5.67773e-05
ENSG00000158286,0.0988606,0.0752047,0.000517304
ENSG00000116237,-0.280896,0.43138,1.57715e-05
ENSG00000173673,-0.418859,0.257251,4.41601e-05
ENSG00000158292,-0.102136,0.102065,0.000280732
ENSG00000097021,-0.0658503,0.0698137,0.000693945
ENSG00000069812,-0.452955,0.290222,3.46973e-05
ENSG00000187017,-0.00305413,0.041688,0.00168755
ENSG00000215788,0.0598599,0.173079,9.77832e-05
ENSG00000171680,0.0751421,0.047551,0.00129957
ENSG00000162408,0.0102688,0.0882756,0.000375361
ENSG00000173662,0.00489352,0.0301372,0.00323315
ENSG00000204859,-0.0752375,0.17576,9.46289e-05
ENSG00000162413,-0.00732688,0.0796996,0.000460527
ENSG00000041988,0.17952,0.136166,0.000157715
ENSG00000007923,0.0671177,0.109025,0.000246035
ENSG00000171735,-0.00925226,0.0194332,0.00786997
ENSG00000049245,0.486548,0.233464,5.3623e-05
ENSG00000049246,0.0324901,0.0549008,0.000965214
ENSG00000049247,0.0941165,0.0894356,0.000365898
ENSG00000049249,0.084713,0.162729,0.0001104
ENSG00000116288,-0.0308455,0.240643,5.04687e-05
ENSG00000116285,0.0215048,0.114273,0.000223955
ENSG00000162426,0.0595838,0.0605757,0.000798037
ENSG00000142599,-0.0182107,0.0228831,0.00564619
ENSG00000074800,0.205058,0.210086,6.62402e-05
ENSG00000131686,-0.06333,0.160457,0.000113555
ENSG00000197241,0.0860019,0.0958243,0.000318584
