ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.0120687,0.0260323,0.00777012
ENSG00000188976,0.0246362,0.069009,0.000902658
ENSG00000187961,0.0580183,0.0611009,0.00115214
ENSG00000187583,-0.113851,0.0919999,0.000508029
ENSG00000187642,-0.0955686,0.0881173,0.000553388
ENSG00000188290,-0.00291405,0.116271,0.000317518
ENSG00000187608,0.339238,0.159903,0.000167831
ENSG00000188157,0.0899618,0.105533,0.000385557
ENSG00000237330,0.134869,0.134897,0.00023587
ENSG00000131591,0.145598,0.0936759,0.000489885
ENSG00000162571,-0.0154202,0.0273635,0.00574254
ENSG00000186891,0.0353161,0.0825743,0.0006305
ENSG00000186827,-0.156074,0.157793,0.000172367
ENSG00000078808,-0.0563297,0.180643,0.000131543
ENSG00000176022,-0.139914,0.141904,0.000213191
ENSG00000184163,-0.149751,0.0680918,0.000929874
ENSG00000162572,0.00186052,0.057999,0.00127914
ENSG00000131584,0.21686,0.169336,0.000149687
ENSG00000169972,-0.167176,0.0598358,0.00120203
ENSG00000127054,-0.0491996,0.0451966,0.00210923
ENSG00000224051,0.0383045,0.166798,0.000154223
ENSG00000169962,0.0799093,0.0927792,0.000498957
ENSG00000107404,-0.184795,0.137563,0.000226799
ENSG00000162576,-0.000915607,0.139042,0.000222263
ENSG00000175756,-0.0261541,0.190764,0.000117935
ENSG00000221978,0.255783,0.207405,9.97913e-05
ENSG00000242485,0.0723865,0.131169,0.000249478
ENSG00000235098,-0.103604,0.0805391,0.000662252
ENSG00000205116,-0.117483,0.128852,0.00025855
ENSG00000179403,-0.031274,0.0559566,0.0013744
ENSG00000215915,0.0850201,0.0968114,0.000458133
ENSG00000160072,-0.0138689,0.02628,0.0062551
ENSG00000197785,0.00798337,0.119764,0.000299374
ENSG00000205090,-0.449803,0.243136,7.25755e-05
ENSG00000160075,-0.398024,0.198549,0.000108863
ENSG00000228594,0.227357,0.280759,5.44316e-05
ENSG00000197530,-0.0180043,0.0529315,0.00154677
ENSG00000189409,0.0853461,0.259922,6.35036e-05
ENSG00000248333,0.188045,0.212227,9.52554e-05
ENSG00000189339,0.17062,0.164407,0.000158759
ENSG00000008128,-0.0851511,0.0554888,0.00137893
ENSG00000215790,0.0995586,0.0988033,0.000439989
ENSG00000008130,0.0368795,0.110165,0.000353806
ENSG00000169885,-0.166455,0.16682,0.000154223
ENSG00000178821,-0.0119202,0.155755,0.000176903
ENSG00000142609,-0.015177,0.0380299,0.00298467
ENSG00000187730,0.295918,0.174694,0.000140615
ENSG00000067606,0.0385472,0.146638,0.000199583
ENSG00000162585,-0.145863,0.1747,0.000140615
ENSG00000157933,0.187777,0.39701,2.72158e-05
ENSG00000116151,0.0339083,0.110885,0.00034927
ENSG00000157916,0.176262,0.397021,2.72158e-05
ENSG00000157911,-0.241966,0.114647,0.00032659
ENSG00000149527,-0.121609,0.0668554,0.000961626
ENSG00000157881,-0.0535668,0.145004,0.000204119
ENSG00000197921,-0.801323,0.434937,2.26799e-05
ENSG00000157873,-0.0313645,0.180715,0.000131543
ENSG00000157870,0.02245,0.134974,0.00023587
ENSG00000142606,-0.147602,0.0654934,0.00100245
ENSG00000215912,-0.239503,0.113123,0.000335662
ENSG00000169717,0.356592,0.307536,4.53597e-05
ENSG00000130762,0.0340522,0.0973056,0.000453597
ENSG00000162591,0.0127558,0.0482417,0.00185068
ENSG00000158109,-0.00724959,0.0396847,0.00272158
ENSG00000116213,-0.167016,0.125589,0.000272158
ENSG00000078900,-0.0451423,0.223136,8.61834e-05
ENSG00000162592,0.0283731,0.0395065,0.00276694
ENSG00000130764,0.0881897,0.190755,0.000117935
ENSG00000116198,-0.0297829,0.0372036,0.00312528
ENSG00000169598,-0.203059,0.177588,0.000136079
ENSG00000198912,-0.262872,0.187172,0.000122471
ENSG00000131697,-0.0555612,0.0676725,0.000938946
ENSG00000069424,-0.0774237,0.0843791,0.000603284
ENSG00000116254,0.0160195,0.190735,0.000117935
ENSG00000116251,-0.00512114,0.260075,6.35036e-05
ENSG00000158286,-0.0063679,0.084709,0.000598748
ENSG00000173673,-0.37578,0.367581,3.17518e-05
ENSG00000158292,-0.0139532,0.100362,0.000426381
ENSG00000097021,0.0251317,0.0807566,0.000834619
ENSG00000069812,0.481428,0.324162,4.08237e-05
ENSG00000187017,0.0413884,0.05354,0.00150141
ENSG00000215788,0.0840207,0.217602,9.07194e-05
ENSG00000171680,-0.039319,0.0549067,0.00142883
ENSG00000162408,-0.0785235,0.122566,0.000285766
ENSG00000173662,0.0560783,0.0378301,0.00300735
ENSG00000204859,-0.0653925,0.194519,0.000113399
ENSG00000162413,0.0219272,0.108099,0.000367414
ENSG00000041988,-0.0725896,0.177585,0.000136079
ENSG00000007923,0.0330658,0.143413,0.000208655
ENSG00000171735,0.016148,0.0259909,0.00645015
ENSG00000049245,0.0152936,0.324192,4.08237e-05
ENSG00000049246,-0.0591381,0.0640574,0.00103874
ENSG00000049247,0.0186277,0.109477,0.000358342
ENSG00000049249,0.222413,0.21224,9.52554e-05
ENSG00000116288,-0.0434662,0.259918,6.35036e-05
ENSG00000116285,-0.131135,0.120664,0.000294838
ENSG00000162426,0.129336,0.0831501,0.000621428
ENSG00000142599,0.0165091,0.0286338,0.00528894
ENSG00000074800,0.288103,0.217489,9.07194e-05
ENSG00000131686,-0.119739,0.171979,0.000145151
ENSG00000197241,-0.0900784,0.124581,0.000276694
ENSG00000142583,0.115314,0.100371,0.000426381
ENSG00000180758,0.0701863,0.159927,0.000167831
ENSG00000049239,0.0434474,0.0880954,0.000553388
ENSG00000171621,0.613351,0.434909,2.26799e-05
ENSG00000171612,-0.175808,0.26977,5.89676e-05
ENSG00000188807,0.0363139,0.212283,9.52554e-05
ENSG00000171608,0.0340018,0.187164,0.000122471
ENSG00000171603,0.108005,0.212246,9.52554e-05
ENSG00000178585,0.233461,0.25996,6.35036e-05
ENSG00000162441,0.222562,0.198533,0.000108863
ENSG00000173614,0.116057,0.141876,0.000213191
ENSG00000162444,-0.338805,0.171936,0.000145151
ENSG00000130939,-0.0495975,0.0544524,0.00145151
ENSG00000054523,0.0520558,0.106867,0.000376486
ENSG00000142657,0.135993,0.217474,9.07194e-05
ENSG00000175279,-0.0747066,0.100885,0.000421845
ENSG00000251503,-0.0524016,0.0940565,0.000485349
ENSG00000241563,0.0191326,0.217489,9.07194e-05
ENSG00000160049,-0.10886,0.116402,0.000317518
ENSG00000142655,-0.0266049,0.324164,4.08237e-05
ENSG00000130940,0.0199142,0.123545,0.00028123
ENSG00000175262,0.0533527,0.0559461,0.0013744
ENSG00000120948,0.289517,0.293261,4.98957e-05
ENSG00000009724,0.0510421,0.0746453,0.000771115
ENSG00000116649,0.0626253,0.293224,4.98957e-05
ENSG00000171824,-0.0772551,0.118853,0.00030391
ENSG00000198793,0.144463,0.133614,0.000240406
ENSG00000171819,-0.0273413,0.0972925,0.000453597
ENSG00000120942,0.442419,0.343829,3.62878e-05
ENSG00000204624,-0.192045,0.0856818,0.00058514
ENSG00000116661,-0.126481,0.143417,0.000208655
ENSG00000132879,0.0343178,0.125584,0.000272158
ENSG00000116663,-0.0135603,0.1644,0.000158759
ENSG00000116670,0.148353,0.198589,0.000108863
ENSG00000162490,0.00454424,0.0884774,0.000548852
ENSG00000177674,-0.02638,0.11719,0.000312982
ENSG00000215910,0.00911416,0.0414636,0.00250839
ENSG00000177000,-0.33587,0.140395,0.000217727
ENSG00000011021,-0.00424651,0.162111,0.000163295
ENSG00000175206,0.0101657,0.102554,0.000408237
ENSG00000120937,0.0176343,0.14664,0.000199583
ENSG00000116685,-0.0854327,0.16211,0.000163295
ENSG00000083444,0.129248,0.0659432,0.000988842
ENSG00000116688,0.304791,0.207366,9.97913e-05
ENSG00000116691,0.117327,0.10379,0.000399165
ENSG00000120949,0.101616,0.259911,6.35036e-05
ENSG00000028137,0.0024749,0.269739,5.89676e-05
ENSG00000048707,0.13168,0.0999154,0.000430917
ENSG00000204518,-0.0409702,0.212338,9.52554e-05
ENSG00000188984,0.0308756,0.146655,0.000199583
ENSG00000157330,-0.13468,0.154009,0.000181439
ENSG00000116726,-0.266023,0.137572,0.000226799
ENSG00000116721,0.00253617,0.0880893,0.000526173
ENSG00000239810,-0.00678717,0.0281844,0.00536152
ENSG00000179172,-0.389046,0.243325,7.25755e-05
ENSG00000120952,0.098053,0.162115,0.000163295
ENSG00000243073,0.0285437,0.136222,0.000204119
ENSG00000187545,0.13706,0.115506,0.000322054
ENSG00000204510,0.218069,0.180648,0.000131543
ENSG00000232423,-0.0336068,0.159961,0.000167831
ENSG00000274764,-0.0949023,0.146707,0.000181439
ENSG00000275774,0.0120471,0.0555286,0.00136079
ENSG00000204505,0.371657,0.367579,3.17518e-05
ENSG00000270601,0.182064,0.212879,9.52554e-05
ENSG00000182330,0.0101654,0.0973036,0.000444525
ENSG00000204501,0.00387037,0.0224391,0.0086637
ENSG00000204481,-0.0712394,0.0973037,0.000453597
ENSG00000204480,-0.0199251,0.151929,0.000185975
ENSG00000204479,0.0210759,0.055875,0.00137893
