ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.0128738,0.0129473,0.00747164
ENSG00000188976,-0.0330452,0.0327601,0.000982199
ENSG00000187961,0.0360939,0.028165,0.00132991
ENSG00000187583,-0.00690634,0.0442659,0.0005377
ENSG00000187642,0.0566351,0.042203,0.00059147
ENSG00000188290,-0.00455128,0.0587757,0.000304697
ENSG00000187608,-0.0315423,0.0915795,0.000125463
ENSG00000188157,-0.14219,0.0576561,0.000316646
ENSG00000237330,0.00293939,0.0713516,0.000206716
ENSG00000131591,0.0510888,0.0488826,0.000440914
ENSG00000162571,-0.0115081,0.013376,0.00591948
ENSG00000186891,0.0198613,0.0395901,0.000672722
ENSG00000186827,0.00766923,0.0701459,0.000213885
ENSG00000078808,0.0138279,0.0973086,0.000108735
ENSG00000176022,0.0209347,0.0666987,0.000236588
ENSG00000184163,0.0115892,0.0361013,0.000810135
ENSG00000160087,-0.00826414,0.35463,8.36422e-06
ENSG00000162572,-0.0358874,0.0295934,0.00120445
ENSG00000131584,-0.0534738,0.0810668,0.000160115
ENSG00000169972,0.0473181,0.0297718,0.00119011
ENSG00000127054,-0.010245,0.0224129,0.002103
ENSG00000224051,0.0272919,0.0703414,0.00021269
ENSG00000169962,0.0151711,0.0443568,0.00053531
ENSG00000107404,0.0172297,0.0658714,0.000242562
ENSG00000162576,-0.0554319,0.066715,0.000236588
ENSG00000175756,-0.113138,0.0994708,0.000106345
ENSG00000221978,0.0246246,0.112157,8.36422e-05
ENSG00000242485,0.0695913,0.0728383,0.000198352
ENSG00000235098,0.00502101,0.0442579,0.0005377
ENSG00000205116,0.0226131,0.0585498,0.000307086
ENSG00000179403,0.0100497,0.026763,0.00147091
ENSG00000215915,0.0942264,0.0471731,0.000468396
ENSG00000160072,0.0155416,0.0131612,0.00611544
ENSG00000197785,0.0348083,0.0531422,0.000372805
ENSG00000205090,0.00795924,0.110583,8.6032e-05
ENSG00000160075,0.254216,0.109091,8.84218e-05
ENSG00000228594,-0.126143,0.135436,5.73547e-05
ENSG00000197530,-0.0544065,0.0271767,0.00143148
ENSG00000189409,-0.0654512,0.106935,9.20064e-05
ENSG00000248333,0.0611194,0.0943125,0.000118294
ENSG00000189339,-0.0382653,0.0744266,0.000187598
ENSG00000008128,0.0284355,0.0258471,0.00155813
ENSG00000215790,0.0021707,0.0494053,0.000431355
ENSG00000008130,-0.0130472,0.0556002,0.000340543
ENSG00000078369,-0.172561,0.18402,3.10671e-05
ENSG00000169885,0.105934,0.0860247,0.000142192
ENSG00000178821,0.00624918,0.080768,0.00016131
ENSG00000142609,-0.00697511,0.0185815,0.00305653
ENSG00000187730,0.223975,0.101779,0.000101566
ENSG00000067606,0.154106,0.0672085,0.000233003
ENSG00000162585,-0.0569203,0.0915792,0.000125463
ENSG00000157933,0.272689,0.174236,3.46518e-05
ENSG00000116151,0.0863765,0.0596009,0.000296332
ENSG00000157916,-0.137267,0.180573,3.2262e-05
ENSG00000157911,0.00788798,0.049613,0.00042777
ENSG00000149527,-0.00244581,0.0334557,0.000941572
ENSG00000157881,-0.0440643,0.0709432,0.000209106
ENSG00000197921,-0.0926653,0.19153,2.86773e-05
ENSG00000157873,0.0417535,0.0784939,0.000170869
ENSG00000157870,0.0107676,0.0646443,0.000249732
ENSG00000142606,0.0492247,0.0326037,0.000989368
ENSG00000215912,0.0172657,0.0553207,0.000344128
ENSG00000169717,0.2981,0.150251,4.66007e-05
ENSG00000142611,-0.146971,0.171306,3.58467e-05
ENSG00000130762,-0.00895954,0.0467056,0.000482735
ENSG00000162591,0.0069904,0.0242892,0.00178755
ENSG00000158109,0.0334914,0.0202995,0.00255706
ENSG00000116213,-0.0607149,0.0670402,0.000234198
ENSG00000078900,-0.0887521,0.112155,8.36422e-05
ENSG00000162592,-0.0490777,0.0185121,0.00308998
ENSG00000235169,-0.123115,0.191527,2.86773e-05
ENSG00000130764,-0.0268406,0.10178,0.000101566
ENSG00000116198,0.0135982,0.0218907,0.00220815
ENSG00000169598,-0.127523,0.0962756,0.000113514
ENSG00000198912,0.035328,0.086023,0.000142192
ENSG00000196581,-0.337804,0.270855,1.43387e-05
ENSG00000131697,0.0119908,0.0333542,0.000947547
ENSG00000069424,-0.0193225,0.0415392,0.000610588
ENSG00000116254,-0.201985,0.0898802,0.000130243
ENSG00000116251,0.160553,0.138355,5.49649e-05
ENSG00000158286,0.0160551,0.043966,0.000544869
ENSG00000116237,0.178101,0.234623,1.91182e-05
ENSG00000173673,-0.0304249,0.132699,5.97444e-05
ENSG00000158292,0.0927105,0.0598425,0.000293943
ENSG00000097021,-0.0208097,0.0429717,0.000679892
ENSG00000069812,-0.201231,0.191527,2.86773e-05
ENSG00000187017,0.00157776,0.0259849,0.00156291
ENSG00000215788,-0.0942874,0.107671,9.08115e-05
ENSG00000171680,0.0237951,0.0286241,0.00128809
ENSG00000162408,-0.00690093,0.0512117,0.000401483
ENSG00000173662,0.014772,0.0181409,0.00320828
ENSG00000204859,0.098571,0.106936,9.20064e-05
ENSG00000162413,0.0257843,0.0511365,0.000402678
ENSG00000041988,-0.165254,0.0801775,0.0001637
ENSG00000007923,0.0862241,0.0680851,0.000227029
ENSG00000171735,0.00338147,0.0115842,0.00797469
ENSG00000049245,0.00908695,0.144782,5.01853e-05
ENSG00000049246,0.0358677,0.0325616,0.000991758
ENSG00000049247,-0.00303273,0.0505435,0.000412237
ENSG00000049249,0.0876482,0.0983787,0.000108735
ENSG00000116288,0.00908951,0.120141,7.28882e-05
ENSG00000116285,-0.0336649,0.0672098,0.000233003
ENSG00000162426,-0.0229295,0.0374136,0.00075278
ENSG00000142599,0.0213207,0.0138455,0.00555026
ENSG00000074800,-0.0908239,0.115503,7.88627e-05
ENSG00000131686,0.072555,0.0836131,0.000150556
ENSG00000197241,0.0181373,0.0559988,0.000335764
ENSG00000142583,0.00438455,0.0491335,0.000436134
