ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.00599582,0.0128345,0.00744483
ENSG00000188976,-0.0420138,0.0324274,0.000981816
ENSG00000187961,-0.0443925,0.0278128,0.00133575
ENSG00000187583,0.0432117,0.0436898,0.000540605
ENSG00000187642,0.00543977,0.041851,0.000589089
ENSG00000188290,0.0590871,0.0583276,0.00030303
ENSG00000187608,-0.0654231,0.0908557,0.000124848
ENSG00000188157,-0.0450208,0.0570855,0.000316363
ENSG00000237330,-0.0701559,0.0709349,0.000204848
ENSG00000131591,0.0226814,0.048561,0.000437575
ENSG00000162571,-0.0116468,0.0132366,0.00592241
ENSG00000186891,-0.0483786,0.0390756,0.000676362
ENSG00000186827,0.0602586,0.0691189,0.000215757
ENSG00000078808,0.0122945,0.0971957,0.000106666
ENSG00000176022,-0.0757786,0.0660399,0.000236363
ENSG00000184163,-0.0159829,0.035738,0.000809695
ENSG00000160087,0.0411673,0.34846,8.48483e-06
ENSG00000162572,0.0137388,0.0293271,0.00120121
ENSG00000131584,0.037203,0.0796566,0.000162424
ENSG00000169972,-0.0109832,0.029522,0.00118545
ENSG00000127054,0.00975746,0.0221683,0.00210545
ENSG00000224051,-0.0917927,0.0693125,0.000214545
ENSG00000169962,-0.0155742,0.0441298,0.000529696
ENSG00000107404,-0.0321541,0.0648855,0.000244848
ENSG00000162576,-0.0632616,0.0655546,0.000239999
ENSG00000175756,0.029576,0.0988575,0.000105454
ENSG00000221978,0.221231,0.111002,8.36362e-05
ENSG00000242485,0.0146414,0.0720061,0.000198787
ENSG00000235098,-0.0392968,0.0437808,0.000538181
ENSG00000205116,-0.0995136,0.0580991,0.000305454
ENSG00000179403,0.00250186,0.0265349,0.00146545
ENSG00000215915,0.0117401,0.046529,0.000471514
ENSG00000160072,-0.0152922,0.0130275,0.00611271
ENSG00000197785,-0.0169086,0.0529001,0.000368484
ENSG00000205090,-0.0439444,0.108659,8.72725e-05
ENSG00000160075,0.0865743,0.107193,8.96968e-05
ENSG00000228594,0.0423321,0.133079,5.81817e-05
ENSG00000197530,-0.0307638,0.0269532,0.00142545
ENSG00000189409,-0.0232497,0.107183,8.96968e-05
ENSG00000248333,0.100343,0.0951038,0.000113939
ENSG00000189339,0.0761497,0.073596,0.000187878
ENSG00000008128,-0.0156711,0.0255819,0.00155757
ENSG00000215790,0.0389413,0.0489541,0.000430302
ENSG00000008130,0.0384013,0.0549226,0.000341817
ENSG00000078369,0.0505848,0.180819,3.15151e-05
ENSG00000169885,-0.135428,0.0856136,0.000140606
ENSG00000178821,0.0528808,0.0796586,0.000162424
ENSG00000142609,-0.0117404,0.0183877,0.00305696
ENSG00000187730,-0.0101545,0.101821,9.93937e-05
ENSG00000067606,0.045865,0.066553,0.000232727
ENSG00000162585,-0.0142461,0.0908552,0.000124848
ENSG00000157933,-0.0537796,0.174235,3.39393e-05
ENSG00000116151,-2.09858e-06,0.059042,0.000295757
ENSG00000157916,-0.146364,0.177431,3.27272e-05
ENSG00000157911,0.0157051,0.049094,0.000427878
ENSG00000149527,-0.0164106,0.0331908,0.000936967
ENSG00000157881,0.0492404,0.0699091,0.000210909
ENSG00000197921,0.38307,0.196565,2.66666e-05
ENSG00000157873,-0.0717916,0.0787993,0.00016606
ENSG00000157870,-0.0746124,0.0639754,0.000249696
ENSG00000142606,0.0270334,0.0323495,0.00098424
ENSG00000215912,0.0236809,0.0543587,0.00034909
ENSG00000169717,0.142525,0.151574,4.48484e-05
ENSG00000142611,0.184137,0.168326,3.63635e-05
ENSG00000130762,0.0284243,0.0461799,0.000483635
ENSG00000162591,-0.0139601,0.0240113,0.00179151
ENSG00000158109,-0.0155074,0.0200541,0.00256605
ENSG00000116213,0.0789361,0.0665562,0.000232727
ENSG00000078900,-0.0663785,0.110999,8.36362e-05
ENSG00000162592,-0.0141769,0.0182823,0.00310302
ENSG00000235169,-0.206268,0.188195,2.90908e-05
ENSG00000130764,-0.149995,0.100603,0.000101818
ENSG00000116198,0.0106519,0.0217634,0.00218787
ENSG00000169598,-0.0908295,0.0961304,0.000111515
ENSG00000198912,0.0159701,0.0852457,0.000141818
ENSG00000196581,0.27896,0.266143,1.45454e-05
ENSG00000131697,0.0287469,0.0329197,0.000952725
ENSG00000069424,0.0726997,0.0410179,0.000613332
ENSG00000116254,-0.0635537,0.0887244,0.000130909
ENSG00000116251,0.0713823,0.137451,5.45453e-05
ENSG00000158286,0.0327369,0.0434881,0.000545453
ENSG00000116237,0.172308,0.238106,1.81818e-05
ENSG00000173673,0.121986,0.131714,5.93938e-05
ENSG00000158292,0.0660957,0.0594083,0.000292121
ENSG00000097021,0.0663927,0.0426694,0.000672726
ENSG00000069812,-0.0467181,0.188195,2.90908e-05
ENSG00000187017,-0.0252177,0.0256805,0.00156727
ENSG00000215788,0.116653,0.107205,8.96968e-05
ENSG00000171680,0.0168649,0.0283101,0.00128969
ENSG00000162408,-0.0657065,0.0506994,0.000401211
ENSG00000173662,-0.0126734,0.0179022,0.00322666
ENSG00000204859,0.0884497,0.105076,9.33331e-05
ENSG00000162413,0.0987558,0.0507769,0.000399999
ENSG00000041988,-0.131329,0.0787828,0.00016606
ENSG00000007923,-0.0919172,0.0674352,0.000226666
ENSG00000171735,-0.00838296,0.0114601,0.00798059
ENSG00000049245,-0.199848,0.143987,4.96968e-05
ENSG00000049246,-0.0206172,0.0322481,0.000990301
ENSG00000049247,-0.0849035,0.0500277,0.00041212
ENSG00000049249,0.071298,0.0966674,0.000110303
ENSG00000116288,-0.191144,0.11903,7.27271e-05
ENSG00000116285,0.0378591,0.06708,0.00022909
ENSG00000162426,-0.00999447,0.0370284,0.000752725
ENSG00000142599,0.0117677,0.0137335,0.00552484
ENSG00000074800,0.214296,0.114363,7.87877e-05
ENSG00000131686,-0.121385,0.0821587,0.000152727
ENSG00000197241,0.0821637,0.0556211,0.000333333
ENSG00000142583,-0.0516938,0.0487483,0.000433938
ENSG00000180758,-0.069164,0.0828082,0.000150303
ENSG00000049239,0.0237092,0.0444325,0.000522423
ENSG00000171621,0.162391,0.238052,1.81818e-05
ENSG00000171612,-0.162142,0.142268,5.0909e-05
ENSG00000188807,-0.104662,0.0821755,0.000152727
ENSG00000171608,-0.155251,0.0815025,0.000155151
ENSG00000171603,0.131217,0.117097,7.51513e-05
ENSG00000178585,0.0401714,0.111837,8.2424e-05
ENSG00000162441,0.0952144,0.0887294,0.000130909
ENSG00000173614,0.0323334,0.0724492,0.000196363
ENSG00000162444,0.0419421,0.0922052,0.000121212
ENSG00000130939,0.0246043,0.0271101,0.00140363
ENSG00000054523,0.0130264,0.0463977,0.000479999
ENSG00000142657,0.113021,0.101821,9.93937e-05
ENSG00000175279,0.0249881,0.052302,0.000376969
ENSG00000251503,0.0426589,0.0475061,0.000456969
ENSG00000241563,0.074225,0.0941078,0.000116363
ENSG00000160049,-0.076242,0.0534578,0.000358787
ENSG00000142655,0.00968319,0.174234,3.39393e-05
ENSG00000130940,0.0410872,0.0703115,0.000208484
ENSG00000175262,0.0165656,0.0291468,0.00121333
ENSG00000120948,0.212086,0.145778,4.84847e-05
ENSG00000009724,0.0560289,0.0369654,0.000752725
ENSG00000116649,0.163692,0.180811,3.15151e-05
ENSG00000171824,0.0271516,0.0520541,0.000380605
ENSG00000198793,-0.196086,0.0644077,0.000248484
ENSG00000171819,-0.10243,0.0443298,0.000524847
ENSG00000120942,0.0254875,0.19225,2.78787e-05
ENSG00000204624,-0.0553067,0.0411348,0.000607271
ENSG00000116661,0.0483241,0.0787814,0.00016606
ENSG00000132879,-0.0203127,0.0670768,0.00022909
ENSG00000116663,-0.131579,0.0863609,0.000138181
ENSG00000116670,0.052668,0.0863671,0.000138181
ENSG00000162490,-0.0393858,0.0456732,0.000489696
ENSG00000177674,0.0259213,0.0630688,0.000259393
ENSG00000215910,0.0288037,0.0208646,0.00237575
ENSG00000177000,0.0169823,0.0685442,0.000219393
ENSG00000011021,0.0276887,0.0768432,0.000174545
ENSG00000175206,0.0194588,0.048886,0.000431514
ENSG00000120937,0.0184791,0.079661,0.000162424
ENSG00000116685,0.0348496,0.0760564,0.000178181
ENSG00000083444,-0.0211462,0.0331309,0.000940604
ENSG00000116688,-0.0406264,0.0961291,0.000111515
ENSG00000116691,0.000187741,0.0465347,0.000476362
ENSG00000120949,0.0226616,0.129106,6.1818e-05
ENSG00000028137,0.0762502,0.149567,4.60605e-05
ENSG00000048707,0.00476485,0.0478903,0.000449696
ENSG00000162496,0.238548,0.255698,1.57575e-05
ENSG00000204518,0.0614005,0.110209,8.48483e-05
ENSG00000188984,-0.135038,0.0802611,0.00016
ENSG00000157330,-0.0151963,0.0815558,0.000155151
ENSG00000116726,-0.0714894,0.0640972,0.000250908
ENSG00000116721,-0.0481328,0.0414198,0.000574544
ENSG00000239810,-0.0212763,0.0131268,0.00595756
ENSG00000179172,0.0187797,0.0988573,0.000100606
ENSG00000120952,0.137303,0.0645703,0.000239999
ENSG00000243073,-0.084728,0.0691175,0.000193939
ENSG00000187545,0.0501518,0.0527501,0.000368484
ENSG00000204510,-0.124023,0.0891542,0.000124848
ENSG00000232423,0.0541484,0.0676208,0.00022303
ENSG00000274764,-0.0276019,0.0645681,0.000235151
ENSG00000275774,-0.0461794,0.0270032,0.00139394
ENSG00000204505,0.0784676,0.142278,4.60605e-05
ENSG00000270601,0.0773022,0.106699,9.09089e-05
ENSG00000182330,0.0561303,0.0474674,0.000453332
ENSG00000204501,0.00168677,0.011124,0.00847028
ENSG00000204481,-0.0454925,0.0460624,0.000473938
ENSG00000204480,0.0418237,0.0818303,0.000153939
ENSG00000204479,0.00575352,0.0271754,0.0014
ENSG00000204478,-0.0301258,0.0506221,0.000402423
ENSG00000162494,0.0673243,0.0321318,0.000999998
ENSG00000162493,0.102723,0.0548314,0.000343029
ENSG00000116731,0.00965031,0.0549236,0.000341817
ENSG00000189337,0.00853159,0.07179,0.0002
ENSG00000171729,0.0298067,0.16833,3.63635e-05
ENSG00000142621,0.0218669,0.0132283,0.00594302
ENSG00000142634,-0.196344,0.138995,5.33332e-05
ENSG00000162438,-0.153785,0.0852455,0.000141818
ENSG00000142615,0.0654872,0.0618978,0.00026909
ENSG00000215704,-0.0775902,0.0743106,0.000186666
ENSG00000132906,0.0719306,0.055019,0.000340605
ENSG00000116138,-0.0213494,0.0558178,0.000330908
ENSG00000116771,0.0147042,0.0317489,0.00102424
ENSG00000197312,0.0680099,0.325962,9.69695e-06
ENSG00000215695,0.136658,0.0674458,0.000226666
ENSG00000116786,-0.0440277,0.0757986,0.000179394
ENSG00000162461,0.029095,0.042966,0.000558787
ENSG00000162460,0.113231,0.0828107,0.000150303
ENSG00000162458,0.080525,0.052383,0.000375757
ENSG00000233954,0.12543,0.162991,3.87878e-05
ENSG00000065526,0.038464,0.0258876,0.00154303
ENSG00000116809,-0.0167974,0.0776564,0.000170909
ENSG00000183888,-0.227242,0.105092,9.33331e-05
ENSG00000173641,-0.0567458,0.0971911,0.000109091
ENSG00000186510,0.0259973,0.0286275,0.0012606
ENSG00000184908,0.00108549,0.0216017,0.00221575
ENSG00000185519,0.038337,0.0821481,0.000152727
ENSG00000142627,-0.0825697,0.0627496,0.000261818
ENSG00000142632,-0.00613957,0.0478877,0.000449696
ENSG00000132881,-0.107015,0.084532,0.000144242
ENSG00000037637,-0.151599,0.180832,3.15151e-05
ENSG00000055070,-0.211877,0.255699,1.57575e-05
ENSG00000187144,-0.0419377,0.0485479,0.000437575
ENSG00000157191,-0.0975306,0.048817,0.000432726
ENSG00000219481,0.0210191,0.0151967,0.00449817
ENSG00000058453,0.0031199,0.0206292,0.00243393
ENSG00000117122,0.0179172,0.155844,4.24241e-05
ENSG00000159363,0.0511155,0.0397758,0.00065212
ENSG00000117118,-0.172495,0.125469,6.54544e-05
ENSG00000117115,0.0279097,0.0167466,0.00369332
ENSG00000142623,-0.0460017,0.029354,0.00119272
ENSG00000142619,-0.0756811,0.0471966,0.000463029
ENSG00000159339,-0.0180968,0.0168781,0.00363151
ENSG00000276747,0.0343222,0.0379205,0.000717574
ENSG00000179051,-0.192542,0.129109,6.1818e-05
ENSG00000074964,0.151393,0.0717899,0.0002
ENSG00000117148,-0.00648366,0.0260089,0.00152848
ENSG00000117154,0.14155,0.121065,7.03029e-05
ENSG00000179023,-0.0611322,0.0541745,0.000351514
ENSG00000009709,-0.0802735,0.171208,3.51514e-05
ENSG00000179002,0.103644,0.0452256,0.000504241
ENSG00000159423,-0.0354352,0.0422394,0.00057818
ENSG00000169991,-0.0957055,0.129103,6.1818e-05
ENSG00000127481,0.0226565,0.0639428,0.000252121
ENSG00000127463,-0.00708218,0.0380176,0.000713938
ENSG00000053372,-0.142544,0.14399,4.96968e-05
ENSG00000162482,-0.0287739,0.0257141,0.00156363
ENSG00000053371,0.121921,0.105784,9.2121e-05
ENSG00000040487,0.0334893,0.0596535,0.000289696
ENSG00000077549,-0.108497,0.160495,3.99999e-05
ENSG00000173436,0.165535,0.149568,4.60605e-05
ENSG00000158747,0.0248287,0.0455539,0.000496968
ENSG00000270136,-0.103979,0.0648863,0.000244848
ENSG00000158748,-0.237028,0.158139,4.1212e-05
ENSG00000162542,0.0259637,0.0177023,0.0033103
ENSG00000178828,-0.0215945,0.0307527,0.00108969
ENSG00000169914,0.133632,0.0707329,0.00020606
ENSG00000188784,-0.0877488,0.0508528,0.000398787
ENSG00000188257,-0.0123321,0.0771162,0.000173333
ENSG00000127472,0.0194436,0.160494,3.99999e-05
ENSG00000117215,-0.0614441,0.0760579,0.000178181
ENSG00000158786,-0.0640594,0.0589195,0.000296969
ENSG00000187980,0.090569,0.217492,2.18181e-05
ENSG00000162543,-0.00387656,0.0155488,0.0042812
ENSG00000158816,0.0269216,0.0393238,0.000667877
ENSG00000090432,-0.0913607,0.147637,4.72726e-05
ENSG00000183114,-0.0259026,0.122123,6.90907e-05
ENSG00000158825,-0.0644873,0.147638,4.72726e-05
ENSG00000158828,-0.0584934,0.0486806,0.000432726
