ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.00858827,0.00905964,0.00747419
ENSG00000188976,-0.0308391,0.0228844,0.000985863
ENSG00000187961,-0.00456712,0.0196592,0.00133696
ENSG00000187583,-0.00593252,0.0310299,0.000535947
ENSG00000187642,0.00665776,0.0296153,0.000588263
ENSG00000188290,-0.043758,0.0416193,0.000297619
ENSG00000187608,0.0725074,0.0637722,0.000126721
ENSG00000188157,-0.0430461,0.0396551,0.000327846
ENSG00000237330,0.00594068,0.0501905,0.000204613
ENSG00000131591,-0.0166754,0.0338669,0.000449916
ENSG00000162571,0.00678903,0.00934696,0.00593843
ENSG00000186891,0.0375515,0.0276509,0.000675456
ENSG00000186827,-0.0182368,0.0488232,0.000216239
ENSG00000078808,0.0290588,0.0679522,0.000109282
ENSG00000176022,-0.0417253,0.0462827,0.000240653
ENSG00000184163,0.0164701,0.0250672,0.000823103
ENSG00000160087,0.180119,0.27177,6.97545e-06
ENSG00000162572,-0.0354395,0.020761,0.00119861
ENSG00000131584,0.05754,0.056473,0.000161598
ENSG00000169972,0.0321565,0.0207724,0.00119745
ENSG00000127054,0.00479439,0.015655,0.00211124
ENSG00000224051,-0.00458175,0.0490867,0.000213914
ENSG00000169962,-0.0229593,0.0311938,0.000530134
ENSG00000107404,-0.0920533,0.0460599,0.000242978
ENSG00000162576,0.0432956,0.046748,0.000236003
ENSG00000175756,0.0573818,0.0697952,0.000105794
ENSG00000221978,-0.0120938,0.0795752,8.13802e-05
ENSG00000242485,-0.0835641,0.0507695,0.000199963
ENSG00000235098,0.066973,0.0310913,0.000533622
ENSG00000205116,-0.0496491,0.0410643,0.000305757
ENSG00000179403,-0.00590254,0.0186732,0.00147996
ENSG00000215915,-0.0604027,0.0329735,0.00046968
ENSG00000160072,-0.00498027,0.00922466,0.0060977
ENSG00000197785,0.0865602,0.0369427,0.000377837
ENSG00000205090,-0.0514724,0.0779194,8.48679e-05
ENSG00000160075,0.0975006,0.0758769,8.95182e-05
ENSG00000228594,-0.126095,0.0960914,5.58036e-05
ENSG00000197530,0.0385407,0.0190223,0.00143113
ENSG00000189409,-0.0372563,0.0753821,9.06808e-05
ENSG00000248333,-0.0148887,0.0659231,0.000118583
ENSG00000189339,-0.0164637,0.0523149,0.000186012
ENSG00000008128,-0.0443453,0.0180938,0.00155785
ENSG00000215790,0.00371646,0.0344857,0.00043364
ENSG00000008130,-0.0606985,0.0386431,0.000345285
ENSG00000078369,-0.139576,0.130562,3.02269e-05
ENSG00000169885,-0.0352687,0.0600338,0.000142997
ENSG00000178821,-0.0987597,0.0562728,0.00016276
ENSG00000142609,-0.00575073,0.0130344,0.00304246
ENSG00000187730,-0.0318823,0.0717914,9.99814e-05
ENSG00000067606,0.0633686,0.0469675,0.000233677
ENSG00000162585,0.0551964,0.064668,0.000123233
ENSG00000157933,-0.0461471,0.119567,3.60398e-05
ENSG00000116151,-0.027485,0.0417022,0.000296456
ENSG00000157916,-0.395133,0.128116,3.13895e-05
ENSG00000157911,-0.0693415,0.0348609,0.00042434
ENSG00000149527,-0.0194908,0.0233834,0.00094401
ENSG00000157881,0.0201657,0.0496304,0.000209263
ENSG00000197921,0.0353906,0.13589,2.79018e-05
ENSG00000157873,0.0137029,0.0556909,0.000166248
ENSG00000157870,0.0156284,0.0451235,0.000251116
ENSG00000142606,0.034503,0.0228987,0.000982375
ENSG00000215912,0.0875777,0.0384568,0.000348772
ENSG00000169717,-0.00611221,0.102726,4.88281e-05
ENSG00000142611,0.00479557,0.121542,3.48772e-05
ENSG00000130762,-0.0173006,0.032814,0.000478981
ENSG00000162591,0.0347301,0.0169967,0.00178804
ENSG00000158109,-0.0200347,0.014212,0.00255534
ENSG00000116213,-0.0410437,0.0470866,0.000232515
ENSG00000078900,-0.0322776,0.0763688,8.83557e-05
ENSG00000162592,-0.00155402,0.012982,0.00307733
ENSG00000235169,-0.00189046,0.138811,2.67392e-05
ENSG00000130764,-0.0287498,0.0717917,9.99814e-05
ENSG00000116198,0.0152895,0.0153698,0.00219378
ENSG00000169598,-0.0122017,0.0683073,0.000110445
ENSG00000198912,0.0423442,0.0600328,0.000142997
ENSG00000196581,0.083412,0.192172,1.39509e-05
ENSG00000131697,-0.0143063,0.0233573,0.000946336
ENSG00000069424,0.012416,0.0292157,0.000604539
ENSG00000116254,0.0160129,0.0623559,0.000132533
ENSG00000116251,0.176228,0.0971129,5.4641e-05
ENSG00000158286,0.0117452,0.0309237,0.000539435
ENSG00000116237,0.197168,0.166465,1.86012e-05
ENSG00000173673,-0.0160738,0.0932226,5.92913e-05
ENSG00000158292,-0.00622135,0.0418665,0.000294131
ENSG00000097021,0.0198643,0.0301455,0.000676618
ENSG00000069812,0.109861,0.133142,2.90644e-05
ENSG00000187017,0.0228901,0.018134,0.0015718
ENSG00000215788,-0.114429,0.0739963,9.41685e-05
ENSG00000171680,-0.00517307,0.0200051,0.00129162
ENSG00000162408,0.0429883,0.0359619,0.000398763
ENSG00000173662,-0.00487287,0.0127021,0.00320522
ENSG00000204859,-0.0176037,0.073974,9.41685e-05
ENSG00000162413,0.00781998,0.036015,0.0003976
ENSG00000041988,0.0621907,0.0566791,0.000160435
ENSG00000007923,0.0159818,0.0481795,0.000222052
ENSG00000171735,0.00163921,0.00809812,0.0079927
ENSG00000049245,0.0418853,0.100362,5.11533e-05
ENSG00000049246,-0.0136722,0.022843,0.000987026
ENSG00000049247,-0.00046256,0.0356032,0.000406901
ENSG00000049249,-0.141037,0.0683147,0.000110445
ENSG00000116288,0.0459184,0.0845494,7.20796e-05
ENSG00000116285,0.0402033,0.0465081,0.000238328
ENSG00000162426,0.0226291,0.0262343,0.00074986
ENSG00000142599,-0.000450474,0.00967671,0.00556524
ENSG00000074800,-0.00785349,0.0807351,7.90551e-05
ENSG00000131686,0.00836591,0.0581803,0.000152297
ENSG00000197241,-0.00558998,0.0389097,0.000340634
ENSG00000142583,-0.0475649,0.0344383,0.000434803
ENSG00000180758,-0.00785149,0.0593157,0.000146484
ENSG00000049239,0.0592595,0.0313636,0.000524321
ENSG00000171621,-0.139991,0.171888,1.74386e-05
ENSG00000171612,0.0155409,0.0992432,5.23158e-05
ENSG00000188807,-0.0243833,0.0571134,0.00015811
ENSG00000171608,-0.120121,0.0570928,0.00015811
ENSG00000171603,0.0157148,0.0813363,7.78925e-05
ENSG00000178585,-0.0171795,0.0801651,8.02176e-05
ENSG00000162441,0.0461758,0.0620886,0.000133696
ENSG00000173614,0.0359385,0.0516786,0.000192987
ENSG00000162444,-0.0057953,0.0659219,0.000118583
ENSG00000130939,-0.0195748,0.0191506,0.00140672
ENSG00000054523,-0.0428869,0.0328839,0.000477818
ENSG00000142657,-0.014127,0.0717912,9.99814e-05
ENSG00000175279,0.0338732,0.0371146,0.000374349
ENSG00000251503,0.0351278,0.0335969,0.000456892
ENSG00000241563,0.122068,0.0656028,0.000119745
ENSG00000160049,-0.0208154,0.0377237,0.000360398
ENSG00000142655,0.074295,0.125808,3.25521e-05
ENSG00000130940,-0.00264898,0.0497666,0.000208101
ENSG00000175262,-0.00265304,0.0205695,0.00121838
ENSG00000120948,0.0646938,0.100363,5.11533e-05
ENSG00000009724,0.0153942,0.0261512,0.000752186
ENSG00000116649,-0.0820501,0.128117,3.13895e-05
ENSG00000171824,-0.0496543,0.0370587,0.000375512
ENSG00000198793,-0.0939495,0.0450988,0.000253441
ENSG00000171819,0.0106217,0.0312945,0.000526646
ENSG00000120942,-0.0294301,0.135894,2.79018e-05
ENSG00000204624,-0.0232233,0.0289358,0.000613839
ENSG00000116661,0.111293,0.0552935,0.000168573
ENSG00000132879,0.00174003,0.0474401,0.000229027
ENSG00000116663,-0.0101803,0.0597911,0.000144159
ENSG00000116670,-0.053062,0.0612962,0.000137184
ENSG00000162490,0.00838668,0.0323887,0.000487119
ENSG00000177674,-0.0251146,0.0449135,0.000255766
ENSG00000215910,0.0159148,0.0147066,0.00238909
ENSG00000177000,0.0247843,0.0489552,0.000215076
ENSG00000011021,0.00974423,0.0552935,0.000168573
ENSG00000175206,-0.0667253,0.034439,0.000434803
ENSG00000120937,-0.115688,0.0566801,0.000160435
ENSG00000116685,0.00845869,0.0536548,0.000179036
ENSG00000083444,0.0842054,0.0234297,0.000940523
ENSG00000116688,0.045567,0.0683062,0.000110445
ENSG00000116691,0.00490402,0.0324645,0.000489444
ENSG00000120949,0.0295127,0.0914466,6.16164e-05
ENSG00000028137,-0.0843771,0.106602,4.53404e-05
ENSG00000048707,-0.0182076,0.0339012,0.000448754
ENSG00000162496,-0.361318,0.18463,1.51135e-05
ENSG00000204518,-0.0774966,0.0779254,8.48679e-05
ENSG00000188984,-0.00619796,0.0566797,0.000160435
ENSG00000157330,0.0418594,0.0573422,0.000156948
ENSG00000116726,0.0255698,0.0452031,0.000252279
ENSG00000116721,0.0323568,0.0296103,0.000562686
ENSG00000239810,0.0187054,0.00928525,0.00595587
ENSG00000179172,-0.0593064,0.0709742,9.76563e-05
ENSG00000120952,-0.0381574,0.0460623,0.000236003
ENSG00000243073,-0.00134487,0.048692,0.000196475
ENSG00000187545,-0.0319519,0.0373047,0.000368536
ENSG00000204510,0.0119013,0.0626422,0.000126721
ENSG00000232423,0.0035689,0.0479324,0.000222052
ENSG00000274764,0.0213422,0.0456272,0.000236003
ENSG00000275774,0.0103346,0.0191494,0.00138695
ENSG00000204505,0.138151,0.102733,4.41778e-05
ENSG00000270601,-0.105579,0.0760277,8.95182e-05
ENSG00000182330,-0.0160568,0.0336131,0.000452241
ENSG00000204501,-0.0112458,0.00786043,0.00848331
ENSG00000204481,0.0108239,0.0329328,0.000463867
ENSG00000204480,-0.0500271,0.0573115,0.000156948
ENSG00000204479,-0.0135632,0.0191872,0.00140439
ENSG00000204478,0.0609553,0.0359089,0.000399926
ENSG00000162494,-0.0324456,0.0226325,0.00100795
ENSG00000162493,-0.0909242,0.038712,0.000344122
ENSG00000116731,0.0278893,0.0387089,0.000344122
ENSG00000189337,-0.0663542,0.0506239,0.000201125
ENSG00000171729,-0.0323481,0.117686,3.72024e-05
ENSG00000142621,0.00517184,0.00936932,0.00592215
ENSG00000142634,-0.0320712,0.0960928,5.58036e-05
ENSG00000162438,0.101811,0.0605269,0.000140672
ENSG00000142615,-0.102941,0.0434406,0.000273205
ENSG00000215704,-0.0757095,0.0529732,0.000183687
ENSG00000132906,-0.00934177,0.0393094,0.000333659
ENSG00000116138,0.00146068,0.0395853,0.000329009
ENSG00000116771,0.0129254,0.0224643,0.00102307
ENSG00000197312,0.0206113,0.235365,9.3006e-06
ENSG00000215695,0.0218763,0.0472095,0.000231352
ENSG00000116786,-0.0262595,0.0533095,0.000181362
ENSG00000162461,-0.0100384,0.030278,0.000562686
ENSG00000162460,0.0603879,0.0579541,0.00015346
ENSG00000162458,0.0411979,0.036941,0.000377837
ENSG00000233954,0.0352555,0.115892,3.8365e-05
ENSG00000065526,-0.0235616,0.0183149,0.00154157
ENSG00000116809,-0.0694556,0.054547,0.000173224
ENSG00000183888,0.0249139,0.0739846,9.41685e-05
ENSG00000173641,0.037077,0.0694112,0.000106957
ENSG00000186510,0.03829,0.0202467,0.00126023
ENSG00000184908,-0.0549098,0.0153035,0.00220773
ENSG00000185519,-0.033772,0.0575179,0.000155785
ENSG00000142627,-0.0393789,0.0442952,0.000262742
ENSG00000142632,-0.0572613,0.0336821,0.000454567
ENSG00000132881,-0.0348547,0.0593176,0.000146484
ENSG00000037637,0.0384794,0.12582,3.25521e-05
ENSG00000055070,-0.133933,0.184631,1.51135e-05
ENSG00000187144,0.0161606,0.0343948,0.000435965
ENSG00000157191,-0.0351875,0.0340318,0.000445266
ENSG00000219481,-0.00674968,0.0107509,0.00449451
ENSG00000058453,-0.0476487,0.0145764,0.00243792
ENSG00000117122,0.0164251,0.112529,4.06901e-05
ENSG00000159363,0.0187856,0.028277,0.000645229
ENSG00000117118,0.000299498,0.0866739,6.85919e-05
ENSG00000117115,-0.00296569,0.0119041,0.00365513
ENSG00000142623,0.00668745,0.0207496,0.00119396
ENSG00000142619,-0.0169283,0.0335131,0.000459217
ENSG00000159339,0.0232609,0.0119299,0.00363537
ENSG00000276747,0.0156253,0.0268424,0.000716146
ENSG00000179051,0.0677843,0.0889664,6.51042e-05
ENSG00000074964,-0.103528,0.0506239,0.000201125
ENSG00000117148,0.00481577,0.0184253,0.00152297
ENSG00000117154,0.0577563,0.085947,6.97545e-05
ENSG00000179023,0.0460932,0.0381422,0.000354585
ENSG00000009709,0.0349609,0.123623,3.37147e-05
ENSG00000179002,0.0183474,0.0321197,0.000499907
ENSG00000159423,0.00879937,0.0300922,0.000569661
ENSG00000169991,0.0119496,0.0914451,6.16164e-05
ENSG00000127481,0.0990622,0.0455185,0.000248791
ENSG00000127463,0.0140461,0.0269524,0.000710333
ENSG00000053372,-0.0558512,0.100363,5.11533e-05
ENSG00000162482,-0.0308963,0.0182857,0.00154622
ENSG00000053371,-0.0378035,0.075884,8.95182e-05
ENSG00000040487,-0.0881921,0.0423702,0.000287156
ENSG00000077549,0.112393,0.110954,4.18527e-05
ENSG00000173436,-0.000728676,0.107997,4.41778e-05
ENSG00000158747,0.00172252,0.0322313,0.000496419
ENSG00000270136,-0.018931,0.0456262,0.000247628
ENSG00000158748,-0.236307,0.109457,4.30153e-05
ENSG00000162542,-0.0178735,0.0125082,0.00331566
ENSG00000178828,0.0258632,0.0217398,0.00109049
ENSG00000169914,-0.00724068,0.050195,0.000204613
ENSG00000188784,-0.0649064,0.0361733,0.000394113
ENSG00000188257,-0.00084695,0.0545501,0.000173224
ENSG00000127472,0.0738994,0.112527,4.06901e-05
ENSG00000117215,-0.0264872,0.0540075,0.000176711
ENSG00000158786,0.0229273,0.0421156,0.000290644
ENSG00000187980,0.179178,0.157039,2.09263e-05
ENSG00000162543,0.0179791,0.0109928,0.00428409
ENSG00000158816,-0.00949489,0.0280386,0.000656855
ENSG00000090432,-0.0965484,0.100364,5.11533e-05
ENSG00000183114,-0.142869,0.0881801,6.62667e-05
ENSG00000158825,-0.15204,0.106604,4.53404e-05
