ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.0039453,0.0277896,0.00772584
ENSG00000188976,0.023558,0.0772248,0.000844503
ENSG00000187961,0.0143453,0.0606083,0.001373
ENSG00000187583,0.0171024,0.104868,0.000457666
ENSG00000187642,-0.0456048,0.0929562,0.000582979
ENSG00000188290,0.125009,0.127289,0.000310559
ENSG00000187608,0.0302247,0.172569,0.000168901
ENSG00000188157,-0.209416,0.122049,0.000337801
ENSG00000237330,-0.126405,0.160147,0.000196143
ENSG00000131591,-0.178704,0.106843,0.000441321
ENSG00000162571,0.00224962,0.0292711,0.00592241
ENSG00000186891,-0.0445293,0.0837056,0.000719189
ENSG00000186827,0.0294252,0.151925,0.000217936
ENSG00000078808,0.107514,0.233011,9.26229e-05
ENSG00000176022,0.126448,0.148285,0.000228833
ENSG00000184163,-0.106487,0.0814031,0.000762777
ENSG00000162572,0.107988,0.0629105,0.00127493
ENSG00000131584,-0.12373,0.164791,0.000185246
ENSG00000169972,0.013016,0.0612311,0.00134576
ENSG00000127054,0.0854879,0.0517436,0.00188515
ENSG00000224051,-0.110337,0.16015,0.000196143
ENSG00000169962,0.00959311,0.0951878,0.000555737
ENSG00000107404,0.0746648,0.143283,0.000245178
ENSG00000162576,-0.0401065,0.160179,0.000196143
ENSG00000175756,-0.331605,0.233047,9.26229e-05
ENSG00000221978,0.371738,0.214869,0.000108968
ENSG00000242485,0.075022,0.153856,0.000212488
ENSG00000235098,0.0798502,0.0956581,0.000550289
ENSG00000205116,0.147472,0.129633,0.000299662
ENSG00000179403,-0.000180297,0.0570991,0.00154735
ENSG00000215915,-0.12603,0.10022,0.000501253
ENSG00000160072,0.0309042,0.0288007,0.00609676
ENSG00000197785,0.107024,0.114056,0.000386837
ENSG00000205090,0.401515,0.266441,7.08292e-05
ENSG00000160075,0.162889,0.256749,7.62777e-05
ENSG00000228594,-0.431902,0.363086,3.81388e-05
ENSG00000197530,0.00355005,0.0611613,0.00136755
ENSG00000189409,-0.135904,0.226445,9.80713e-05
ENSG00000248333,-0.0552851,0.226439,9.80713e-05
ENSG00000189339,0.0673344,0.162442,0.000190694
ENSG00000008128,-0.00530683,0.0577073,0.00149286
ENSG00000215790,-0.0823821,0.109577,0.000419527
ENSG00000008130,0.0333133,0.123055,0.000332353
ENSG00000169885,-0.234664,0.164785,0.000185246
ENSG00000178821,-0.259201,0.172565,0.000168901
ENSG00000142609,0.0609333,0.0399213,0.00315463
ENSG00000187730,-0.240453,0.233027,9.26229e-05
