ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.0307284,0.038503,0.00753112
ENSG00000188976,-0.0191801,0.098239,0.000945895
ENSG00000187961,0.0276329,0.0879721,0.00118012
ENSG00000187583,-0.294733,0.12899,0.00054952
ENSG00000187642,-0.00939974,0.125827,0.000576545
ENSG00000188290,-0.0692256,0.167634,0.000324307
ENSG00000187608,-0.0644522,0.25967,0.000135128
ENSG00000188157,0.2588,0.157159,0.000369349
ENSG00000237330,0.00327508,0.190123,0.000252239
ENSG00000131591,-0.0882769,0.139567,0.000468443
ENSG00000162571,0.0879584,0.039985,0.0057114
ENSG00000186891,0.210308,0.115471,0.000684648
ENSG00000186827,-0.240213,0.278933,0.000117111
ENSG00000078808,0.0936307,0.268803,0.000126119
ENSG00000176022,-0.0947277,0.224973,0.00018017
ENSG00000184163,-0.0844811,0.100257,0.000909861
ENSG00000162572,-0.119755,0.0866549,0.00121615
ENSG00000131584,0.130454,0.259681,0.000135128
ENSG00000169972,0.0696504,0.0907963,0.00110805
ENSG00000127054,-0.0565628,0.0646589,0.00218907
ENSG00000224051,-0.17427,0.290303,0.000108102
ENSG00000169962,-0.136699,0.134469,0.000504477
ENSG00000107404,0.034652,0.219463,0.000189179
ENSG00000162576,-0.396755,0.186935,0.000261247
ENSG00000175756,-0.276688,0.290347,0.000108102
ENSG00000221978,0.233137,0.278962,0.000117111
ENSG00000242485,-0.106231,0.193568,0.00024323
ENSG00000235098,0.0882073,0.126759,0.000567537
ENSG00000205116,0.404479,0.186796,0.000261247
ENSG00000179403,-0.160122,0.0836343,0.00130624
ENSG00000215915,0.119927,0.139516,0.000468443
ENSG00000160072,-0.0559649,0.0382804,0.00626092
ENSG00000197785,0.351307,0.177935,0.000288273
ENSG00000205090,0.577701,0.380105,6.30597e-05
ENSG00000160075,0.150359,0.279054,0.000117111
ENSG00000228594,0.55304,0.410625,5.40511e-05
ENSG00000197530,-0.0788017,0.0761016,0.0015855
ENSG00000189409,0.470701,0.355531,7.20682e-05
ENSG00000248333,0.695819,0.26881,0.000126119
ENSG00000189339,-0.27117,0.27894,0.000117111
ENSG00000008128,0.00714753,0.0819359,0.00134227
ENSG00000215790,-0.0656464,0.146732,0.000423401
ENSG00000008130,0.119298,0.159071,0.000360341
ENSG00000169885,-0.136097,0.237087,0.000162153
ENSG00000178821,0.275097,0.224927,0.00018017
ENSG00000142609,0.0641745,0.0549624,0.00303587
ENSG00000187730,0.0126737,0.237061,0.000162153
ENSG00000067606,0.215499,0.20118,0.000225213
ENSG00000162585,-0.018994,0.244004,0.000153145
ENSG00000116151,0.0874888,0.151713,0.000396375
ENSG00000157911,0.137686,0.161089,0.000351332
ENSG00000149527,0.0598878,0.0930805,0.001054
ENSG00000157881,-0.0387825,0.19358,0.00024323
ENSG00000157873,-0.227051,0.259673,0.000135128
ENSG00000157870,-0.156209,0.19734,0.000234222
ENSG00000142606,0.0837512,0.102209,0.000873827
ENSG00000215912,-0.0342133,0.170085,0.000315298
ENSG00000130762,0.0386072,0.145246,0.000432409
ENSG00000162591,-0.04122,0.0667405,0.00205394
ENSG00000158109,0.0685731,0.0562124,0.00286471
ENSG00000116213,-0.210549,0.201161,0.000225213
ENSG00000078900,-0.476022,0.355631,7.20682e-05
ENSG00000162592,0.0737015,0.0559011,0.00293678
ENSG00000130764,0.00516245,0.268773,0.000126119
ENSG00000116198,-0.050341,0.0538236,0.003171
ENSG00000169598,0.147018,0.243924,0.000153145
ENSG00000198912,-0.181498,0.290348,0.000108102
ENSG00000131697,0.00344909,0.0977832,0.000954903
ENSG00000069424,-0.131029,0.129885,0.000540511
ENSG00000116254,0.0810194,0.251435,0.000144136
ENSG00000116251,0.735024,0.411669,5.40511e-05
ENSG00000158286,0.0209119,0.121143,0.000621588
ENSG00000173673,0.219862,0.41055,5.40511e-05
ENSG00000158292,0.136234,0.145244,0.000432409
ENSG00000097021,0.197421,0.119142,0.000801758
ENSG00000069812,0.0586807,0.410524,5.40511e-05
ENSG00000187017,0.00103427,0.0801205,0.00142335
ENSG00000215788,-0.439662,0.303889,9.90937e-05
ENSG00000171680,-0.0386887,0.0773027,0.00153145
ENSG00000162408,0.10721,0.197283,0.000234222
ENSG00000173662,0.135258,0.054389,0.00308091
ENSG00000204859,0.0116206,0.303244,9.90937e-05
ENSG00000162413,0.0318735,0.155223,0.000378358
ENSG00000041988,0.438274,0.25971,0.000135128
ENSG00000007923,0.146108,0.186773,0.000261247
ENSG00000171735,0.00730071,0.0381942,0.006342
ENSG00000049245,-0.144312,0.410638,5.40511e-05
ENSG00000049246,0.0841308,0.0897097,0.00111706
ENSG00000049247,-0.054743,0.161119,0.000351332
ENSG00000049249,-0.0954505,0.318084,9.00852e-05
ENSG00000116285,-0.390255,0.190071,0.000252239
ENSG00000162426,-0.0377191,0.121166,0.000621588
ENSG00000142599,-0.020598,0.042126,0.00518891
ENSG00000074800,0.155731,0.335231,8.10767e-05
ENSG00000131686,-0.0532123,0.278946,0.000117111
ENSG00000197241,-0.104188,0.159071,0.000360341
ENSG00000142583,-0.276179,0.141009,0.000459435
ENSG00000180758,0.0397547,0.219456,0.000189179
ENSG00000049239,-0.285469,0.127788,0.000558528
ENSG00000171612,-0.230294,0.449736,4.50426e-05
ENSG00000188807,0.128294,0.290391,0.000108102
ENSG00000171608,-0.571848,0.318007,9.00852e-05
ENSG00000171603,-0.533382,0.279001,0.000117111
ENSG00000162441,-0.423214,0.380146,6.30597e-05
ENSG00000173614,-0.214874,0.190065,0.000252239
ENSG00000162444,0.0182458,0.237071,0.000162153
ENSG00000130939,-0.0525374,0.0779433,0.00150442
ENSG00000054523,-0.0116554,0.155287,0.000378358
ENSG00000142657,0.495501,0.449666,4.50426e-05
ENSG00000175279,0.0114216,0.15166,0.000396375
ENSG00000251503,-0.0234012,0.142269,0.000450426
ENSG00000241563,-0.201752,0.318051,9.00852e-05
ENSG00000160049,-0.0454302,0.183826,0.000270256
ENSG00000130940,-0.0291453,0.197274,0.000234222
ENSG00000175262,0.0255887,0.0806237,0.00140533
ENSG00000120948,-0.551294,0.380249,6.30597e-05
ENSG00000009724,0.117703,0.103811,0.000846801
ENSG00000116649,-0.179713,0.335223,8.10767e-05
ENSG00000171824,0.229293,0.175128,0.000297281
ENSG00000198793,0.0620382,0.183652,0.000270256
ENSG00000171819,0.0103286,0.140879,0.000459435
ENSG00000204624,-0.0889971,0.126767,0.000567537
ENSG00000116661,0.230581,0.214424,0.000198187
ENSG00000132879,-0.442564,0.205313,0.000216205
ENSG00000116663,0.13035,0.224874,0.00018017
ENSG00000116670,0.106048,0.268899,0.000126119
ENSG00000162490,0.0717464,0.121166,0.000603571
ENSG00000177674,-0.0383587,0.165386,0.000333315
ENSG00000215910,0.117544,0.0598434,0.00255842
ENSG00000177000,0.318901,0.224891,0.00018017
ENSG00000011021,-0.235154,0.268798,0.000126119
ENSG00000175206,0.125692,0.159076,0.000360341
