ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.00518082,0.0271353,0.00772715
ENSG00000188976,-0.0648143,0.0707107,0.000932088
ENSG00000187961,-0.0431142,0.062781,0.00118322
ENSG00000187583,-0.052751,0.095438,0.000511924
ENSG00000187642,-0.126743,0.0915825,0.000555389
ENSG00000188290,0.197081,0.119043,0.000328404
ENSG00000187608,-0.182135,0.168325,0.000164202
ENSG00000188157,-0.0022706,0.112617,0.00036704
ENSG00000237330,-0.052467,0.14023,0.000236644
ENSG00000131591,-0.131064,0.0977483,0.000487777
ENSG00000162571,-0.0191254,0.0286375,0.00567946
ENSG00000186891,0.0180709,0.0855115,0.00063749
ENSG00000186827,0.104506,0.165912,0.000169031
ENSG00000078808,-0.102429,0.185518,0.000135225
ENSG00000176022,-0.115093,0.147996,0.000212497
ENSG00000184163,-0.0967259,0.0706408,0.000936917
ENSG00000162572,0.0832396,0.0603746,0.00127981
ENSG00000131584,-0.304631,0.176304,0.000149714
ENSG00000169972,-0.0383543,0.0631851,0.00116873
ENSG00000127054,-0.0665159,0.0471003,0.00210565
ENSG00000224051,0.262372,0.176272,0.000149714
ENSG00000169962,0.00891181,0.0953731,0.000511924
ENSG00000107404,-0.0740027,0.143175,0.000226985
ENSG00000162576,-0.0298931,0.148064,0.000212497
ENSG00000175756,0.10085,0.196316,0.000120737
ENSG00000221978,-0.0926926,0.209296,0.000106248
ENSG00000242485,0.173655,0.138818,0.000241474
ENSG00000235098,-0.124861,0.0845175,0.000651979
ENSG00000205116,-0.054884,0.134839,0.000255962
ENSG00000179403,-0.0215735,0.0590529,0.00133776
ENSG00000215915,0.0773775,0.101263,0.00045397
ENSG00000160072,-0.0174487,0.0273599,0.00625417
ENSG00000197785,0.181089,0.125714,0.000294598
ENSG00000205090,-0.261241,0.253392,7.24421e-05
ENSG00000160075,0.0623614,0.204668,0.000111078
ENSG00000228594,0.109336,0.295909,5.31242e-05
ENSG00000197530,-0.0729959,0.0551258,0.00154543
ENSG00000189409,-0.237925,0.262287,6.76126e-05
ENSG00000248333,-0.207675,0.225146,9.176e-05
ENSG00000189339,-0.0446497,0.170857,0.000159373
ENSG00000008128,-0.0602654,0.0576052,0.00138606
ENSG00000215790,-0.134096,0.102937,0.000439482
ENSG00000008130,0.00929251,0.11571,0.000347722
ENSG00000169885,0.347257,0.173522,0.000154543
ENSG00000178821,-0.125157,0.163594,0.000173861
ENSG00000142609,0.0332413,0.039472,0.00300393
ENSG00000187730,-0.393754,0.179198,0.000144884
ENSG00000067606,0.0752142,0.15329,0.000198008
ENSG00000162585,-0.250147,0.188894,0.000130396
ENSG00000157933,-0.178993,0.438854,2.41474e-05
ENSG00000116151,-0.193261,0.114921,0.000352551
ENSG00000157916,-0.558071,0.438869,2.41474e-05
ENSG00000157911,-0.120925,0.117333,0.000338063
ENSG00000149527,0.197387,0.0701608,0.000946576
ENSG00000157881,0.00678761,0.149688,0.000207667
ENSG00000197921,0.358857,0.438896,2.41474e-05
ENSG00000157873,-0.00932581,0.189004,0.000130396
ENSG00000157870,0.105803,0.143251,0.000226985
ENSG00000142606,0.00494649,0.0686221,0.000990042
ENSG00000215912,0.0599593,0.122743,0.000309086
ENSG00000169717,0.139885,0.310334,4.82947e-05
ENSG00000130762,0.00369128,0.100219,0.000463629
ENSG00000162591,-0.0657833,0.0507075,0.00181588
ENSG00000158109,-0.0021875,0.0415137,0.00269485
ENSG00000116213,0.0273698,0.138828,0.000241474
ENSG00000078900,0.583025,0.231338,8.69305e-05
ENSG00000162592,-0.0121691,0.0412031,0.00275763
