ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.0271441,0.0255895,0.0078007
ENSG00000188976,0.0219378,0.0676984,0.000916062
ENSG00000187961,0.0737967,0.0602599,0.00115688
ENSG00000187583,0.0649665,0.0911747,0.000505251
ENSG00000187642,0.103064,0.0867896,0.000557193
ENSG00000188290,0.0443229,0.112623,0.000330538
ENSG00000187608,-0.314926,0.159248,0.000165269
ENSG00000188157,0.0392627,0.106707,0.000368314
ENSG00000237330,-0.358728,0.130666,0.000245542
ENSG00000131591,-0.139839,0.0929217,0.000486363
ENSG00000162571,0.00876033,0.027083,0.00572303
ENSG00000186891,0.043611,0.0811605,0.000637466
ENSG00000186827,-0.0121739,0.159257,0.000165269
ENSG00000078808,0.247514,0.178074,0.000132215
ENSG00000176022,0.00968337,0.142058,0.000207767
ENSG00000184163,-0.0565775,0.0666092,0.000949116
ENSG00000162572,-0.0172365,0.057099,0.0012891
ENSG00000131584,0.0185437,0.169233,0.000146381
ENSG00000169972,0.0291002,0.0587417,0.00121827
ENSG00000127054,0.0253128,0.0446026,0.00211544
ENSG00000224051,0.258727,0.163995,0.000155825
ENSG00000169962,-0.0457381,0.0906985,0.000509973
ENSG00000107404,0.0163512,0.135993,0.000226655
ENSG00000162576,0.0477376,0.136076,0.000226655
ENSG00000175756,0.0430522,0.192323,0.000113327
ENSG00000221978,0.101552,0.2009,0.000103883
ENSG00000242485,0.0450277,0.134602,0.000231377
ENSG00000235098,-0.158057,0.0802397,0.000651632
ENSG00000205116,0.0851329,0.127056,0.000259708
ENSG00000179403,-0.0714479,0.0556897,0.00135521
ENSG00000215915,-0.0245812,0.095199,0.000462753
ENSG00000160072,-0.041305,0.0259372,0.00628022
ENSG00000197785,-0.0493262,0.116899,0.000306928
ENSG00000205090,0.0072977,0.243232,7.08296e-05
ENSG00000160075,0.0362469,0.196458,0.000108605
ENSG00000228594,0.00742152,0.27195,5.66636e-05
ENSG00000197530,-0.0331937,0.0519658,0.00156769
ENSG00000189409,-0.151856,0.251766,6.61076e-05
ENSG00000248333,-0.360263,0.205568,9.91614e-05
ENSG00000189339,0.0745258,0.166545,0.000151103
ENSG00000008128,-0.022904,0.0550113,0.00136937
ENSG00000215790,0.0641302,0.0967066,0.000448587
ENSG00000008130,0.0437152,0.110303,0.000344704
ENSG00000169885,-0.00922329,0.161587,0.000160547
ENSG00000178821,0.117364,0.157019,0.000169991
ENSG00000142609,-0.0380052,0.0375571,0.00298901
ENSG00000187730,-0.136109,0.172012,0.000141659
ENSG00000067606,-0.225462,0.142038,0.000207767
ENSG00000162585,0.0597653,0.172016,0.000141659
ENSG00000157933,-0.189095,0.384552,2.83318e-05
ENSG00000116151,0.18922,0.109562,0.000349426
ENSG00000157916,0.0169031,0.384563,2.83318e-05
ENSG00000157911,-0.029389,0.11427,0.000321094
ENSG00000149527,-0.129549,0.065853,0.000968004
ENSG00000157881,0.0696826,0.145382,0.000198323
ENSG00000197921,0.136621,0.421291,2.36099e-05
ENSG00000157873,0.316492,0.175047,0.000136937
ENSG00000157870,0.112501,0.13469,0.000231377
ENSG00000142606,0.0345226,0.0643197,0.00101522
ENSG00000215912,0.0904736,0.112663,0.000330538
ENSG00000169717,0.0365858,0.297886,4.72197e-05
ENSG00000130762,-0.0393959,0.0961991,0.000453309
ENSG00000162591,-0.166839,0.047979,0.0018274
ENSG00000158109,0.0570344,0.0391274,0.00273402
ENSG00000116213,0.0342058,0.127058,0.000259708
ENSG00000078900,0.22565,0.222052,8.49955e-05
ENSG00000162592,-0.0372324,0.0393426,0.00272458
ENSG00000130764,-0.0489967,0.184771,0.000122771
ENSG00000116198,0.00431544,0.0367092,0.00313539
ENSG00000169598,0.0213896,0.172017,0.000141659
ENSG00000198912,0.038641,0.188414,0.000118049
ENSG00000131697,-0.0770696,0.0666883,0.000944394
ENSG00000069424,-0.0100557,0.0836388,0.00059969
ENSG00000116254,0.10984,0.192295,0.000113327
ENSG00000116251,-0.231883,0.26144,6.13856e-05
ENSG00000158286,-0.00352563,0.0839813,0.000594968
ENSG00000173673,-0.146961,0.356047,3.30538e-05
ENSG00000158292,0.077916,0.100472,0.000415533
ENSG00000097021,-0.185292,0.0797721,0.000835789
ENSG00000069812,-0.345136,0.31399,4.24977e-05
ENSG00000187017,-0.0468467,0.0523377,0.00153464
ENSG00000215788,0.320083,0.210779,9.44394e-05
ENSG00000171680,-0.126537,0.0538748,0.00144964
ENSG00000162408,0.0917828,0.12165,0.000283318
ENSG00000173662,-0.0339328,0.0374978,0.00298901
ENSG00000204859,0.0132895,0.192303,0.000113327
ENSG00000162413,-0.0932055,0.107391,0.000363592
ENSG00000041988,0.0129574,0.169219,0.000146381
ENSG00000007923,-0.306264,0.138914,0.000217211
ENSG00000171735,0.00502931,0.0255845,0.00650215
ENSG00000049245,0.0683332,0.333072,3.77758e-05
