ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.000116748,0.0077692,0.00746993
ENSG00000188976,-0.0268656,0.0196421,0.000983787
ENSG00000187961,0.0202257,0.0168342,0.00134045
ENSG00000187583,0.0449053,0.0265415,0.000538544
ENSG00000187642,0.014858,0.0253188,0.000591689
ENSG00000188290,-0.0635942,0.0355444,0.000299978
ENSG00000187608,0.0361464,0.0542506,0.000128731
ENSG00000188157,-0.027296,0.0340989,0.000325961
ENSG00000237330,-0.098422,0.0430654,0.000204316
ENSG00000131591,0.022271,0.0291504,0.000446424
ENSG00000162571,-0.000697252,0.00800781,0.0059476
ENSG00000186891,0.0181227,0.0236657,0.000677904
ENSG00000186827,-0.00280288,0.0423377,0.000211402
ENSG00000078808,-0.00654009,0.0575084,0.000112197
ENSG00000176022,-0.0569401,0.0395639,0.000242108
ENSG00000184163,0.0102368,0.0215391,0.000819626
ENSG00000160087,0.140094,0.214043,8.26712e-06
ENSG00000162572,-0.0165755,0.0178087,0.00119755
ENSG00000131584,0.0611799,0.0482148,0.00016298
ENSG00000169972,0.0194306,0.0178273,0.00119519
ENSG00000127054,0.00613368,0.0133805,0.00212465
ENSG00000224051,0.0690031,0.0421023,0.000213764
ENSG00000169962,-0.0103915,0.0268621,0.000525552
ENSG00000107404,-0.0302761,0.0393718,0.00024447
ENSG00000162576,0.0514576,0.040267,0.000233841
ENSG00000175756,0.0345554,0.0593744,0.000107473
ENSG00000221978,0.0639821,0.0686819,8.03091e-05
ENSG00000242485,-0.0281631,0.0434425,0.000200773
ENSG00000235098,0.0171513,0.0267419,0.000530277
ENSG00000205116,-0.0218869,0.0353384,0.000303521
ENSG00000179403,0.0141814,0.0160112,0.00147981
ENSG00000215915,-0.0303488,0.0283295,0.000467683
ENSG00000160072,0.0054728,0.00791134,0.00609405
ENSG00000197785,0.0322297,0.0317707,0.000375563
ENSG00000205090,-0.0217063,0.0672125,8.38522e-05
ENSG00000160075,0.0208928,0.0649714,8.97573e-05
ENSG00000228594,0.0517891,0.0826092,5.55078e-05
ENSG00000197530,0.0101282,0.0162799,0.00143612
ENSG00000189409,-0.0091449,0.064965,8.97573e-05
ENSG00000248333,0.095096,0.0560804,0.000120464
ENSG00000189339,-0.0814411,0.044504,0.000188963
ENSG00000008128,-0.017205,0.0155127,0.00155776
ENSG00000215790,0.0242319,0.0298202,0.000426347
ENSG00000008130,-0.0133765,0.0332675,0.000342495
ENSG00000078369,0.118819,0.111068,3.07064e-05
ENSG00000169885,-0.00918906,0.0517046,0.000141722
ENSG00000178821,-0.0109473,0.0483919,0.000161799
ENSG00000142609,-0.0096611,0.0111845,0.00303758
ENSG00000187730,-0.0403952,0.0610724,0.000101567
ENSG00000067606,0.00555879,0.0399551,0.000237384
ENSG00000162585,0.119805,0.0550126,0.000125188
ENSG00000157933,0.0506929,0.103395,3.54305e-05
ENSG00000116151,0.0331257,0.0356158,0.000298797
ENSG00000157916,-0.254201,0.108988,3.18875e-05
ENSG00000157911,-0.0805376,0.0298612,0.000425166
ENSG00000149527,-0.0296345,0.0199909,0.000949538
ENSG00000157881,0.0276523,0.0425764,0.00020904
ENSG00000197921,0.0893163,0.115601,2.83444e-05
ENSG00000157873,0.0856721,0.0477105,0.000166523
ENSG00000157870,0.00382529,0.0385636,0.000252738
ENSG00000142606,0.0340054,0.0196544,0.000980244
ENSG00000215912,0.0629734,0.0332168,0.000343676
ENSG00000169717,-0.0212749,0.0873879,4.96027e-05
ENSG00000142611,-0.0531927,0.103394,3.54305e-05
ENSG00000130762,-0.010581,0.0280511,0.000481855
ENSG00000162591,-0.0015199,0.0145681,0.00178924
ENSG00000158109,-0.0163794,0.012201,0.00254863
ENSG00000116213,-0.0252442,0.0403601,0.00023266
ENSG00000078900,0.137467,0.0653981,8.85763e-05
ENSG00000162592,0.0112413,0.011177,0.00305175
ENSG00000235169,0.248519,0.118086,2.71634e-05
ENSG00000130764,-0.172134,0.0614308,0.000100386
ENSG00000116198,-0.00225869,0.0132119,0.00218252
ENSG00000169598,-0.027205,0.0584169,0.000111016
ENSG00000198912,-0.0322767,0.051704,0.000141722
ENSG00000196581,-0.022842,0.163479,1.41722e-05
ENSG00000131697,-0.0350002,0.0200429,0.000944813
ENSG00000069424,0.00538223,0.0250469,0.000604681
ENSG00000116254,-0.0129078,0.0535173,0.000132274
ENSG00000116251,0.0891596,0.0835066,5.43268e-05
ENSG00000158286,-0.00107392,0.0263921,0.000544449
ENSG00000116237,0.0840373,0.14161,1.88963e-05
ENSG00000173673,0.0392639,0.0793038,6.02319e-05
ENSG00000158292,0.0126292,0.0358286,0.000295254
ENSG00000097021,0.0428015,0.0258062,0.000676723
ENSG00000069812,-0.0202738,0.113263,2.95254e-05
ENSG00000187017,0.0225124,0.0155245,0.00157666
ENSG00000215788,0.0113761,0.0629484,9.56624e-05
ENSG00000171680,-0.00862677,0.0171813,0.00128731
