ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.0217232,0.0136086,0.00750525
ENSG00000188976,-0.0295302,0.0344697,0.000979694
ENSG00000187961,0.00830069,0.0295767,0.00133185
ENSG00000187583,0.0146899,0.0473488,0.000518973
ENSG00000187642,0.0814838,0.0445862,0.000585168
ENSG00000188290,-0.0927321,0.0628878,0.000293908
ENSG00000187608,-0.0755437,0.0951234,0.000128419
ENSG00000188157,-0.00766385,0.0589104,0.000334949
ENSG00000237330,0.139524,0.0755,0.000203882
ENSG00000131591,0.0459588,0.0507676,0.000451454
ENSG00000162571,0.0093576,0.0140513,0.00592847
ENSG00000186891,0.0264233,0.0415284,0.000675194
ENSG00000186827,-0.00760738,0.0729411,0.000218445
ENSG00000078808,-0.0162685,0.101024,0.000111208
ENSG00000176022,-0.00944064,0.0710312,0.00023036
ENSG00000184163,-0.0361214,0.0378146,0.000815529
ENSG00000160087,-0.0214924,0.382408,7.94346e-06
ENSG00000162572,-0.0819684,0.0309256,0.001218
ENSG00000131584,-0.121905,0.0851699,0.000160193
ENSG00000169972,0.0280875,0.0313041,0.00118887
ENSG00000127054,-0.0351264,0.0236532,0.00208516
ENSG00000224051,-0.0989263,0.0745373,0.000209178
ENSG00000169962,-0.0149907,0.046575,0.000536184
ENSG00000107404,-0.0286899,0.0687019,0.000246247
ENSG00000162576,-0.0603898,0.0702477,0.000235656
ENSG00000175756,-0.0856067,0.10346,0.000108561
ENSG00000221978,0.164176,0.118028,8.34064e-05
ENSG00000242485,-0.0350056,0.076244,0.000199911
ENSG00000235098,0.109806,0.0471592,0.000522945
ENSG00000205116,0.0832545,0.0611295,0.000311119
ENSG00000179403,0.00188074,0.0283002,0.00145233
ENSG00000215915,0.0742926,0.0494623,0.000469988
ENSG00000160072,0.00194736,0.0138463,0.00610058
ENSG00000197785,-0.00317657,0.0565106,0.000364075
ENSG00000205090,0.252003,0.119941,8.07585e-05
ENSG00000160075,0.268887,0.115319,8.73781e-05
ENSG00000228594,-0.239824,0.142857,5.69282e-05
ENSG00000197530,0.00565438,0.0285977,0.00142585
ENSG00000189409,-0.113728,0.116194,8.60542e-05
ENSG00000248333,-0.0410497,0.099867,0.000116504
ENSG00000189339,-0.0388996,0.0778079,0.000189319
ENSG00000008128,0.0180331,0.0273238,0.00153706
ENSG00000215790,0.0497449,0.0515132,0.000438214
ENSG00000008130,0.0268739,0.0582278,0.000342893
ENSG00000078369,-0.0678537,0.199725,2.9126e-05
ENSG00000169885,0.0272295,0.0918665,0.000137687
ENSG00000178821,0.00931479,0.0837978,0.000165489
ENSG00000142609,-0.0178435,0.0195646,0.00304897
ENSG00000187730,-0.136087,0.105399,0.000104589
ENSG00000067606,-0.101025,0.0696446,0.000239628
ENSG00000162585,-0.131305,0.0966288,0.000124448
ENSG00000157933,0.272582,0.195321,3.04499e-05
ENSG00000116151,-0.0193785,0.0621943,0.000300528
ENSG00000157916,-0.420047,0.183709,3.44217e-05
ENSG00000157911,-0.0758727,0.0519849,0.000430271
ENSG00000149527,0.0455021,0.0349425,0.000953216
ENSG00000157881,-0.0575586,0.0747748,0.000207854
ENSG00000197921,0.419745,0.199716,2.9126e-05
ENSG00000157873,-0.119088,0.0812519,0.00017608
ENSG00000157870,0.0129852,0.0678334,0.000250219
ENSG00000142606,0.0680773,0.0348508,0.000955863
ENSG00000215912,-0.000464454,0.0571445,0.000356132
ENSG00000169717,0.230468,0.163067,4.36891e-05
ENSG00000142611,0.000752376,0.191209,3.17739e-05
ENSG00000130762,0.0198364,0.0489891,0.000484551
ENSG00000162591,-0.0293977,0.0253582,0.00181111
ENSG00000158109,-0.000136053,0.0213685,0.0025472
ENSG00000116213,-0.00703429,0.0694538,0.000240952
ENSG00000078900,-0.0849131,0.115314,8.73781e-05
ENSG00000162592,-0.00286542,0.0195272,0.00306618
ENSG00000235169,0.0485386,0.220784,2.38304e-05
ENSG00000130764,-0.0869989,0.109645,9.66455e-05
ENSG00000116198,0.0146551,0.0230998,0.00218975
ENSG00000169598,0.163768,0.102216,0.000111208
ENSG00000198912,-0.0636125,0.0897344,0.000144306
ENSG00000196581,0.216713,0.354044,9.26737e-06
ENSG00000131697,-0.00562988,0.0352905,0.000934681
ENSG00000069424,-0.0016392,0.0431962,0.000623562
ENSG00000116254,-0.0308245,0.0951204,0.000128419
ENSG00000116251,-0.13367,0.144557,5.56042e-05
ENSG00000158286,0.00826891,0.0459563,0.000550747
ENSG00000116237,-0.47295,0.270503,1.58869e-05
ENSG00000173673,0.0312067,0.146298,5.42803e-05
ENSG00000158292,-0.00478105,0.0620576,0.000301852
ENSG00000097021,0.0440987,0.0447721,0.000695053
ENSG00000069812,0.169838,0.195322,3.04499e-05
ENSG00000187017,0.00523283,0.027164,0.00157943
ENSG00000215788,-0.133008,0.113652,9.00259e-05
ENSG00000171680,0.0017421,0.0303772,0.00126169
ENSG00000162408,0.0122035,0.0551261,0.00038261
ENSG00000173662,-0.0136683,0.0191722,0.00317341
ENSG00000204859,0.0376999,0.112778,9.13498e-05
ENSG00000162413,0.0475359,0.0540194,0.000398497
ENSG00000041988,-0.217717,0.0837984,0.000165489
ENSG00000007923,0.0261468,0.0733856,0.000215797
ENSG00000171735,-0.0114526,0.0121937,0.00794744
ENSG00000049245,0.0377713,0.146296,5.42803e-05
ENSG00000049246,0.053612,0.0341028,0.000998229
ENSG00000049247,0.0778994,0.0536628,0.000403793
ENSG00000049249,0.167244,0.104104,0.000107237
ENSG00000116288,-0.112371,0.125182,7.4139e-05
ENSG00000116285,-0.0536651,0.0700335,0.00023698
ENSG00000162426,0.057269,0.0392688,0.000754629
ENSG00000142599,0.00473094,0.0145344,0.00556175
ENSG00000074800,0.17331,0.126314,7.28151e-05
ENSG00000131686,0.00430073,0.0881449,0.000149602
ENSG00000197241,0.00774631,0.0581227,0.000344217
ENSG00000142583,-0.052855,0.052143,0.000427623
ENSG00000180758,0.000891989,0.0893278,0.00014563
ENSG00000049239,-0.0181593,0.04692,0.00052824
ENSG00000171621,0.301226,0.241867,1.98587e-05
ENSG00000171612,-0.154936,0.154006,4.89847e-05
ENSG00000188807,-0.16158,0.0855541,0.000158869
ENSG00000171608,0.0485579,0.086245,0.000156221
ENSG00000171603,-0.144843,0.124083,7.54629e-05
ENSG00000178585,-0.209373,0.117124,8.47303e-05
ENSG00000162441,0.00344598,0.0905735,0.000141658
ENSG00000173614,-0.0761035,0.0770133,0.000195939
ENSG00000162444,0.0381102,0.0993028,0.000117828
ENSG00000130939,-0.00606852,0.0286529,0.00141658
ENSG00000054523,-0.0578329,0.0495109,0.000475284
ENSG00000142657,0.0214733,0.108899,9.79694e-05
ENSG00000175279,0.0407362,0.0548416,0.000386582
ENSG00000251503,0.0482056,0.0498109,0.000468664
ENSG00000241563,0.149164,0.098209,0.000120476
ENSG00000160049,-0.019616,0.0567465,0.00035878
ENSG00000142655,0.2235,0.195321,3.04499e-05
ENSG00000130940,0.141155,0.0752535,0.000205206
ENSG00000175262,0.0675299,0.0307218,0.00123124
ENSG00000120948,-0.174035,0.148117,5.29564e-05
ENSG00000009724,-0.062136,0.0395782,0.000740066
ENSG00000116649,0.0636227,0.19121,3.17739e-05
ENSG00000171824,-0.0335595,0.0569265,0.00035878
ENSG00000198793,0.0786275,0.0676199,0.000254191
