ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.000447968,0.00952158,0.00744466
ENSG00000188976,0.0135811,0.0242172,0.000972308
ENSG00000187961,-0.0033465,0.0206063,0.00134404
ENSG00000187583,0.000616585,0.0326451,0.000534832
ENSG00000187642,0.0250108,0.0313693,0.000579086
ENSG00000188290,-0.0921087,0.0437756,0.000297129
ENSG00000187608,-0.0768574,0.0681255,0.000122645
ENSG00000188157,-0.0626033,0.041381,0.000332532
ENSG00000237330,0.0304048,0.0519248,0.000211151
ENSG00000131591,-0.0149228,0.0362518,0.000433682
ENSG00000162571,-0.00237275,0.00984469,0.00591729
ENSG00000186891,0.0303621,0.0291755,0.000670121
ENSG00000186827,-0.0399209,0.0504371,0.000223795
ENSG00000078808,0.0228528,0.0727742,0.000104943
ENSG00000176022,-0.0190436,0.0489414,0.000237703
ENSG00000184163,0.021586,0.0264043,0.000819318
ENSG00000160087,0.116389,0.253559,8.85065e-06
ENSG00000162572,-0.0213768,0.0218524,0.00119484
ENSG00000131584,-0.0503793,0.060499,0.000155519
ENSG00000169972,0.033559,0.0217396,0.00120748
ENSG00000127054,0.00952609,0.0165056,0.00209761
ENSG00000224051,0.0761618,0.0510155,0.000218738
ENSG00000169962,0.0313552,0.0328334,0.00052851
ENSG00000107404,-0.0122971,0.0484282,0.000242761
ENSG00000162576,-0.0151435,0.0493485,0.00023391
ENSG00000175756,-0.0688316,0.0750158,0.00010115
ENSG00000221978,0.21229,0.0832184,8.21846e-05
ENSG00000242485,-0.0120913,0.0532134,0.000201036
ENSG00000235098,0.0601847,0.0327157,0.000532304
ENSG00000205116,-0.0620491,0.0427894,0.000311037
ENSG00000179403,0.00573714,0.0197533,0.00146036
ENSG00000215915,-0.0335839,0.0347527,0.000466556
ENSG00000160072,0.0070541,0.00975176,0.00602477
ENSG00000197785,0.0524394,0.0386203,0.000381843
ENSG00000205090,0.0726663,0.083862,8.09203e-05
ENSG00000160075,0.118136,0.0801952,8.85065e-05
ENSG00000228594,0.0110656,0.098919,5.81614e-05
ENSG00000197530,0.00762408,0.0199868,0.00143128
ENSG00000189409,-0.0157632,0.0801892,8.85065e-05
ENSG00000248333,-0.0816781,0.0681252,0.000122645
ENSG00000189339,0.0324348,0.0561125,0.000178277
ENSG00000008128,-0.0335745,0.0190358,0.00155519
ENSG00000215790,0.0402625,0.03624,0.000433682
ENSG00000008130,-0.0056148,0.0409186,0.000340118
ENSG00000078369,0.143415,0.131574,3.28739e-05
ENSG00000169885,0.0933736,0.0634,0.00014161
ENSG00000178821,-0.183767,0.0590766,0.000163105
ENSG00000142609,0.00128442,0.0136553,0.00306106
ENSG00000187730,-0.00498387,0.0732045,0.000106208
ENSG00000067606,-0.0821111,0.0483026,0.000244025
ENSG00000162585,0.0227033,0.0677764,0.000123909
ENSG00000157933,-0.108845,0.136942,3.03451e-05
ENSG00000116151,-0.0851387,0.0439641,0.0002946
ENSG00000157916,-0.238326,0.134174,3.16095e-05
ENSG00000157911,0.0323677,0.0372301,0.000410923
ENSG00000149527,-0.00933472,0.024503,0.000949549
ENSG00000157881,-0.0698484,0.051925,0.000211151
ENSG00000197921,0.107315,0.143033,2.78163e-05
ENSG00000157873,0.0584638,0.0581834,0.000168162
ENSG00000157870,-0.0109938,0.047475,0.000250347
ENSG00000142606,0.0106228,0.0240009,0.00098748
ENSG00000215912,0.0336717,0.0403325,0.000350233
ENSG00000169717,0.000207783,0.108834,4.80464e-05
ENSG00000142611,0.066725,0.122483,3.79314e-05
ENSG00000130762,0.00285725,0.0341197,0.000489315
ENSG00000162591,0.0588279,0.0178126,0.00179795
ENSG00000158109,0.0182155,0.0149189,0.00256037
ENSG00000116213,-0.088248,0.0493357,0.00023391
ENSG00000078900,0.0154131,0.0779939,9.35641e-05
ENSG00000162592,0.000374825,0.0136293,0.00308382
ENSG00000235169,-0.0349241,0.153907,2.40232e-05
ENSG00000130764,-0.0285623,0.0764588,9.73572e-05
ENSG00000116198,0.0221205,0.016121,0.00220255
ENSG00000169598,0.133253,0.0711188,0.00011253
ENSG00000198912,0.0226931,0.063399,0.00014161
ENSG00000196581,0.127064,0.212143,1.26438e-05
ENSG00000131697,-0.0144482,0.0246705,0.000936905
ENSG00000069424,-0.00932278,0.0306763,0.000605638
ENSG00000116254,0.0601434,0.067093,0.000126438
ENSG00000116251,0.0876974,0.100017,5.68971e-05
ENSG00000158286,0.069142,0.0329905,0.000523453
ENSG00000116237,-0.213312,0.186121,1.64369e-05
ENSG00000173673,0.0318792,0.0989182,5.81614e-05
ENSG00000158292,-0.0153671,0.043965,0.0002946
ENSG00000097021,-0.038773,0.0318905,0.000665063
ENSG00000069812,-0.11803,0.136941,3.03451e-05
ENSG00000187017,-0.00966806,0.0189907,0.001583
ENSG00000215788,-0.167345,0.0790822,9.10353e-05
ENSG00000171680,0.0397765,0.0212374,0.00126564
ENSG00000162408,0.0471587,0.037817,0.000398279
ENSG00000173662,-0.00943724,0.013392,0.00318624
ENSG00000204859,-0.0335036,0.0774717,9.48284e-05
ENSG00000162413,0.0398241,0.0380604,0.000393222
ENSG00000041988,-0.00730297,0.0590772,0.000163105
ENSG00000007923,0.043779,0.050724,0.000221266
ENSG00000171735,0.00684441,0.00852219,0.00797065
ENSG00000049245,0.0694334,0.102308,5.43683e-05
ENSG00000049246,0.0228588,0.0237876,0.00100518
ENSG00000049247,-0.0689031,0.0376415,0.000402073
ENSG00000049249,-0.0403312,0.0699573,0.000116323
ENSG00000116288,0.0741732,0.0866131,7.58627e-05
ENSG00000116285,0.0508725,0.0488115,0.000238968
ENSG00000162426,0.0296152,0.0277125,0.000742191
ENSG00000142599,0.00576682,0.0101403,0.00559741
ENSG00000074800,0.047695,0.085206,7.83915e-05
ENSG00000131686,-0.0827541,0.0623074,0.000146668
ENSG00000197241,0.0218536,0.0406222,0.000345176
ENSG00000142583,-0.00463638,0.0363455,0.000431153
ENSG00000180758,-0.0609327,0.0612513,0.000151725
ENSG00000049239,-0.00694127,0.0329095,0.000525982
ENSG00000171621,-0.110076,0.17322,1.89657e-05
ENSG00000171612,-0.0527474,0.104777,5.18395e-05
ENSG00000188807,-0.0929039,0.0593259,0.000161841
ENSG00000171608,-0.0643343,0.0595384,0.000160576
ENSG00000171603,0.0358341,0.089655,7.08052e-05
ENSG00000178585,0.00523181,0.0832349,8.21846e-05
ENSG00000162441,0.0700834,0.0664377,0.000128967
ENSG00000173614,-0.0962973,0.0538953,0.000195979
ENSG00000162444,-0.0131359,0.0703328,0.000115059
ENSG00000130939,-0.0425039,0.0202025,0.00139587
ENSG00000054523,-0.0430074,0.03483,0.000470349
ENSG00000142657,0.00467022,0.0750113,0.00010115
ENSG00000175279,-0.0458509,0.0385577,0.000383107
ENSG00000251503,-0.0257277,0.0350366,0.000464027
ENSG00000241563,0.113328,0.0699516,0.000116323
ENSG00000160049,-0.0190152,0.0397744,0.000357819
ENSG00000142655,-0.0459418,0.131568,3.28739e-05
ENSG00000130940,-0.0592111,0.0523953,0.000207358
ENSG00000175262,-0.010521,0.0215777,0.00122265
ENSG00000120948,0.197646,0.103521,5.31039e-05
ENSG00000009724,-0.0167478,0.0275698,0.000747248
ENSG00000116649,-0.139155,0.139886,2.90807e-05
ENSG00000171824,-0.0686496,0.0397561,0.000360348
ENSG00000198793,-0.149458,0.0476875,0.000250347
ENSG00000171819,0.00481795,0.0328702,0.000527246
ENSG00000120942,0.0130509,0.143036,2.78163e-05
ENSG00000204624,0.00651846,0.0304201,0.000613224
ENSG00000116661,-0.0724859,0.0579637,0.000169427
ENSG00000132879,-0.0280275,0.0505786,0.000222531
ENSG00000116663,-0.0511283,0.0631186,0.000142875
ENSG00000116670,-0.0230202,0.0648688,0.000135289
ENSG00000162490,0.0328428,0.0337767,0.000494372
ENSG00000177674,-0.0141281,0.0479476,0.000247818
ENSG00000215910,0.0389537,0.0154202,0.00239979
ENSG00000177000,0.0160636,0.0522388,0.000208623
ENSG00000011021,-0.0840449,0.0581815,0.000168162
ENSG00000175206,0.0157196,0.0365608,0.000426096
ENSG00000120937,-0.0111349,0.0612535,0.000151725
ENSG00000116685,-0.09622,0.0573268,0.00017322
ENSG00000083444,0.0466637,0.024907,0.000919204
ENSG00000116688,-0.103792,0.072772,0.000107472
ENSG00000116691,-0.00239499,0.033861,0.000496901
ENSG00000120949,-0.0730831,0.0939446,6.44833e-05
ENSG00000028137,-0.0640554,0.113401,4.42533e-05
ENSG00000048707,-0.0539729,0.0352788,0.000457705
ENSG00000162496,-0.141717,0.193658,1.51725e-05
ENSG00000204518,-0.0544635,0.0790736,9.10353e-05
ENSG00000188984,-0.0128596,0.0584029,0.000166898
ENSG00000157330,0.0710645,0.0612863,0.000151725
ENSG00000116726,0.0386054,0.0479316,0.000247818
ENSG00000116721,0.0078267,0.0308308,0.000574028
