ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.00605012,0.016064,0.00723784
ENSG00000188976,-0.0172668,0.0389362,0.00104993
ENSG00000187961,-0.00776627,0.0338887,0.00138705
ENSG00000187583,-0.0128269,0.0531761,0.000562537
ENSG00000187642,0.0200109,0.0512641,0.000605184
ENSG00000188290,-0.0108751,0.0747643,0.000284315
ENSG00000187608,0.174888,0.121483,0.000107633
ENSG00000188157,0.168839,0.0712825,0.000312746
ENSG00000237330,0.0879517,0.0888993,0.000201051
ENSG00000131591,0.0290099,0.0621138,0.000412256
ENSG00000162571,0.0264596,0.0162963,0.00602138
ENSG00000186891,0.0190113,0.0502877,0.000629554
ENSG00000186827,0.0702044,0.0839557,0.000225421
ENSG00000078808,0.205561,0.11926,0.000111695
ENSG00000176022,-0.140052,0.0814308,0.000239637
ENSG00000184163,0.0714527,0.0452031,0.000779835
ENSG00000162572,-0.0147256,0.0363367,0.00120631
ENSG00000131584,-0.00746627,0.096504,0.000170589
ENSG00000169972,-0.0485365,0.0362437,0.0012124
ENSG00000127054,0.0429925,0.0276397,0.00208768
ENSG00000224051,0.0679503,0.0835807,0.000227452
ENSG00000169962,0.0215802,0.0527903,0.00057066
ENSG00000107404,-0.03718,0.0817803,0.000237606
ENSG00000162576,0.0346296,0.0836033,0.000227452
ENSG00000175756,0.290688,0.126351,9.95102e-05
ENSG00000221978,0.0967708,0.141622,7.9202e-05
ENSG00000242485,0.0602624,0.0912271,0.000190897
ENSG00000235098,-0.0615745,0.0561931,0.000503643
ENSG00000205116,0.0243052,0.072,0.000306654
ENSG00000179403,-0.0466592,0.0327373,0.00148656
ENSG00000215915,-0.0414104,0.0588531,0.000450842
ENSG00000160072,0.00820835,0.0160796,0.00618385
ENSG00000197785,0.0543335,0.0625617,0.000406164
ENSG00000205090,-0.348126,0.12765,9.74793e-05
ENSG00000160075,0.162997,0.139866,8.12328e-05
ENSG00000228594,0.182397,0.180521,4.87397e-05
ENSG00000197530,0.00904935,0.0342648,0.00135862
ENSG00000189409,0.0797897,0.122647,0.000105603
ENSG00000248333,-0.00631396,0.10971,0.000132003
ENSG00000189339,-0.1243,0.0893577,0.00019902
ENSG00000008128,0.00289293,0.0315562,0.00158404
ENSG00000215790,-0.0692039,0.0595153,0.000448811
ENSG00000008130,0.00464667,0.0666865,0.000357424
ENSG00000078369,-0.0751389,0.197767,4.06164e-05
ENSG00000169885,-0.0887959,0.112325,0.000125911
ENSG00000178821,0.0678854,0.0988893,0.000162466
ENSG00000142609,0.0230445,0.0225437,0.00313762
ENSG00000187730,-0.00661664,0.126343,9.95102e-05
ENSG00000067606,0.0785973,0.0821291,0.000235575
ENSG00000162585,-0.104549,0.112329,0.000125911
ENSG00000157933,-0.0626463,0.192984,4.26472e-05
ENSG00000116151,0.0913976,0.0747635,0.000284315
ENSG00000157916,-0.0168251,0.255283,2.43698e-05
ENSG00000157911,-0.0755749,0.0593816,0.000450842
ENSG00000149527,-0.0225428,0.040873,0.000952454
ENSG00000157881,0.0497054,0.0917204,0.000188866
ENSG00000197921,0.0925629,0.279654,2.03082e-05
ENSG00000157873,0.0596544,0.100839,0.000156373
ENSG00000157870,-0.0397812,0.0779422,0.000257914
ENSG00000142606,-0.00944765,0.0401989,0.000980886
ENSG00000215912,-0.0119366,0.0667017,0.000357424
ENSG00000169717,0.159695,0.176883,5.07705e-05
ENSG00000142611,-0.242737,0.19298,4.26472e-05
ENSG00000130762,-0.0193521,0.0587252,0.000460996
ENSG00000162591,0.0219587,0.0299375,0.001779
ENSG00000158109,-0.0131695,0.0251896,0.00250806
ENSG00000116213,-0.0276318,0.0847389,0.000221359
ENSG00000078900,0.027025,0.131845,9.13869e-05
ENSG00000162592,0.0192022,0.022671,0.00311325
ENSG00000235169,0.00031794,0.221091,3.24931e-05
ENSG00000130764,-0.24978,0.129002,9.54485e-05
ENSG00000116198,-0.00981263,0.0291105,0.00188257
ENSG00000169598,-0.0604955,0.125081,0.000101541
ENSG00000198912,-0.0102544,0.10887,0.000134034
ENSG00000196581,0.269469,0.312664,1.62466e-05
ENSG00000131697,0.123145,0.0408779,0.000952454
ENSG00000069424,-0.00207913,0.0510148,0.000611277
ENSG00000116254,0.0726841,0.108866,0.000134034
ENSG00000116251,-0.0174316,0.161463,6.09246e-05
ENSG00000158286,-0.068357,0.0542535,0.000540198
ENSG00000116237,0.623994,0.295006,1.82774e-05
ENSG00000173673,0.294049,0.173443,5.28013e-05
ENSG00000158292,-0.127422,0.0814344,0.000239637
ENSG00000097021,0.00733629,0.0538666,0.000639708
ENSG00000069812,-0.0485028,0.266636,2.2339e-05
ENSG00000187017,-0.0215505,0.0315553,0.00160029
ENSG00000215788,-0.0411642,0.131911,9.13869e-05
ENSG00000171680,-0.0152268,0.0352013,0.00128551
ENSG00000162408,0.0290139,0.0609107,0.000428503
ENSG00000173662,0.0142753,0.0220135,0.00329196
ENSG00000204859,-0.251064,0.139837,8.12328e-05
ENSG00000162413,0.11548,0.0635385,0.000393979
ENSG00000041988,0.0753561,0.094828,0.000176681
ENSG00000007923,-0.0109314,0.0843366,0.00022339
ENSG00000171735,0.0108405,0.0137947,0.00849492
ENSG00000049245,-0.307371,0.17687,5.07705e-05
ENSG00000049246,-0.00119078,0.039708,0.00100526
ENSG00000049247,0.00209408,0.0628895,0.000402102
ENSG00000049249,-0.139037,0.113262,0.00012388
ENSG00000116288,0.149688,0.141618,7.9202e-05
ENSG00000116285,0.123143,0.0863242,0.000213236
ENSG00000162426,0.0164041,0.0454037,0.000771711
ENSG00000142599,0.00358337,0.0170566,0.0055218
ENSG00000074800,0.168521,0.143469,7.71711e-05
ENSG00000131686,0.0977161,0.10147,0.000154342
ENSG00000197241,0.119058,0.067858,0.000345239
ENSG00000142583,-0.0521889,0.0614947,0.00042038
ENSG00000180758,0.173428,0.106479,0.000140127
ENSG00000049239,-0.0284996,0.0547685,0.000530044
ENSG00000171621,-0.147248,0.294791,1.82774e-05
ENSG00000171612,-0.00354794,0.18052,4.87397e-05
ENSG00000188807,0.0315795,0.0959718,0.00017262
ENSG00000171608,0.159566,0.0965088,0.000170589
ENSG00000171603,-0.058781,0.151671,6.90479e-05
ENSG00000178585,0.155328,0.138168,8.32636e-05
ENSG00000162441,0.0405395,0.113254,0.00012388
ENSG00000173614,0.00638577,0.0893481,0.00019902
ENSG00000162444,0.0446872,0.120351,0.000109664
ENSG00000130939,0.0262384,0.0336426,0.00140736
ENSG00000054523,0.0362196,0.0561211,0.000505674
ENSG00000142657,-0.0255096,0.133325,8.93561e-05
ENSG00000175279,0.137203,0.066499,0.000359455
ENSG00000251503,0.021629,0.0591156,0.000454904
ENSG00000241563,-0.283201,0.109703,0.000132003
ENSG00000160049,-0.022256,0.0672948,0.000351332
ENSG00000142655,0.370069,0.255281,2.43698e-05
ENSG00000130940,-0.164409,0.0907472,0.000192928
ENSG00000175262,-0.0481682,0.0366062,0.00118397
ENSG00000120948,0.0100391,0.184402,4.67089e-05
ENSG00000009724,-0.0223885,0.0464499,0.000733126
ENSG00000116649,-0.00219337,0.214487,3.45239e-05
ENSG00000171824,0.0249479,0.062718,0.000404133
ENSG00000198793,-0.0736537,0.0791171,0.000253852
ENSG00000171819,-0.0429127,0.0543566,0.000538167
ENSG00000120942,-0.110942,0.228359,3.04623e-05
ENSG00000204624,0.0116337,0.0507535,0.000613308
ENSG00000116661,-0.102202,0.0988905,0.000162466
ENSG00000132879,0.0903532,0.0867341,0.000211205
ENSG00000116663,0.10646,0.103518,0.00014825
ENSG00000116670,0.081218,0.111435,0.000127942
ENSG00000162490,-0.0769521,0.0571195,0.000483335
ENSG00000177674,0.0367157,0.0794792,0.000251822
