ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.030912,0.0275404,0.00780375
ENSG00000188976,-0.102189,0.0717553,0.000941665
ENSG00000187961,-0.0613617,0.0640356,0.00118312
ENSG00000187583,-0.0460103,0.0978095,0.00050705
ENSG00000187642,0.139766,0.0934151,0.000555341
ENSG00000188290,0.153692,0.122328,0.000323546
ENSG00000187608,0.0815522,0.166857,0.000173846
ENSG00000188157,0.0238072,0.115633,0.000362179
ENSG00000237330,-0.0585204,0.1416,0.000241453
ENSG00000131591,0.0327081,0.0987377,0.000497392
ENSG00000162571,0.00630553,0.0290781,0.00573208
ENSG00000186891,-0.0270077,0.0868952,0.000642264
ENSG00000186827,0.178109,0.164596,0.000178675
ENSG00000078808,-0.194569,0.189229,0.000135213
ENSG00000176022,-0.0429565,0.1527,0.000207649
ENSG00000184163,-0.0309433,0.0720477,0.000936836
ENSG00000162572,0.139742,0.0614667,0.00128453
ENSG00000131584,0.26329,0.176998,0.00015453
ENSG00000169972,-0.00276768,0.0643187,0.00117346
ENSG00000127054,0.00631664,0.0477172,0.00213444
ENSG00000224051,0.109585,0.182772,0.000144872
ENSG00000169962,-0.163364,0.0972821,0.000511879
ENSG00000107404,-0.0101463,0.146039,0.000226965
ENSG00000162576,-0.17857,0.151032,0.000212478
ENSG00000175756,0.255457,0.200243,0.000120726
ENSG00000221978,0.189892,0.213483,0.000106239
ENSG00000242485,-0.0356584,0.140202,0.000246282
ENSG00000235098,-0.0662,0.0840594,0.000685725
ENSG00000205116,0.0401563,0.136258,0.000260769
ENSG00000179403,0.0815148,0.0599125,0.00135213
ENSG00000215915,0.000997666,0.10221,0.000463589
ENSG00000160072,-0.00995346,0.0280457,0.00619084
ENSG00000197785,0.244414,0.126177,0.00030423
ENSG00000205090,-0.113432,0.258462,7.24358e-05
ENSG00000160075,-0.244834,0.208763,0.000111068
ENSG00000228594,0.226169,0.301829,5.31196e-05
ENSG00000197530,-0.114868,0.0559763,0.00155978
ENSG00000189409,-0.252256,0.267535,6.76067e-05
ENSG00000248333,0.203578,0.229654,9.1752e-05
ENSG00000189339,-0.00327876,0.174275,0.000159359
ENSG00000008128,-0.130697,0.0582615,0.00141008
ENSG00000215790,-0.103564,0.104426,0.000444273
ENSG00000008130,0.060769,0.117209,0.000352521
ENSG00000169885,0.230002,0.176991,0.00015453
ENSG00000178821,0.0935452,0.162414,0.000183504
ENSG00000142609,0.105077,0.0402933,0.00299884
ENSG00000187730,-0.321164,0.182783,0.000144872
ENSG00000067606,0.0261376,0.15636,0.000197991
ENSG00000162585,-0.178762,0.189203,0.000135213
