ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.0186298,0.00913039,0.00747432
ENSG00000188976,-0.00788494,0.0230566,0.000986405
ENSG00000187961,-0.0169288,0.019787,0.00134044
ENSG00000187583,0.0277601,0.031245,0.000536874
ENSG00000187642,-0.0630515,0.0298501,0.000588116
ENSG00000188290,9.48363e-05,0.0419079,0.000298134
ENSG00000187608,-0.00611058,0.0642141,0.00012694
ENSG00000188157,-0.0315093,0.0400009,0.000327249
ENSG00000237330,-0.00499876,0.0505384,0.000204967
ENSG00000131591,-0.0364795,0.0341017,0.000450695
ENSG00000162571,-0.00487975,0.00942818,0.00592774
ENSG00000186891,0.0158768,0.0278426,0.000676625
ENSG00000186827,0.0729249,0.0492942,0.000215448
ENSG00000078808,-0.0959669,0.0680702,0.000110636
ENSG00000176022,0.028744,0.0467163,0.000239905
ENSG00000184163,-0.0365685,0.0252588,0.000823363
ENSG00000160087,-0.483739,0.253354,8.1521e-06
ENSG00000162572,-0.0164302,0.0209251,0.00119836
ENSG00000131584,-0.0243432,0.05707,0.000160713
ENSG00000169972,0.0235341,0.0209367,0.00119719
ENSG00000127054,0.00445653,0.0157679,0.00211372
ENSG00000224051,0.0727898,0.0494269,0.000214284
ENSG00000169962,0.0292404,0.0314445,0.000529887
ENSG00000107404,-0.0239449,0.0463792,0.000243399
ENSG00000162576,0.10853,0.047072,0.000236411
ENSG00000175756,-0.051915,0.0706681,0.000104813
ENSG00000221978,0.208603,0.0801266,8.1521e-05
ENSG00000242485,-0.04025,0.0511213,0.000200309
ENSG00000235098,0.0277851,0.0313068,0.000534545
ENSG00000205116,0.0235567,0.0414277,0.000305122
ENSG00000179403,0.0168859,0.01881,0.00148135
ENSG00000215915,-0.0148074,0.0332021,0.000470493
ENSG00000160072,0.00485718,0.00929911,0.00609428
ENSG00000197785,0.0136744,0.0371987,0.000378491
ENSG00000205090,-0.0147242,0.0784594,8.50148e-05
ENSG00000160075,-0.0287249,0.0764027,8.96731e-05
ENSG00000228594,-0.0328253,0.0967573,5.59001e-05
ENSG00000197530,0.0125875,0.0191853,0.00142895
ENSG00000189409,-0.0234749,0.0759045,9.08377e-05
ENSG00000248333,-0.0216739,0.066057,0.000119952
ENSG00000189339,0.0417037,0.0528407,0.000185169
ENSG00000008128,0.019567,0.0182461,0.00155589
ENSG00000215790,0.0325038,0.0347247,0.000434391
ENSG00000008130,-0.0603998,0.0389109,0.000345882
ENSG00000078369,0.0635209,0.131467,3.02792e-05
ENSG00000169885,-0.0716743,0.0604498,0.000143244
ENSG00000178821,-0.0299246,0.0566627,0.000163042
ENSG00000142609,-0.00823733,0.0131347,0.00304306
