ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.0462902,0.0126457,0.00748087
ENSG00000188976,0.0438572,0.0320166,0.000982337
ENSG00000187961,0.0043643,0.0273872,0.00134363
ENSG00000187583,-0.000442652,0.0435233,0.000531312
ENSG00000187642,-0.103208,0.0414106,0.000586805
ENSG00000188290,0.0170447,0.0581321,0.000297535
ENSG00000187608,0.0329009,0.0887839,0.000127515
ENSG00000188157,0.0189966,0.0554476,0.000327052
ENSG00000237330,0.0607542,0.0695541,0.000207802
ENSG00000131591,-0.00585327,0.0474878,0.000446302
ENSG00000162571,0.00614111,0.0130552,0.00593889
ENSG00000186891,0.0359611,0.0386862,0.000672995
ENSG00000186827,0.0421758,0.0678418,0.000218428
ENSG00000078808,0.103907,0.0956755,0.000107443
ENSG00000176022,0.0606099,0.0644507,0.000242042
ENSG00000184163,0.0267712,0.0350097,0.000822943
ENSG00000160087,0.258977,0.348681,8.26485e-06
ENSG00000162572,0.0426809,0.0291978,0.00118187
ENSG00000131584,0.0813865,0.0791179,0.000160574
ENSG00000169972,-0.00758446,0.0289697,0.00120077
ENSG00000127054,-0.00749139,0.0219126,0.00210163
ENSG00000224051,0.096078,0.0687756,0.000212525
ENSG00000169962,0.0128374,0.0435636,0.000530131
ENSG00000107404,0.00100781,0.0646073,0.000240861
ENSG00000162576,-0.124176,0.0651053,0.000237319
ENSG00000175756,0.126462,0.0967224,0.000107443
ENSG00000221978,0.157872,0.110275,8.26485e-05
ENSG00000242485,-0.120969,0.0709781,0.000199537
ENSG00000235098,-0.0302747,0.0435633,0.000530131
ENSG00000205116,0.05673,0.0572343,0.00030698
ENSG00000179403,-0.0138218,0.0260722,0.00148059
ENSG00000215915,0.0309965,0.0459206,0.000472277
ENSG00000160072,-0.0190034,0.0128755,0.00610418
ENSG00000197785,-0.0403366,0.0517545,0.00037546
ENSG00000205090,0.104247,0.108728,8.50099e-05
ENSG00000160075,-0.000613412,0.105837,8.97327e-05
ENSG00000228594,-0.0222234,0.133164,5.66733e-05
ENSG00000197530,0.0219955,0.0265667,0.001431
ENSG00000189409,-0.0982975,0.106533,8.8552e-05
ENSG00000248333,0.0312929,0.0918068,0.00011925
ENSG00000189339,0.0485182,0.0731787,0.000185369
ENSG00000008128,0.0719916,0.025299,0.00155379
ENSG00000215790,-0.00357691,0.0480487,0.000435676
ENSG00000008130,-0.0769048,0.0541939,0.000342401
ENSG00000078369,0.110914,0.180933,3.0698e-05
ENSG00000169885,-0.095236,0.0838794,0.000142864
ENSG00000178821,0.140758,0.0788319,0.000161755
ENSG00000142609,-0.0147431,0.0181675,0.00305445
ENSG00000187730,-0.0117779,0.100665,9.91782e-05
ENSG00000067606,0.0319441,0.0659122,0.000231416
ENSG00000162585,-0.124659,0.0918077,0.00011925
ENSG00000157933,-0.00951818,0.171313,3.42401e-05
ENSG00000116151,-0.0311784,0.058366,0.000295173
ENSG00000157916,0.0303904,0.180926,3.0698e-05
ENSG00000157911,0.109303,0.0487801,0.000422688
ENSG00000149527,0.00956997,0.0325858,0.000948097
ENSG00000157881,0.00973713,0.0695547,0.000207802
ENSG00000197921,-0.0121571,0.188317,2.83366e-05
ENSG00000157873,-0.00838333,0.0788485,0.000161755
ENSG00000157870,-0.0840165,0.0635619,0.000246765
ENSG00000142606,-0.0235342,0.0319414,0.000984698
ENSG00000215912,0.0170453,0.0540177,0.000344762
ENSG00000169717,0.255553,0.142357,4.95891e-05
ENSG00000142611,0.00729738,0.168432,3.54208e-05
ENSG00000130762,-0.00854441,0.0460353,0.000474639
ENSG00000162591,-0.0284277,0.0237009,0.00179347
ENSG00000158109,0.0252952,0.0198258,0.00256092
ENSG00000116213,0.0607267,0.0655818,0.000233777
ENSG00000078900,-0.0396294,0.105832,8.97327e-05
ENSG00000162592,0.00249137,0.0181107,0.00308397
ENSG00000235169,0.150794,0.188314,2.83366e-05
ENSG00000130764,-0.0938381,0.101887,9.68169e-05
ENSG00000116198,-0.00720917,0.021465,0.00219373
ENSG00000169598,0.126156,0.0951625,0.000110985
ENSG00000198912,-0.121976,0.0838779,0.000142864
ENSG00000196581,-0.176421,0.266311,1.41683e-05
ENSG00000131697,0.023912,0.0326707,0.000943374
ENSG00000069424,-0.0160922,0.0408415,0.000603334
ENSG00000116254,0.254221,0.0871809,0.000132238
ENSG00000116251,-0.084787,0.136034,5.43119e-05
ENSG00000158286,0.00954147,0.0429006,0.000546661
ENSG00000116237,-0.0214856,0.230688,1.88911e-05
