ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.00527922,0.0145074,0.00745699
ENSG00000188976,-0.0215244,0.0372353,0.00095834
ENSG00000187961,0.0118359,0.0312842,0.00135886
ENSG00000187583,-0.00690009,0.0493135,0.000546166
ENSG00000187642,-0.0185029,0.0481656,0.000572382
ENSG00000188290,0.0331863,0.066501,0.000300027
ENSG00000187608,-0.0368673,0.105382,0.000119428
ENSG00000188157,-0.0415087,0.0657081,0.00030731
ENSG00000237330,-0.0984069,0.0784505,0.000215554
ENSG00000131591,0.0551911,0.0556924,0.000428194
ENSG00000162571,0.0010068,0.0149377,0.00599327
ENSG00000186891,-0.0773368,0.0444909,0.00067142
ENSG00000186827,0.0736165,0.0766585,0.000225749
ENSG00000078808,-0.070272,0.110932,0.000104864
ENSG00000176022,0.0581074,0.0729881,0.000249052
ENSG00000184163,0.0137855,0.0413195,0.000779197
ENSG00000160087,-0.773105,0.426706,7.28222e-06
ENSG00000162572,0.0115179,0.0334865,0.00118555
ENSG00000131584,-0.0320028,0.0944891,0.000148557
ENSG00000169972,-0.0185228,0.0332037,0.00120594
ENSG00000127054,0.00348604,0.0250592,0.00212058
ENSG00000224051,-0.109457,0.0787131,0.000214097
ENSG00000169962,-0.0371697,0.0505311,0.00051995
ENSG00000107404,0.00138925,0.0736338,0.000244683
ENSG00000162576,0.128171,0.0747764,0.0002374
ENSG00000175756,0.137296,0.115728,9.90382e-05
ENSG00000221978,-0.462684,0.131075,7.71915e-05
ENSG00000242485,0.0569288,0.0812393,0.000200989
ENSG00000235098,0.0025849,0.0503882,0.000522863
ENSG00000205116,0.0662946,0.0665037,0.000300027
ENSG00000179403,0.00865976,0.0306504,0.00141275
ENSG00000215915,0.0110561,0.0529521,0.000467518
ENSG00000160072,-0.00386958,0.0148808,0.00602676
ENSG00000197785,0.00289132,0.0594269,0.000375762
ENSG00000205090,-0.10296,0.124227,8.59302e-05
ENSG00000160075,-0.166433,0.126391,8.30173e-05
ENSG00000228594,0.0385846,0.150875,5.82577e-05
ENSG00000197530,0.0226704,0.0307198,0.00141421
ENSG00000189409,-0.016431,0.124229,8.59302e-05
ENSG00000248333,0.145993,0.105385,0.000119428
ENSG00000189339,-0.0380412,0.0878579,0.00017186
ENSG00000008128,0.00348647,0.0292566,0.00153072
ENSG00000215790,-0.0571827,0.0547496,0.000442759
ENSG00000008130,-0.0456425,0.0626666,0.000337895
ENSG00000078369,0.125769,0.213395,2.91289e-05
ENSG00000169885,-0.0590964,0.0954303,0.000145644
ENSG00000178821,0.184976,0.0909911,0.000160209
ENSG00000142609,0.00344831,0.0207648,0.00308329
ENSG00000187730,-0.129752,0.116579,9.75817e-05
ENSG00000067606,0.0601298,0.0742995,0.000240313
ENSG00000162585,0.0820549,0.100037,0.000132536
ENSG00000157933,-0.280989,0.231422,2.47595e-05
ENSG00000116151,0.0914934,0.0661789,0.00030294
ENSG00000157916,0.0251296,0.203427,3.20418e-05
ENSG00000157911,-0.0840302,0.0561537,0.000420912
ENSG00000149527,0.0639943,0.0378986,0.000924842
ENSG00000157881,0.0872742,0.0800894,0.000206815
ENSG00000197921,-0.0652745,0.224902,2.6216e-05
ENSG00000157873,0.0203425,0.0878534,0.00017186
ENSG00000157870,-0.0477844,0.0738952,0.000240313
ENSG00000142606,0.0118232,0.0366036,0.000988925
ENSG00000215912,-0.00567705,0.0617546,0.00034809
ENSG00000169717,-0.115987,0.161293,5.09755e-05
ENSG00000142611,0.276669,0.187126,3.78675e-05
ENSG00000130762,-0.0518155,0.0525506,0.000480626
ENSG00000162591,-0.00527477,0.0269019,0.00183658
ENSG00000158109,-0.0321882,0.0227919,0.00255751
ENSG00000116213,0.0774288,0.0766574,0.000225749
ENSG00000078900,-0.0694319,0.120224,9.17559e-05
ENSG00000162592,0.0101132,0.0208354,0.00307455
ENSG00000235169,-0.0360377,0.246364,2.18467e-05
ENSG00000130764,-0.000444608,0.11836,9.46688e-05
ENSG00000116198,-0.0303744,0.0247495,0.00217738
