ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.0100178,0.0124991,0.00746598
ENSG00000188976,-0.0154309,0.031414,0.000994082
ENSG00000187961,-0.0361766,0.0271249,0.00133439
ENSG00000187583,-0.0347655,0.0426468,0.000539122
ENSG00000187642,0.0450605,0.040584,0.000595229
ENSG00000188290,0.0197512,0.0578456,0.000292736
ENSG00000187608,0.039496,0.0874405,0.000128072
ENSG00000188157,0.0926217,0.0546397,0.000328108
ENSG00000237330,0.0169167,0.0693397,0.000203695
ENSG00000131591,-0.0173383,0.0464238,0.00045496
ENSG00000162571,0.000549166,0.0128807,0.00594498
ENSG00000186891,0.0479264,0.0380729,0.000676951
ENSG00000186827,-0.038434,0.0671637,0.000217112
ENSG00000078808,0.200674,0.0929108,0.000110996
ENSG00000176022,-0.02448,0.0648397,0.000232969
ENSG00000184163,0.0066563,0.0346764,0.000817221
ENSG00000160087,0.0135488,0.338602,8.53813e-06
ENSG00000162572,-0.0113807,0.0286126,0.001199
ENSG00000131584,-0.0205368,0.0774034,0.000163444
ENSG00000169972,0.00824775,0.0286441,0.00119656
ENSG00000127054,-0.0268148,0.021685,0.00209062
ENSG00000224051,-0.0656194,0.0675426,0.000214673
ENSG00000169962,-0.00415111,0.0426871,0.000537902
ENSG00000107404,-0.0431258,0.0635229,0.000242727
ENSG00000162576,0.0552422,0.0646878,0.000234189
ENSG00000175756,-0.00453659,0.094976,0.000108556
ENSG00000221978,0.095402,0.109458,8.17221e-05
ENSG00000242485,0.110443,0.0695462,0.000202476
ENSG00000235098,0.0217766,0.0431285,0.000526924
ENSG00000205116,-0.0360827,0.0571397,0.000300054
ENSG00000179403,-0.0365804,0.0258059,0.00147222
ENSG00000215915,0.0583764,0.0456797,0.000464718
ENSG00000160072,0.0156905,0.0127054,0.00610598
ENSG00000197785,0.0435146,0.051573,0.000368359
ENSG00000205090,-0.0627204,0.107855,8.41615e-05
ENSG00000160075,-0.185421,0.10416,9.02602e-05
ENSG00000228594,-0.0661685,0.132096,5.61077e-05
ENSG00000197530,-0.0185076,0.0262294,0.00142953
ENSG00000189409,-0.0187126,0.107084,8.53813e-05
ENSG00000248333,-0.113017,0.0924131,0.000114655
ENSG00000189339,0.0148529,0.0717432,0.000187839
ENSG00000008128,-0.000407752,0.0248868,0.0015637
ENSG00000215790,0.0247212,0.0474375,0.000435444
ENSG00000008130,-0.0616527,0.053751,0.000339086
ENSG00000078369,-0.122323,0.179183,3.04933e-05
ENSG00000169885,0.0405304,0.082835,0.000142709
ENSG00000178821,0.0471794,0.0782861,0.000159785
ENSG00000142609,0.00319461,0.0179562,0.00304567
ENSG00000187730,-0.00681757,0.0977562,0.000102458
ENSG00000067606,0.106774,0.0640075,0.000239068
ENSG00000162585,-0.0781832,0.0891548,0.000123193
ENSG00000157933,0.122144,0.172412,3.29328e-05
ENSG00000116151,0.0100585,0.0579685,0.000291516
ENSG00000157916,-0.400262,0.172412,3.29328e-05
ENSG00000157911,-0.00922277,0.0480461,0.000424467
ENSG00000149527,-0.0207168,0.0321484,0.000948952
ENSG00000157881,0.0660073,0.0679313,0.000212233
ENSG00000197921,0.379254,0.191004,2.68341e-05
ENSG00000157873,0.0421331,0.0765628,0.000167103
ENSG00000157870,-0.0765085,0.0621681,0.000251265
ENSG00000142606,0.0285368,0.0317876,0.000968467
ENSG00000215912,-0.0149029,0.0521899,0.000359821
ENSG00000169717,-0.0239197,0.14346,4.75696e-05
ENSG00000142611,-0.162311,0.169304,3.41525e-05
ENSG00000130762,0.00252704,0.045043,0.000483014
ENSG00000162591,0.0299452,0.0234197,0.00178935
ENSG00000158109,-0.00667747,0.0195698,0.00256022
ENSG00000116213,0.0738885,0.0648394,0.000232969
ENSG00000078900,-0.0487027,0.103456,9.14799e-05
