ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.0161535,0.010249,0.00747181
ENSG00000188976,-0.0167566,0.0259241,0.000983102
ENSG00000187961,0.0389754,0.0222084,0.0013407
ENSG00000187583,0.0231333,0.0350302,0.000538169
ENSG00000187642,0.041833,0.0333832,0.000592458
ENSG00000188290,0.0095898,0.0469125,0.000299769
ENSG00000187608,-0.00475927,0.0716015,0.000128641
ENSG00000188157,0.0836601,0.0450046,0.000325734
ENSG00000237330,-0.131514,0.0568389,0.000204174
ENSG00000131591,0.0249708,0.0384734,0.000446114
ENSG00000162571,-0.0107375,0.0105668,0.00594582
ENSG00000186891,0.00774025,0.0312346,0.000677432
ENSG00000186827,-0.0377614,0.0558785,0.000211255
ENSG00000078808,-0.0275258,0.0759011,0.000112118
ENSG00000176022,-0.0547634,0.0522176,0.00024194
ENSG00000184163,0.0576744,0.0284278,0.000819055
ENSG00000160087,0.507428,0.282499,8.26136e-06
ENSG00000162572,0.0214322,0.0234928,0.0011979
ENSG00000131584,0.171793,0.0636352,0.000162867
ENSG00000169972,-0.0107546,0.0235174,0.00119554
ENSG00000127054,0.0369779,0.01766,0.00212317
ENSG00000224051,0.0536349,0.0555678,0.000213615
ENSG00000169962,-0.050812,0.035374,0.000527547
ENSG00000107404,0.0072241,0.0519639,0.0002443
ENSG00000162576,0.0385157,0.0530119,0.000234859
ENSG00000175756,-0.00700821,0.078364,0.000107398
ENSG00000221978,0.0678029,0.0906482,8.02532e-05
ENSG00000242485,-0.00455776,0.0573366,0.000200633
ENSG00000235098,-0.0482133,0.0352555,0.000531088
ENSG00000205116,0.00748501,0.0466406,0.00030331
ENSG00000179403,0.0345092,0.0211321,0.00147878
ENSG00000215915,-0.0271851,0.0373435,0.000468537
ENSG00000160072,0.00474894,0.0104406,0.00609098
ENSG00000197785,-0.0263051,0.0418661,0.000376482
ENSG00000205090,0.0215067,0.088709,8.37938e-05
ENSG00000160075,0.151244,0.085751,8.96948e-05
ENSG00000228594,0.0709986,0.10903,5.54691e-05
ENSG00000197530,-0.0204969,0.0214865,0.00143512
ENSG00000189409,0.114904,0.0857426,8.96948e-05
ENSG00000248333,0.12659,0.0740164,0.00012038
ENSG00000189339,-0.0885413,0.0587377,0.000188831
ENSG00000008128,-0.00830087,0.0204664,0.00155786
ENSG00000215790,-0.00782256,0.0393575,0.00042605
ENSG00000008130,0.00108213,0.0439073,0.000342256
ENSG00000078369,-0.267015,0.146591,3.06851e-05
ENSG00000169885,-0.000909,0.0682411,0.000141623
ENSG00000178821,0.0622274,0.0636373,0.000162867
ENSG00000142609,-0.00541645,0.0147616,0.00303546
ENSG00000187730,0.0840804,0.0806051,0.000101497
ENSG00000067606,0.0607203,0.0527338,0.000237219
ENSG00000162585,0.107124,0.0726072,0.000125101
ENSG00000157933,-0.0361054,0.136464,3.54058e-05
ENSG00000116151,0.0675347,0.0470068,0.000298589
ENSG00000157916,-0.0397254,0.143845,3.18653e-05
ENSG00000157911,-0.0560758,0.0394116,0.00042487
ENSG00000149527,-0.025681,0.0263682,0.000950057
ENSG00000157881,0.0144682,0.0561935,0.000208894
ENSG00000197921,0.0231757,0.152573,2.83247e-05
ENSG00000157873,0.0890853,0.0629696,0.000166407
ENSG00000157870,0.140567,0.0508972,0.000252562
ENSG00000142606,-0.0122425,0.0259248,0.000980742
ENSG00000215912,0.0347864,0.0436906,0.000345797
ENSG00000169717,-0.00177514,0.115337,4.95682e-05
ENSG00000142611,-0.176401,0.136463,3.54058e-05
ENSG00000130762,0.00547202,0.0370226,0.000481519
ENSG00000162591,-0.00323092,0.0192022,0.00179272
ENSG00000158109,0.0254183,0.0160995,0.00254804
ENSG00000116213,0.0129283,0.0531337,0.000233679
ENSG00000078900,0.104257,0.0863143,8.85146e-05
ENSG00000162592,0.00824606,0.0147489,0.0030508
ENSG00000235169,0.160033,0.155853,2.71445e-05
ENSG00000130764,-0.106424,0.0810781,0.000100317
ENSG00000116198,-0.0313542,0.0174327,0.00218218
ENSG00000169598,-0.0262769,0.0771002,0.000110938
ENSG00000198912,0.0857149,0.0682403,0.000141623
ENSG00000196581,0.144707,0.215764,1.41623e-05
ENSG00000131697,0.00665422,0.0264532,0.000944156
ENSG00000069424,-0.0136548,0.0330576,0.00060426
ENSG00000116254,-0.178424,0.0706336,0.000132182
ENSG00000116251,0.0328693,0.110214,5.42889e-05
ENSG00000158286,-0.0666532,0.034833,0.00054407
ENSG00000116237,0.350223,0.186901,1.88831e-05
ENSG00000173673,-0.0452069,0.104667,6.01899e-05
ENSG00000158292,0.0201903,0.0472876,0.000295049
ENSG00000097021,0.0341825,0.0340589,0.000676251
ENSG00000069812,-0.0295911,0.149488,2.95049e-05
ENSG00000187017,0.0123148,0.0204896,0.00157556
ENSG00000215788,-0.0112808,0.0830811,9.55958e-05
ENSG00000171680,-0.00426768,0.0226659,0.00128759
ENSG00000162408,-0.0244695,0.0409783,0.000393005
ENSG00000173662,0.00588939,0.0143842,0.00320069
ENSG00000204859,-0.101959,0.0835732,9.44156e-05
ENSG00000162413,0.0431614,0.0409791,0.000393005
ENSG00000041988,0.0781635,0.0645796,0.000158146
ENSG00000007923,0.00629559,0.0546699,0.000220696
ENSG00000171735,0.00375652,0.00916241,0.00798992
ENSG00000049245,0.1809,0.115334,4.95682e-05
ENSG00000049246,-0.0106865,0.0258148,0.000989003
ENSG00000049247,-0.0337409,0.0402047,0.000408347
ENSG00000049249,-0.0522417,0.0771087,0.000110938
ENSG00000116288,-0.152466,0.0957039,7.19919e-05
ENSG00000116285,0.0547528,0.0526042,0.000238399
ENSG00000162426,-0.022188,0.0297328,0.000747063
ENSG00000142599,-0.00196341,0.0109589,0.00555281
ENSG00000074800,-0.115962,0.0927146,7.67126e-05
ENSG00000131686,0.0432884,0.0655738,0.000153425
ENSG00000197241,-0.0216136,0.0443725,0.000335175
ENSG00000142583,0.0868302,0.0389273,0.000435492
ENSG00000180758,-0.0328295,0.0674047,0.000145164
ENSG00000049239,-0.0217361,0.0354906,0.000524006
