ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.020411,0.0202287,0.0078255
ENSG00000188976,-0.0404232,0.0538404,0.000913314
ENSG00000187961,0.0415463,0.0460477,0.00124964
ENSG00000187583,0.0780439,0.0706358,0.000530592
ENSG00000187642,0.0869102,0.0667269,0.000594379
ENSG00000188290,0.0498303,0.0931903,0.000304438
ENSG00000187608,-0.0408707,0.129938,0.000156568
ENSG00000188157,0.079375,0.0898372,0.000327633
ENSG00000237330,0.00283395,0.110258,0.000217456
ENSG00000131591,-0.0277387,0.0737206,0.000487101
ENSG00000162571,-0.00863212,0.0213034,0.00585101
ENSG00000186891,-0.0341432,0.0623368,0.000681361
ENSG00000186827,-0.146948,0.119351,0.000185562
ENSG00000078808,-0.296657,0.149108,0.000113077
ENSG00000176022,0.110761,0.107433,0.000229053
ENSG00000184163,0.104102,0.0552389,0.000869822
ENSG00000162572,-0.0655467,0.0468112,0.00120905
ENSG00000131584,-0.0618922,0.131152,0.000153669
ENSG00000169972,-0.0091872,0.0467639,0.00121195
ENSG00000127054,-0.0349065,0.0358252,0.00206728
ENSG00000224051,0.111778,0.117528,0.000191361
ENSG00000169962,0.0955923,0.072411,0.000504497
ENSG00000107404,-0.0285259,0.104808,0.000240651
ENSG00000162576,0.00170121,0.112568,0.000208757
ENSG00000175756,0.180504,0.16139,0.000101479
ENSG00000221978,-0.125772,0.174324,8.69822e-05
ENSG00000242485,-0.0527084,0.110996,0.000214556
ENSG00000235098,-0.116954,0.067373,0.000582781
ENSG00000205116,-0.00467559,0.0964672,0.000284142
ENSG00000179403,0.00882307,0.0427624,0.00144391
ENSG00000215915,-0.0265225,0.0743537,0.000478402
ENSG00000160072,-0.00168626,0.0209316,0.00607716
ENSG00000197785,0.00477091,0.0894494,0.000330533
ENSG00000205090,0.0400281,0.194866,6.95858e-05
ENSG00000160075,-0.143708,0.159124,0.000104379
ENSG00000228594,-0.148517,0.225026,5.21893e-05
ENSG00000197530,-0.0166815,0.0423615,0.0014845
ENSG00000189409,-0.12149,0.174301,8.69822e-05
ENSG00000248333,-0.0225291,0.159114,0.000104379
ENSG00000189339,-0.00838632,0.12646,0.000159467
ENSG00000008128,-0.0512354,0.0419258,0.0014787
ENSG00000215790,-0.00969195,0.079605,0.000417515
ENSG00000008130,-0.0369214,0.0898365,0.000327633
ENSG00000078369,0.0951386,0.389722,1.73964e-05
ENSG00000169885,-0.188987,0.12759,0.000162367
ENSG00000178821,-0.0115255,0.120291,0.000182663
ENSG00000142609,-0.0199669,0.0296934,0.00300959
ENSG00000187730,0.00817995,0.152878,0.000113077
ENSG00000067606,-0.129784,0.107433,0.000229053
ENSG00000162585,0.307678,0.142332,0.000130473
ENSG00000157933,-0.498076,0.287838,3.18935e-05
ENSG00000116151,0.134771,0.092762,0.000307337
ENSG00000157916,0.279291,0.287823,3.18935e-05
ENSG00000157911,-0.0622105,0.0875401,0.00034503
ENSG00000149527,-0.0909135,0.0535807,0.000922012
ENSG00000157881,-0.0574259,0.110256,0.000217456
ENSG00000197921,0.448494,0.36082,2.02959e-05
ENSG00000157873,-0.223551,0.121291,0.000179763
ENSG00000157870,-0.0363406,0.1068,0.000231953
ENSG00000142606,0.0659132,0.051754,0.000988698
ENSG00000215912,0.0621091,0.0890727,0.000333432
ENSG00000169717,-0.408741,0.264769,3.76923e-05
ENSG00000142611,-0.0573665,0.337523,2.31953e-05
ENSG00000130762,-0.120497,0.0745827,0.000475503
ENSG00000162591,0.0325438,0.0378392,0.00185272
ENSG00000158109,0.0167884,0.0319448,0.00259207
ENSG00000116213,0.00386673,0.105448,0.000237751
ENSG00000078900,0.0252464,0.177286,8.40828e-05
ENSG00000162592,-0.00921276,0.0304421,0.00287041
ENSG00000235169,-0.868191,0.36083,2.02959e-05
ENSG00000130764,-0.0841616,0.154882,0.000110178
ENSG00000116198,-0.023717,0.0311883,0.00273704
ENSG00000169598,-0.0962614,0.140771,0.000133373
ENSG00000198912,0.142571,0.133691,0.00014787
ENSG00000196581,0.220209,0.426918,1.4497e-05
ENSG00000131697,0.0121832,0.0530924,0.000939408
ENSG00000069424,0.0575641,0.0665541,0.000597278
ENSG00000116254,-0.248734,0.147312,0.000121775
ENSG00000116251,-0.245208,0.225091,5.21893e-05
ENSG00000158286,-0.0221382,0.0691236,0.000553787
ENSG00000173673,-0.331571,0.21902,5.50888e-05
ENSG00000158292,0.0539218,0.083761,0.000376923
ENSG00000097021,0.0715657,0.0648726,0.000779941
ENSG00000069812,-0.293765,0.275573,3.47929e-05
ENSG00000187017,0.00618095,0.0418887,0.00151059
ENSG00000215788,0.0627596,0.156995,0.000107278
