ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.0179548,0.0191841,0.00785655
ENSG00000188976,-0.0614789,0.0507902,0.000925714
ENSG00000187961,-0.0435656,0.0443098,0.00121725
ENSG00000187583,0.0194858,0.0670003,0.000531985
ENSG00000187642,0.0086568,0.0631753,0.000598108
ENSG00000188290,0.0311843,0.088198,0.000306568
ENSG00000187608,0.221176,0.123516,0.000156289
ENSG00000188157,0.0714671,0.0845535,0.000333618
ENSG00000237330,-0.131187,0.107227,0.000207384
ENSG00000131591,-0.0883864,0.0702451,0.000483896
ENSG00000162571,-0.0327696,0.0201223,0.00591495
ENSG00000186891,-0.0938869,0.0596925,0.000670241
ENSG00000186827,0.173243,0.111332,0.000192356
ENSG00000078808,0.0289834,0.135822,0.000123228
ENSG00000176022,-0.00747917,0.100855,0.000234434
ENSG00000184163,0.0313983,0.0527797,0.000859592
ENSG00000162572,0.0146937,0.0440917,0.00122928
ENSG00000131584,-0.040167,0.123508,0.000156289
ENSG00000169972,0.0218416,0.0443157,0.00121725
ENSG00000127054,0.031204,0.0338731,0.00208586
ENSG00000224051,0.0984891,0.110471,0.000195362
ENSG00000169962,0.0426823,0.0693625,0.000495918
ENSG00000107404,-0.0512742,0.0983609,0.000246456
ENSG00000162576,-0.0578693,0.10428,0.000219406
ENSG00000175756,0.0935101,0.150548,0.000105195
ENSG00000221978,-0.158349,0.168322,8.41559e-05
ENSG00000242485,-0.213384,0.104966,0.000216401
ENSG00000235098,0.0480593,0.0639699,0.00058308
ENSG00000205116,-0.0834587,0.0923724,0.000279518
ENSG00000179403,-0.0658332,0.0407954,0.00143065
ENSG00000215915,0.0153721,0.0693601,0.000495918
ENSG00000160072,-0.0450821,0.019829,0.00609529
ENSG00000197785,-0.0453876,0.0861239,0.000321596
ENSG00000205090,0.0240815,0.185681,6.9128e-05
ENSG00000160075,0.0311166,0.155032,9.91837e-05
ENSG00000228594,-0.169178,0.209906,5.41002e-05
ENSG00000197530,-0.0162471,0.0402331,0.00148475
ENSG00000189409,-0.174704,0.168293,8.41559e-05
ENSG00000248333,0.123056,0.14846,0.0001082
ENSG00000189339,-0.0333893,0.120089,0.000159295
ENSG00000008128,0.00735083,0.0394536,0.00150579
ENSG00000215790,0.0868488,0.0750436,0.000423785
ENSG00000008130,0.0322497,0.0861175,0.000321596
ENSG00000078369,0.276259,0.398228,1.50278e-05
ENSG00000169885,-0.140271,0.12234,0.000159295
ENSG00000178821,-0.0728944,0.113109,0.000186345
ENSG00000142609,-0.013742,0.0281208,0.00302661
ENSG00000187730,-0.024668,0.148425,0.0001082
ENSG00000067606,-0.0166775,0.102173,0.000228423
ENSG00000162585,-0.251454,0.13743,0.000126234
ENSG00000157933,0.0070169,0.268498,3.30612e-05
ENSG00000116151,-0.0504338,0.0886469,0.000303562
ENSG00000157916,0.176719,0.268484,3.30612e-05
ENSG00000157911,-0.0559067,0.0845491,0.000333618
ENSG00000149527,0.0411164,0.0512872,0.000907681
ENSG00000157881,0.032278,0.104969,0.000216401
ENSG00000197921,0.762753,0.336576,2.1039e-05
ENSG00000157873,-0.168362,0.119046,0.000168312
ENSG00000157870,0.309582,0.101545,0.000231429
ENSG00000142606,-0.0380887,0.0491488,0.000988831
ENSG00000215912,0.0307188,0.0841926,0.000336623
ENSG00000169717,0.364137,0.246979,3.90724e-05
ENSG00000142611,0.120654,0.314844,2.40445e-05
ENSG00000130762,0.00437256,0.070216,0.000483896
ENSG00000162591,-0.0354033,0.0359492,0.00185143
ENSG00000158109,-0.0109163,0.03024,0.00260883
ENSG00000116213,0.144234,0.0977713,0.000249462
ENSG00000078900,-0.126546,0.17139,8.11503e-05
ENSG00000162592,-0.0111091,0.0289281,0.00286731
ENSG00000235169,0.307586,0.336585,2.1039e-05
ENSG00000130764,-0.187009,0.150541,0.000105195
ENSG00000116198,0.0249374,0.0297438,0.00271403
ENSG00000169598,-0.114165,0.134262,0.000132245
ENSG00000198912,-0.00369641,0.128546,0.000144267
ENSG00000131697,0.0964117,0.0502283,0.000946753
ENSG00000069424,-0.0743495,0.0626944,0.000607124
ENSG00000116254,0.257251,0.140807,0.000120223
ENSG00000116251,0.000593873,0.204366,5.71058e-05
ENSG00000158286,-0.0125502,0.0653409,0.000559035
ENSG00000173673,0.314952,0.222629,4.80891e-05
ENSG00000158292,0.0627443,0.0790509,0.000381707
ENSG00000097021,-0.0530637,0.0614196,0.000787458
ENSG00000069812,-0.0742549,0.268487,3.30612e-05
ENSG00000187017,-0.0420097,0.039768,0.0015118
ENSG00000215788,0.0366121,0.148466,0.0001082
ENSG00000171680,-0.0390641,0.0420558,0.0013525
ENSG00000162408,-0.0324017,0.0857171,0.000324601
ENSG00000173662,0.0622548,0.027675,0.0031318
ENSG00000204859,0.0685372,0.148428,0.0001082
ENSG00000162413,0.0790398,0.0758377,0.000414768
ENSG00000041988,-0.0435788,0.132766,0.00013525
ENSG00000007923,0.0187214,0.110475,0.000195362
ENSG00000171735,-0.0104857,0.018504,0.0070751
ENSG00000049245,-0.315359,0.268501,3.30612e-05
ENSG00000049246,0.0407999,0.0488482,0.000994842
ENSG00000049247,-0.0887129,0.0800102,0.00037269
ENSG00000049249,0.0949333,0.15054,0.000105195
ENSG00000116288,0.276644,0.194323,6.31169e-05
ENSG00000116285,0.19223,0.0933741,0.000273507
ENSG00000162426,0.00450661,0.0596788,0.000670241
ENSG00000142599,-0.0120783,0.020928,0.00550319
ENSG00000074800,-0.0329029,0.178111,7.51392e-05
ENSG00000131686,-0.0748356,0.12725,0.000147273
ENSG00000197241,0.0990867,0.0877893,0.000309573
ENSG00000142583,0.0133426,0.0745046,0.000429796
ENSG00000180758,-0.0441786,0.127241,0.000147273
ENSG00000049239,0.172422,0.0702113,0.000483896
ENSG00000171621,0.0275705,0.398228,1.50278e-05
ENSG00000171612,0.219063,0.215991,5.10946e-05
ENSG00000188807,-0.177302,0.146438,0.000111206
ENSG00000171608,0.050756,0.132757,0.00013525
ENSG00000171603,-0.0302083,0.162595,9.0167e-05
ENSG00000178585,0.179807,0.174673,7.81447e-05
ENSG00000162441,-0.102812,0.135819,0.000129239
ENSG00000173614,-0.0473158,0.111329,0.000192356
ENSG00000162444,0.163585,0.140817,0.000120223
ENSG00000130939,0.0214048,0.041006,0.00141562
ENSG00000054523,0.0683532,0.0740409,0.000435807
ENSG00000142657,0.025999,0.139093,0.000123228
ENSG00000175279,-0.0159076,0.0793673,0.000378701
ENSG00000251503,-0.0132346,0.0727442,0.000450835
ENSG00000241563,0.103367,0.142611,0.000117217
ENSG00000160049,-0.1553,0.083487,0.000342635
ENSG00000142655,0.132601,0.296822,2.70501e-05
ENSG00000130940,-0.0255444,0.100852,0.000234434
ENSG00000175262,-0.0246898,0.0428501,0.00130141
ENSG00000120948,-0.147073,0.215987,5.10946e-05
ENSG00000009724,0.0135046,0.0562517,0.000754397
ENSG00000116649,-0.033858,0.257063,3.60668e-05
ENSG00000171824,-0.131732,0.0886385,0.000303562
ENSG00000198793,0.279309,0.0995812,0.000240445
ENSG00000171819,0.0888747,0.069356,0.000495918
ENSG00000120942,-0.688905,0.268495,3.30612e-05
ENSG00000204624,-0.0155839,0.0623905,0.000613136
ENSG00000116661,0.000238832,0.115948,0.000177328
ENSG00000132879,-0.0577222,0.0995825,0.000240445
ENSG00000116663,-0.197121,0.128554,0.000144267
ENSG00000116670,0.0147394,0.142638,0.000117217
ENSG00000162490,-0.0260372,0.0685436,0.00050193
ENSG00000177674,-0.0011377,0.0891263,0.000300557
ENSG00000215910,-0.0451519,0.0313666,0.0024285
ENSG00000177000,0.0599032,0.108024,0.000204379
ENSG00000011021,0.102392,0.120091,0.000165306
ENSG00000175206,-0.0637908,0.0766721,0.000405751
ENSG00000120937,-0.0276385,0.117969,0.000171317
ENSG00000116685,-0.0322907,0.121198,0.000162301
ENSG00000083444,0.00740103,0.0502262,0.000946753
ENSG00000116688,0.0967481,0.146408,0.000111206
ENSG00000116691,0.178875,0.0693879,0.000495918
ENSG00000120949,-0.178197,0.209898,5.41002e-05
ENSG00000028137,0.140201,0.199132,6.01113e-05
ENSG00000048707,0.0838559,0.0737651,0.000438813
ENSG00000204518,-0.0930233,0.162625,9.0167e-05
ENSG00000188984,0.0322813,0.113116,0.000186345
ENSG00000157330,0.0321435,0.116063,0.000177328
ENSG00000116726,0.114518,0.102848,0.000225417
ENSG00000116721,0.0170102,0.065501,0.000519963
ENSG00000239810,0.0150654,0.0204993,0.00563544
ENSG00000179172,0.209304,0.160002,8.71614e-05
ENSG00000120952,0.0704336,0.11048,0.000195362
ENSG00000243073,-0.09626,0.0954913,0.000225417
ENSG00000187545,0.147846,0.0823856,0.000351651
ENSG00000204510,-0.0351451,0.140837,0.000120223
ENSG00000232423,0.103223,0.115972,0.000171317
ENSG00000274764,0.0337775,0.0949638,0.000246456
ENSG00000275774,0.0361184,0.0425266,0.00128638
ENSG00000204505,0.0908133,0.246988,3.30612e-05
ENSG00000270601,0.0229065,0.157801,9.61781e-05
ENSG00000182330,0.047084,0.0734815,0.000435807
ENSG00000204501,0.00275264,0.0167411,0.00865002
ENSG00000204481,-0.101404,0.0711067,0.000465863
ENSG00000204480,-0.0851721,0.11696,0.000174323
ENSG00000204479,-0.0594737,0.0411472,0.00141262
ENSG00000204478,-0.164228,0.0745062,0.000429796
