ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.00446829,0.0253656,0.00790064
ENSG00000188976,0.146242,0.0702924,0.000858872
ENSG00000187961,-0.0946397,0.0575422,0.00128343
ENSG00000187583,-0.00238844,0.0946599,0.000473355
ENSG00000187642,0.0149997,0.0881234,0.000546555
ENSG00000188290,0.028047,0.110619,0.000346477
ENSG00000187608,-0.0634902,0.194292,0.000112239
ENSG00000188157,-0.192246,0.114726,0.000322077
ENSG00000237330,0.126004,0.130515,0.000248878
ENSG00000131591,-0.119825,0.1036,0.000395276
ENSG00000162571,-0.0141476,0.0270239,0.00582178
ENSG00000186891,-0.0322248,0.0777139,0.000702713
ENSG00000186827,-0.0629358,0.157518,0.000170798
ENSG00000078808,0.179039,0.232959,7.80793e-05
ENSG00000176022,-0.115463,0.124542,0.000273277
ENSG00000184163,0.0536066,0.0705897,0.000853992
ENSG00000162572,-0.00930076,0.0584357,0.00124439
ENSG00000131584,0.178224,0.170133,0.000146399
ENSG00000169972,0.143105,0.0583184,0.00124927
ENSG00000127054,-0.0460106,0.0459963,0.00201054
ENSG00000224051,0.0206064,0.164731,0.000156159
ENSG00000169962,0.00362556,0.0884926,0.000541675
ENSG00000107404,0.0667886,0.131823,0.000243998
ENSG00000162576,0.142379,0.133163,0.000239118
ENSG00000175756,-0.294306,0.208393,9.75991e-05
ENSG00000221978,0.384915,0.198685,0.000107359
ENSG00000242485,-0.227932,0.15751,0.000170798
ENSG00000235098,0.067257,0.0844103,0.000595354
ENSG00000205116,0.0408309,0.124603,0.000273277
ENSG00000179403,0.00195581,0.0549918,0.00140543
ENSG00000215915,-0.0903031,0.0982651,0.000439196
ENSG00000160072,-0.0296191,0.0263341,0.00614874
ENSG00000197785,0.0370055,0.101107,0.000414796
ENSG00000205090,0.31492,0.232938,7.80793e-05
ENSG00000160075,-0.119209,0.208345,9.75991e-05
ENSG00000228594,-0.0432882,0.268985,5.85594e-05
ENSG00000197530,-0.0108814,0.0526189,0.00153719
ENSG00000189409,-0.292911,0.203339,0.000102479
ENSG00000248333,0.059017,0.232931,7.80793e-05
ENSG00000189339,0.0301037,0.145555,0.000200078
ENSG00000008128,0.00729904,0.0525809,0.00153719
ENSG00000215790,-0.00339602,0.0977478,0.000444076
ENSG00000008130,-0.0972137,0.108359,0.000361117
ENSG00000078369,0.00158124,0.352213,3.41597e-05
ENSG00000169885,0.0218024,0.145538,0.000200078
ENSG00000178821,0.184333,0.143821,0.000204958
ENSG00000142609,-0.0057074,0.0369525,0.00308413
ENSG00000187730,0.184581,0.190211,0.000117119
ENSG00000067606,-0.111397,0.142122,0.000209838
ENSG00000162585,-0.0305626,0.20836,9.75991e-05
ENSG00000116151,-0.1445,0.113036,0.000331837
ENSG00000157911,0.0495133,0.109848,0.000351357
ENSG00000149527,-0.0791657,0.0662771,0.000966231
ENSG00000157881,-0.161246,0.137421,0.000224478
ENSG00000197921,-0.595003,0.294647,4.87995e-05
ENSG00000157873,-0.0519074,0.162221,0.000161038
ENSG00000157870,0.0534374,0.115712,0.000307437
ENSG00000142606,-0.0895058,0.0658015,0.000980871
ENSG00000215912,0.129269,0.108379,0.000361117
ENSG00000169717,-0.0289559,0.269001,5.85594e-05
ENSG00000142611,-0.280559,0.329422,3.90396e-05
ENSG00000130762,0.0862698,0.0869388,0.000561195
ENSG00000162591,-0.0166799,0.0484699,0.00181046
ENSG00000158109,-0.0165683,0.0416952,0.00244974
ENSG00000116213,0.0202334,0.134529,0.000234238
ENSG00000078900,0.248057,0.19431,0.000112239
ENSG00000162592,0.0120678,0.0383289,0.00290357
ENSG00000130764,-0.040998,0.190222,0.000117119
ENSG00000116198,0.0448803,0.0441509,0.00218622
ENSG00000169598,0.0773614,0.164734,0.000156159
ENSG00000198912,-0.119107,0.198674,0.000107359
ENSG00000131697,0.0864056,0.0669666,0.000946711
ENSG00000069424,0.000285922,0.0854696,0.000580714
ENSG00000116254,-0.0697675,0.176121,0.000136639
ENSG00000116251,-0.273009,0.249012,6.83193e-05
ENSG00000158286,-0.115753,0.0851149,0.000585594
ENSG00000173673,-0.235103,0.28094,5.36795e-05
ENSG00000158292,0.102754,0.113877,0.000326957
