ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.00552465,0.0250621,0.00789125
ENSG00000188976,0.119348,0.0702161,0.000841669
ENSG00000187961,-0.0161437,0.0572021,0.0012698
ENSG00000187583,0.00313856,0.092325,0.000486514
ENSG00000187642,0.00288362,0.0857428,0.000564356
ENSG00000188290,0.0789829,0.109549,0.000345425
ENSG00000187608,-0.0865551,0.201364,0.000102168
ENSG00000188157,-0.221572,0.111937,0.000330829
ENSG00000237330,0.229145,0.131859,0.000238392
ENSG00000131591,-0.199776,0.103231,0.000389211
ENSG00000162571,0.0279666,0.0266307,0.00586736
ENSG00000186891,-0.205508,0.077234,0.000695715
ENSG00000186827,-0.0684345,0.158273,0.000165415
ENSG00000078808,0.0257089,0.230709,7.78422e-05
ENSG00000176022,-0.123641,0.1256,0.000262717
ENSG00000184163,-0.0146325,0.0702759,0.000841669
ENSG00000162572,-0.0011635,0.05787,0.00124061
ENSG00000131584,-0.00674601,0.158278,0.000165415
ENSG00000169972,-0.0573371,0.0572,0.0012698
ENSG00000127054,-0.0346498,0.0456076,0.00199957
ENSG00000224051,-0.110616,0.15599,0.00017028
ENSG00000169962,-0.098653,0.0888453,0.000525435
ENSG00000107404,0.0100519,0.129262,0.000248122
ENSG00000162576,0.0763107,0.128025,0.000252987
ENSG00000175756,-0.22232,0.192455,0.000111898
ENSG00000221978,0.276111,0.201396,0.000102168
ENSG00000242485,-0.355827,0.153807,0.000175145
ENSG00000235098,0.194141,0.0853646,0.000569221
ENSG00000205116,0.0923234,0.128056,0.000252987
ENSG00000179403,-0.0981165,0.0527538,0.0014936
ENSG00000215915,0.0585263,0.0978581,0.000432997
ENSG00000160072,-0.00746576,0.0261387,0.00609115
ENSG00000197785,-0.0553539,0.104524,0.000379481
ENSG00000205090,0.542161,0.230692,7.78422e-05
ENSG00000160075,-0.0763545,0.19674,0.000107033
ENSG00000228594,-0.277384,0.266387,5.83817e-05
ENSG00000197530,0.07609,0.0516784,0.00156171
ENSG00000189409,-0.0598753,0.201375,0.000102168
ENSG00000248333,-0.0104792,0.206478,9.73028e-05
