ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.0652977,0.0259411,0.0075198
ENSG00000188976,-0.0464081,0.0646546,0.00100049
ENSG00000187961,-0.0236821,0.0574509,0.0012679
ENSG00000187583,0.096257,0.0947259,0.000465665
ENSG00000187642,-0.0866735,0.0848339,0.000580929
ENSG00000188290,0.138047,0.112956,0.000327349
ENSG00000187608,0.222846,0.173757,0.000138316
ENSG00000188157,-0.046482,0.110643,0.00034118
ENSG00000237330,0.101415,0.152377,0.000179811
ENSG00000131591,-0.0991793,0.0912194,0.00050255
ENSG00000162571,0.00297969,0.0269071,0.00578624
ENSG00000186891,0.00403966,0.0780365,0.000686972
ENSG00000186827,0.0137897,0.146833,0.000193643
ENSG00000078808,-0.0858706,0.183115,0.000124485
ENSG00000176022,0.157525,0.135957,0.000225917
ENSG00000184163,0.131472,0.0693549,0.000871393
ENSG00000162572,0.0174984,0.0586457,0.00121718
ENSG00000131584,-0.143888,0.165663,0.000152148
ENSG00000169972,-0.0355609,0.0594343,0.00118491
ENSG00000127054,-0.0620673,0.0437518,0.00219001
ENSG00000224051,-0.0858108,0.1295,0.00024897
ENSG00000169962,0.0898808,0.0887781,0.000530213
ENSG00000107404,0.0962188,0.128334,0.00025358
ENSG00000162576,-0.198525,0.121921,0.000281243
ENSG00000175756,0.151335,0.19425,0.000110653
ENSG00000221978,-0.102612,0.212819,9.22109e-05
ENSG00000242485,-0.0142004,0.140316,0.000212085
ENSG00000235098,0.0297401,0.0915979,0.000497939
ENSG00000205116,0.123088,0.11375,0.000322738
ENSG00000179403,0.050727,0.0534449,0.00146615
ENSG00000215915,0.131533,0.0981829,0.000433391
ENSG00000160072,0.00210571,0.025734,0.00636717
ENSG00000197785,-0.20717,0.105759,0.000373454
ENSG00000205090,0.037963,0.224254,8.29898e-05
ENSG00000160075,0.077471,0.198451,0.000106043
ENSG00000228594,-0.154562,0.230772,7.83793e-05
ENSG00000197530,0.0803632,0.0536743,0.00144771
ENSG00000189409,-0.306341,0.245695,6.91582e-05
ENSG00000248333,0.0186442,0.190303,0.000115264
ENSG00000189339,0.00794497,0.145123,0.000198254
ENSG00000008128,0.0719294,0.0513083,0.00156298
ENSG00000215790,0.00151957,0.105113,0.000378065
ENSG00000008130,-0.0252528,0.107769,0.000359623
ENSG00000078369,-0.571282,0.359621,3.22738e-05
ENSG00000169885,0.309864,0.160842,0.000161369
ENSG00000178821,0.00761757,0.176693,0.000133706
ENSG00000142609,-0.045832,0.0372925,0.00301991
ENSG00000187730,0.269878,0.207626,9.68215e-05
ENSG00000067606,-0.111896,0.124962,0.000267412
ENSG00000162585,0.228843,0.186603,0.000119874
ENSG00000116151,0.136244,0.118044,0.000299686
ENSG00000157916,0.512326,0.286872,5.0716e-05
ENSG00000157911,0.121677,0.101464,0.000405728
ENSG00000149527,0.0421892,0.066032,0.000958994
ENSG00000157881,-0.0131235,0.129506,0.00024897
ENSG00000197921,-0.375385,0.359615,3.22738e-05
ENSG00000157873,0.0804909,0.156431,0.00017059
ENSG00000157870,0.274363,0.129588,0.000239748
ENSG00000142606,-0.0784011,0.0646577,0.00100049
ENSG00000215912,-0.0495594,0.111418,0.00033657
ENSG00000169717,0.336145,0.286866,5.0716e-05
ENSG00000130762,0.0971401,0.0961584,0.000451834
ENSG00000162591,-0.0552292,0.0511646,0.00159064
ENSG00000158109,-0.0336238,0.0392512,0.00270639
ENSG00000116213,-0.0668016,0.141878,0.000207475
ENSG00000078900,0.00411679,0.254294,6.45477e-05
ENSG00000162592,0.00460832,0.0366785,0.00312595
ENSG00000235169,0.17753,0.42547,2.30527e-05
ENSG00000130764,-0.216002,0.212795,9.22109e-05
ENSG00000116198,0.00585819,0.0428165,0.00229144
ENSG00000169598,0.20703,0.212756,9.22109e-05
ENSG00000198912,-0.191608,0.15644,0.00017059
ENSG00000131697,0.0607421,0.0666869,0.000940552
ENSG00000069424,-0.0975734,0.0899696,0.000516381
ENSG00000116254,-0.141568,0.212747,9.22109e-05
ENSG00000116251,0.066994,0.317151,4.14949e-05
ENSG00000158286,0.0574782,0.0933568,0.000479497
ENSG00000116237,0.104145,0.388412,2.76633e-05
ENSG00000173673,-0.487664,0.300862,4.61055e-05
ENSG00000158292,-0.269418,0.124975,0.000267412
ENSG00000097021,-0.0720228,0.0843283,0.000682361
ENSG00000069812,-0.201394,0.317153,4.14949e-05
ENSG00000187017,-0.0478906,0.053772,0.00144771
ENSG00000215788,0.204194,0.202928,0.000101432
ENSG00000171680,0.0698467,0.057583,0.00126329
ENSG00000162408,0.205999,0.0987057,0.000428781
ENSG00000173662,0.0123188,0.0362849,0.00316284
ENSG00000204859,-0.165484,0.245711,6.91582e-05
ENSG00000162413,-0.022931,0.108462,0.000355012
ENSG00000041988,0.101789,0.1632,0.000156759
ENSG00000007923,0.132602,0.146832,0.000193643
ENSG00000171735,0.00180196,0.0234206,0.0077365
ENSG00000049245,-0.118944,0.286873,5.0716e-05
ENSG00000049246,-0.0414494,0.0680241,0.000903667
ENSG00000049247,0.159336,0.105801,0.000373454
ENSG00000049249,0.172727,0.207656,9.68215e-05
ENSG00000116288,-0.22734,0.218283,8.76004e-05
ENSG00000116285,-0.0165943,0.130717,0.000244359
ENSG00000162426,0.0573512,0.0736801,0.000769961
ENSG00000142599,-0.0140918,0.0277003,0.00550038
ENSG00000074800,0.00749534,0.21277,9.22109e-05
ENSG00000131686,0.0684979,0.158598,0.00016598
ENSG00000197241,-0.0453145,0.105758,0.000373454
ENSG00000142583,-0.0495264,0.0916086,0.000497939
ENSG00000180758,0.130993,0.18661,0.000119874
ENSG00000049239,-0.000503436,0.0872674,0.000548655
ENSG00000171621,0.168664,0.388494,2.76633e-05
ENSG00000171612,0.159541,0.263959,5.99371e-05
ENSG00000188807,-0.0683946,0.163254,0.000156759
ENSG00000171608,-0.117347,0.154365,0.000175201
ENSG00000171603,-0.0602033,0.202864,0.000101432
ENSG00000178585,0.0309562,0.245721,6.91582e-05
ENSG00000162441,-0.200406,0.158624,0.00016598
ENSG00000173614,0.0193947,0.152375,0.000179811
ENSG00000162444,0.0013482,0.186605,0.000119874
ENSG00000130939,0.105594,0.055194,0.00137394
ENSG00000054523,0.00894317,0.0917072,0.000497939
ENSG00000142657,-0.274221,0.190301,0.000115264
ENSG00000175279,-0.0282107,0.0951993,0.000461055
ENSG00000251503,-0.0513948,0.0895598,0.000520992
ENSG00000241563,-0.162901,0.198398,0.000106043
ENSG00000160049,-0.0747729,0.0993254,0.000414949
ENSG00000142655,0.0177326,0.425458,2.30527e-05
ENSG00000130940,-0.0272279,0.133257,0.000235138
ENSG00000175262,-0.0760433,0.0566293,0.00130478
ENSG00000120948,-0.347841,0.237869,7.37688e-05
ENSG00000009724,-0.0559973,0.075987,0.000714635
ENSG00000116649,0.26635,0.388434,2.76633e-05
ENSG00000171824,-0.0590552,0.112186,0.000331959
ENSG00000198793,0.159552,0.131986,0.000239748
ENSG00000171819,-0.0973037,0.0801847,0.000650087
ENSG00000120942,-0.278974,0.317223,4.14949e-05
ENSG00000204624,0.0639212,0.0899621,0.00050716
ENSG00000116661,-0.0401429,0.170969,0.000142927
ENSG00000132879,0.0461851,0.137349,0.000221306
ENSG00000116663,-0.100497,0.163188,0.000156759
ENSG00000116670,0.11209,0.150486,0.000184422
ENSG00000162490,-0.0818995,0.0911811,0.000493329
ENSG00000177674,-0.00602213,0.133326,0.000235138
ENSG00000215910,-0.0664447,0.0421505,0.0023606
ENSG00000177000,-0.314256,0.133253,0.000235138
ENSG00000011021,0.0775394,0.176707,0.000133706
ENSG00000175206,0.0353621,0.098184,0.000433391
