ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.0597924,0.0210678,0.00756898
ENSG00000188976,-0.00109292,0.0542892,0.000954391
ENSG00000187961,-0.0303865,0.0453283,0.00137017
ENSG00000187583,-0.0800765,0.0731094,0.000526017
ENSG00000187642,0.0255178,0.0661399,0.00064256
ENSG00000188290,0.0493921,0.098446,0.000289782
ENSG00000187608,-0.259555,0.157339,0.000113393
ENSG00000188157,0.0933578,0.0944183,0.00031498
ENSG00000237330,-0.073964,0.109018,0.000236235
ENSG00000131591,0.16364,0.0844931,0.000393726
ENSG00000162571,0.0186035,0.021876,0.00589958
ENSG00000186891,0.0495524,0.0664889,0.000636261
ENSG00000186827,0.024688,0.112048,0.000223636
ENSG00000078808,0.178239,0.157354,0.000113393
ENSG00000176022,-0.0271678,0.100656,0.000277183
ENSG00000184163,-0.00267387,0.0595046,0.000796901
ENSG00000162572,-0.051307,0.0484225,0.00120008
ENSG00000131584,0.0935334,0.14232,0.000138591
ENSG00000169972,-0.0613273,0.0492716,0.00115913
ENSG00000127054,-0.0161375,0.0367914,0.00208202
ENSG00000224051,-0.25016,0.126155,0.000176389
ENSG00000169962,-0.0425688,0.0708026,0.000560665
ENSG00000107404,-0.22105,0.110503,0.000229936
ENSG00000162576,-0.0147411,0.125094,0.000179539
ENSG00000175756,0.0374466,0.188807,7.87451e-05
ENSG00000221978,-0.275214,0.196857,7.24455e-05
ENSG00000242485,0.0991057,0.116213,0.000207887
ENSG00000235098,-0.0224641,0.0728711,0.000529167
ENSG00000205116,-0.0378523,0.0968751,0.000299231
ENSG00000179403,0.00878421,0.0434711,0.00148356
ENSG00000215915,0.00772684,0.0776339,0.000459871
ENSG00000160072,-0.0241571,0.0214457,0.00612952
ENSG00000197785,-0.12673,0.085849,0.000381126
ENSG00000205090,0.073185,0.181666,8.50447e-05
ENSG00000160075,0.0720114,0.175332,9.13443e-05
ENSG00000228594,-0.14558,0.235991,5.03969e-05
ENSG00000197530,0.0383446,0.0451197,0.00139221
ENSG00000189409,0.147241,0.15519,0.000116543
ENSG00000248333,0.0649422,0.181673,8.50447e-05
ENSG00000189339,0.0533246,0.130931,0.00016379
ENSG00000008128,-0.0309593,0.0416268,0.0016127
ENSG00000215790,0.0131709,0.080109,0.000437823
ENSG00000008130,-0.0556506,0.0880587,0.000362228
ENSG00000078369,0.0659095,0.284617,3.46479e-05
ENSG00000169885,0.0612179,0.14744,0.000129142
ENSG00000178821,0.22714,0.136263,0.000151191
ENSG00000142609,-0.0231907,0.0299942,0.00314036
ENSG00000187730,0.0565788,0.164337,0.000103944
ENSG00000067606,-0.0382531,0.109761,0.000233086
ENSG00000162585,-0.276931,0.139194,0.000144891
ENSG00000157933,-0.265701,0.261801,4.09475e-05
ENSG00000116151,0.0511138,0.100087,0.000280333
ENSG00000157916,-0.0188723,0.385354,1.88988e-05
ENSG00000157911,0.0151611,0.0798127,0.000440973
ENSG00000149527,0.128742,0.0548247,0.000935492
ENSG00000157881,0.0719947,0.118017,0.000201588
ENSG00000197921,0.182093,0.422132,1.5749e-05
ENSG00000157873,-0.00225716,0.137705,0.000148041
ENSG00000157870,0.183969,0.109068,0.000236235
ENSG00000142606,-0.0577986,0.0524225,0.00102369
ENSG00000215912,0.0296492,0.0926261,0.00032758
ENSG00000169717,0.195295,0.252286,4.40973e-05
ENSG00000142611,-0.104188,0.35676,2.20486e-05
ENSG00000130762,0.0672961,0.077627,0.000466171
ENSG00000162591,0.00416859,0.0406542,0.00169774
