ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,-0.00480544,0.0122549,0.00743166
ENSG00000188976,0.0140915,0.0305147,0.00100804
ENSG00000187961,-0.0488728,0.0263585,0.00135212
ENSG00000187583,-0.0392344,0.0418897,0.000534591
ENSG00000187642,-0.0421457,0.0398745,0.00059004
ENSG00000188290,-0.0132524,0.057267,0.000285778
ENSG00000187608,0.0477813,0.0832871,0.000135069
ENSG00000188157,0.0571064,0.0540079,0.000321323
ENSG00000237330,0.0827191,0.0688587,0.000197628
ENSG00000131591,-0.00784591,0.0450588,0.00046208
ENSG00000162571,0.00156533,0.0126101,0.0059331
ENSG00000186891,-0.00945983,0.0369012,0.000689565
ENSG00000186827,-0.00305678,0.0662868,0.000213268
ENSG00000078808,0.062998,0.0891068,0.000115164
ENSG00000176022,-0.0748674,0.0637865,0.000230329
ENSG00000184163,0.0358739,0.0343903,0.000794777
ENSG00000160087,0.105627,0.306774,9.95248e-06
ENSG00000162572,0.00184139,0.0278448,0.00121136
ENSG00000131584,-0.0751608,0.0763673,0.000160662
ENSG00000169972,-0.00348089,0.0278983,0.00120709
ENSG00000127054,-0.0300373,0.0212506,0.00208291
ENSG00000224051,0.00746928,0.0654192,0.000218955
ENSG00000169962,0.049211,0.0415537,0.000543121
ENSG00000107404,-0.0648514,0.0633962,0.000233172
ENSG00000162576,0.00585886,0.0615666,0.00024739
ENSG00000175756,-0.0299641,0.0891056,0.000118008
ENSG00000221978,-0.0856612,0.109455,7.81981e-05
ENSG00000242485,-0.109762,0.0671869,0.00020758
ENSG00000235098,-0.0896286,0.0420508,0.000530325
ENSG00000205116,-0.0604594,0.0552458,0.000307105
ENSG00000179403,0.00622831,0.0253184,0.00146302
ENSG00000215915,0.00714943,0.0447015,0.000463501
ENSG00000160072,0.0156976,0.0124218,0.0061094
ENSG00000197785,0.00843471,0.0499758,0.000375351
ENSG00000205090,0.00852483,0.105674,8.38852e-05
ENSG00000160075,-0.110873,0.112573,7.39327e-05
ENSG00000228594,0.0498163,0.128343,5.68713e-05
ENSG00000197530,0.0389304,0.0257881,0.00141183
ENSG00000189409,0.163543,0.104792,8.5307e-05
ENSG00000248333,0.121055,0.0907583,0.000113743
ENSG00000189339,-0.00507331,0.0693605,0.000191941
ENSG00000008128,0.0225604,0.0242377,0.00157391
ENSG00000215790,0.0369587,0.0460465,0.000442175
ENSG00000008130,-0.0294569,0.0536549,0.000325588
ENSG00000078369,0.0104608,0.169255,3.2701e-05
ENSG00000169885,-0.0195642,0.0811777,0.000142178
ENSG00000178821,-0.0248181,0.0763682,0.000160662
ENSG00000142609,0.0242351,0.017536,0.00305399
ENSG00000187730,0.078472,0.092507,0.000109477
ENSG00000067606,0.0461203,0.0617265,0.000245969
ENSG00000162585,-0.0318081,0.0891045,0.000118008
ENSG00000157933,0.07377,0.177121,2.98575e-05
ENSG00000116151,0.0419555,0.056435,0.000294309
ENSG00000157916,-0.165726,0.162334,3.55446e-05
ENSG00000157911,0.0183593,0.0462706,0.000437909
ENSG00000149527,-0.00512927,0.03141,0.000951173
ENSG00000157881,-0.17162,0.0671883,0.00020758
ENSG00000197921,0.150191,0.181497,2.84357e-05
ENSG00000157873,0.00555014,0.0741225,0.000170614
ENSG00000157870,0.148654,0.0600522,0.000257343
ENSG00000142606,-0.0407356,0.0311353,0.000965391
ENSG00000215912,0.00448858,0.0503652,0.000369664
ENSG00000169717,0.145192,0.137203,4.97624e-05
ENSG00000142611,-0.200903,0.181493,2.84357e-05
ENSG00000130762,0.0335052,0.0441075,0.000481985
ENSG00000162591,-0.0197693,0.0227144,0.00181988
ENSG00000158109,-0.0187642,0.019273,0.00252651
ENSG00000116213,-0.0267365,0.0637864,0.000230329
ENSG00000078900,-0.0115412,0.101466,9.09941e-05
ENSG00000162592,0.0331135,0.0175249,0.00306963
ENSG00000235169,0.183498,0.177121,2.98575e-05
ENSG00000130764,0.0131697,0.094363,0.000105212
ENSG00000116198,-0.00422525,0.0206833,0.00220234
ENSG00000169598,0.0589594,0.0937317,0.000106634
ENSG00000198912,-0.11084,0.0777536,0.000154974
ENSG00000196581,0.0174618,0.244722,1.56396e-05
ENSG00000131697,0.00700909,0.0316743,0.000935533
ENSG00000069424,0.0553886,0.0385073,0.000632694
ENSG00000116254,-0.00838491,0.0860459,0.000126539
ENSG00000116251,-0.162174,0.122378,6.25585e-05
ENSG00000158286,0.0389588,0.041021,0.000557339
ENSG00000116237,0.0842086,0.209633,2.13268e-05
ENSG00000173673,0.0629292,0.125248,5.97149e-05
ENSG00000158292,0.0373436,0.0564334,0.000294309
ENSG00000097021,0.0210367,0.0409818,0.000668238
ENSG00000069812,-0.190495,0.173048,3.12792e-05
ENSG00000187017,0.0254627,0.0244121,0.00157676
ENSG00000215788,-0.0872405,0.100734,9.24159e-05
