ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.000977629,0.00771638,0.00747215
ENSG00000188976,-0.0308074,0.0195162,0.000983302
ENSG00000187961,0.0296261,0.0167189,0.00134097
ENSG00000187583,0.0357322,0.0263713,0.000538278
ENSG00000187642,0.0282489,0.0251315,0.000592578
ENSG00000188290,-0.0671002,0.0353166,0.00029983
ENSG00000187608,0.0366797,0.0539029,0.000128667
ENSG00000188157,-0.00922153,0.0338803,0.0003258
ENSG00000237330,-0.0832687,0.0427894,0.000204215
ENSG00000131591,0.0287978,0.0289635,0.000446204
ENSG00000162571,-0.00229426,0.00795568,0.00594585
ENSG00000186891,0.0243386,0.023514,0.000677569
ENSG00000186827,0.0126177,0.0420664,0.000211298
ENSG00000078808,-0.0184381,0.0571398,0.000112141
ENSG00000176022,-0.0809192,0.0393104,0.000241989
ENSG00000184163,0.016006,0.021401,0.000819221
ENSG00000160087,0.165575,0.212671,8.26304e-06
ENSG00000162572,-0.016126,0.0176945,0.00119696
ENSG00000131584,0.0843585,0.0479058,0.0001629
ENSG00000169972,0.0147544,0.0177043,0.00119578
ENSG00000127054,0.0116083,0.0132947,0.0021236
ENSG00000224051,0.056818,0.0418325,0.000213659
ENSG00000169962,-0.0272641,0.0266302,0.000527654
ENSG00000107404,-0.00842138,0.0391194,0.00024435
ENSG00000162576,0.0574011,0.0399083,0.000234906
ENSG00000175756,0.0442453,0.0589938,0.00010742
ENSG00000221978,0.0520407,0.0682417,8.02695e-05
ENSG00000242485,-0.050924,0.0431641,0.000200674
ENSG00000235098,0.0187505,0.026541,0.000531195
ENSG00000205116,-0.0126454,0.0351119,0.000303372
ENSG00000179403,0.0217066,0.0159086,0.00147908
ENSG00000215915,-0.0284364,0.0281129,0.000468632
ENSG00000160072,0.00381735,0.00785986,0.00609222
ENSG00000197785,0.0148182,0.0315671,0.000375378
ENSG00000205090,-0.00056706,0.0667817,8.38108e-05
ENSG00000160075,0.0498366,0.0645549,8.9713e-05
ENSG00000228594,-0.0397509,0.0820797,5.54804e-05
ENSG00000197530,0.00324913,0.0161754,0.00143541
ENSG00000189409,-0.0225205,0.0645486,8.9713e-05
ENSG00000248333,0.0614778,0.0557209,0.000120404
ENSG00000189339,-0.100918,0.0442188,0.000188869
ENSG00000008128,-0.0164033,0.0154132,0.00155699
ENSG00000215790,0.0278128,0.029629,0.000426137
ENSG00000008130,-0.0253709,0.0330542,0.000342326
ENSG00000078369,-0.0378782,0.110356,3.06913e-05
ENSG00000169885,-0.0358078,0.0513732,0.000141652
ENSG00000178821,-0.0186518,0.0480817,0.000161719
ENSG00000142609,-0.00898452,0.0111128,0.00303608
ENSG00000187730,0.0174859,0.060681,0.000101517
ENSG00000067606,0.0334807,0.039699,0.000237267
ENSG00000162585,0.11729,0.05466,0.000125126
ENSG00000157933,0.0211114,0.102733,3.5413e-05
ENSG00000116151,0.0544932,0.0353876,0.00029865
ENSG00000157916,-0.231891,0.108289,3.18717e-05
ENSG00000157911,-0.077982,0.0296698,0.000424956
ENSG00000149527,-0.0397113,0.0198504,0.000950249
ENSG00000157881,0.0384474,0.0423035,0.000208937
ENSG00000197921,0.0355466,0.11486,2.83304e-05
ENSG00000157873,0.0991879,0.0474047,0.000166441
ENSG00000157870,0.0204997,0.0383164,0.000252613
ENSG00000142606,0.0178671,0.0195284,0.00097976
ENSG00000215912,0.0576871,0.0329473,0.000344687
ENSG00000169717,0.039074,0.0868278,4.95782e-05
ENSG00000142611,-0.0142981,0.102732,3.5413e-05
