ensg,beta,standard_error,effect_allele_frequency
ENSG00000187634,0.00345557,0.0124666,0.00747627
ENSG00000188976,0.0453531,0.0315928,0.000979576
ENSG00000187961,0.00332546,0.0271206,0.00133036
ENSG00000187583,-0.0110912,0.0426629,0.000536917
ENSG00000187642,0.0367797,0.0405927,0.000592995
ENSG00000188290,0.00455016,0.0567586,0.00030306
ENSG00000187608,0.0885912,0.088263,0.000125281
ENSG00000188157,0.100083,0.0555682,0.000316185
ENSG00000237330,-0.0502004,0.0689671,0.000205222
ENSG00000131591,0.0207455,0.0471123,0.000440272
ENSG00000162571,0.00540492,0.0128825,0.00591921
ENSG00000186891,-0.0153911,0.0381225,0.000672936
ENSG00000186827,-0.0516616,0.0676056,0.000213574
ENSG00000078808,-0.101764,0.0937846,0.000108577
ENSG00000176022,0.0845944,0.0642832,0.000236244
ENSG00000184163,-0.0487726,0.0347682,0.000810148
ENSG00000160087,0.240489,0.341787,8.35205e-06
ENSG00000162572,0.041735,0.0285075,0.00120389
ENSG00000131584,-0.208729,0.078131,0.000159882
ENSG00000169972,0.0102962,0.0286648,0.00119076
ENSG00000127054,-0.018818,0.0215828,0.00210352
ENSG00000224051,-0.057391,0.067794,0.000212381
ENSG00000169962,-0.0194593,0.0427028,0.000535724
ENSG00000107404,-0.0462495,0.0634859,0.000242209
ENSG00000162576,-0.00352325,0.0642988,0.000236244
ENSG00000175756,-0.0690358,0.0953354,0.000107383
ENSG00000221978,-0.065773,0.108095,8.35205e-05
ENSG00000242485,-0.0121716,0.06999,0.000199256
ENSG00000235098,-0.0500189,0.0425607,0.000539304
ENSG00000205116,-0.0919385,0.0564294,0.000306639
ENSG00000179403,0.0121908,0.0257834,0.00146996
ENSG00000215915,0.00231016,0.0454075,0.000468908
ENSG00000160072,-0.0274799,0.012676,0.00611489
ENSG00000197785,0.06856,0.0511359,0.000373456
ENSG00000205090,-0.0415097,0.106578,8.59068e-05
ENSG00000160075,-0.14081,0.105858,8.70999e-05
ENSG00000228594,-0.21974,0.130531,5.72712e-05
ENSG00000197530,-0.0247623,0.0261605,0.00143297
ENSG00000189409,-0.163607,0.103062,9.18725e-05
ENSG00000248333,-0.0263067,0.090897,0.000118122
ENSG00000189339,-0.045355,0.0717312,0.000187324
ENSG00000008128,0.0269039,0.0248829,0.00155945
ENSG00000215790,0.0187705,0.0475503,0.00043192
ENSG00000008130,-0.0773686,0.0534929,0.000341241
ENSG00000078369,0.000150038,0.177356,3.10219e-05
ENSG00000169885,0.000159082,0.0829093,0.000141985
ENSG00000178821,0.0903614,0.077843,0.000161075
ENSG00000142609,0.0270869,0.0178981,0.00305566
ENSG00000187730,0.0807256,0.0980935,0.000101418
ENSG00000067606,-0.0751804,0.0647746,0.000232664
ENSG00000162585,0.244455,0.0882627,0.000125281
ENSG00000157933,-0.0691171,0.167926,3.46013e-05
ENSG00000116151,-0.0693421,0.0573269,0.000297094
ENSG00000157916,0.275143,0.174033,3.2215e-05
ENSG00000157911,0.00808395,0.0478831,0.000425954
ENSG00000149527,-0.030907,0.032183,0.000943781
ENSG00000157881,-0.0215735,0.068374,0.000208801
ENSG00000197921,0.0944966,0.184594,2.86356e-05
ENSG00000157873,0.0146963,0.0756512,0.00017062
ENSG00000157870,-0.022217,0.0621558,0.000250561
ENSG00000142606,-0.00347613,0.0313852,0.000990314
ENSG00000215912,0.0736076,0.0533172,0.000343627
ENSG00000169717,-0.0510184,0.142988,4.7726e-05
ENSG00000142611,-0.29137,0.165102,3.57945e-05
ENSG00000130762,-0.0992927,0.0449586,0.000483226
ENSG00000162591,-0.0133036,0.0233862,0.00178853
ENSG00000158109,-0.00307111,0.0195553,0.00255573
ENSG00000116213,0.0653811,0.0646123,0.000233857
ENSG00000078900,0.18226,0.10733,8.47136e-05
ENSG00000162592,0.0432329,0.0178347,0.00308787
ENSG00000235169,-0.040653,0.184591,2.86356e-05
ENSG00000130764,0.0346708,0.0980941,0.000101418
ENSG00000116198,-0.0361088,0.0210922,0.00220613
ENSG00000169598,0.103833,0.092789,0.000113349
ENSG00000198912,-0.0420193,0.0829077,0.000141985
ENSG00000196581,-0.148577,0.261046,1.43178e-05
ENSG00000131697,0.0705488,0.0320857,0.000949747
ENSG00000069424,0.0381532,0.0400348,0.000609699
ENSG00000116254,0.171892,0.0866252,0.000130053
ENSG00000116251,0.211564,0.133345,5.48849e-05
ENSG00000158286,-0.0317906,0.0423274,0.000545269
ENSG00000116237,0.567519,0.226126,1.90904e-05
ENSG00000173673,-0.0347142,0.127894,5.96575e-05
ENSG00000158292,-0.00814729,0.0575585,0.000294708
ENSG00000097021,0.0219277,0.0414136,0.000678902
ENSG00000069812,0.0858121,0.184591,2.86356e-05
ENSG00000187017,0.0172907,0.0250342,0.00156183
ENSG00000215788,-0.0641861,0.103771,9.06794e-05
ENSG00000171680,-0.00411827,0.0275747,0.00128741
ENSG00000162408,0.021232,0.049357,0.000400898
ENSG00000173662,0.00456248,0.0174581,0.00321315
ENSG00000204859,0.0389248,0.102401,9.30657e-05
ENSG00000162413,0.0191729,0.0492846,0.000402091
ENSG00000041988,0.125808,0.0772739,0.000163461
ENSG00000007923,0.0687953,0.0656194,0.000226698
ENSG00000171735,0.000411267,0.0111555,0.0079762
ENSG00000049245,0.357395,0.139539,5.01123e-05
ENSG00000049246,0.0695338,0.0313635,0.000991507
ENSG00000049247,-0.0102549,0.048713,0.000411637
ENSG00000049249,0.114212,0.0948159,0.000108577
ENSG00000116288,0.00764418,0.11579,7.27821e-05
ENSG00000116285,-0.0248944,0.0647758,0.000232664
ENSG00000162426,-0.021171,0.0361158,0.000749298
ENSG00000142599,-0.00974057,0.0133298,0.00555411
ENSG00000074800,-0.149602,0.11132,7.87479e-05
ENSG00000131686,-0.167849,0.0802673,0.00015153
ENSG00000197241,-0.0162809,0.0539707,0.000335275
ENSG00000142583,-0.030493,0.047419,0.000434306
ENSG00000180758,-0.103594,0.0812222,0.000147951
ENSG00000049239,0.0373236,0.0432814,0.000521406
ENSG00000171621,-0.0332006,0.233493,1.78972e-05
ENSG00000171612,0.131097,0.139543,5.01123e-05
ENSG00000188807,0.0431226,0.0802844,0.00015153
ENSG00000171608,-0.0179274,0.0796313,0.000153916
ENSG00000171603,0.0983887,0.113941,7.51684e-05
ENSG00000178585,-0.107781,0.108897,8.23273e-05
ENSG00000162441,-0.0579484,0.0858466,0.00013244
